key,0,1,2
43,"氷晶乱流の術","忍者","忍術"
44,"",,""
45,"幻影野槌","忍者",""
46,"是生滅法","忍者","六道輪廻"
47,"口寄せの術・蝦蟇仙","忍者","口寄せの術・大蝦蟇"
48,"天理人道","忍者","天地人"
49,"彼岸花","侍","居合術"
50,"天下五剣","侍","居合術"
51,"乱れ雪月花","侍","居合術"
52,"返し五剣","侍","燕返し"
53,"返し雪月花","侍","燕返し"
54,"返し波切","侍","燕返し"
55,"天道五剣","侍","居合術"
56,"天道雪月花","侍","居合術"
57,"天道返し五剣","侍","燕返し"
58,"天道返し雪月花","侍","燕返し"
59,"ジビトゥクロウ","リーパー","ストークスウェーズ"
60,"ギャロウズクロウ","リーパー","ストークスウェーズ"
61,"リターン","リーパー","ヘルズイングレス"
62,"リターン",,"ヘルズイーグレス"
63,"ヴォイドリーパー","リーパー","ジビトゥ"
64,"クロスリーパー","リーパー","ギャロウズ"
65,"グリムリーパー","リーパー","ギロティン"
66,"ハーベストムーン","リーパー","ソウルソウ"
67,"レムールスライス","リーパー","ストークスウェーズ"
68,"レムールサイズ","リーパー","シーフスウェーズ"
69,"サクリフィキウム","リーパー","グラトニー"
70,"エクスジビトゥ","リーパー","ジビトゥ"
71,"エクスギャロウズ","リーパー","ギャロウズ"
72,"エクスギロティン","リーパー","ギロティン"
73,"ペルフェクティオ","リーパー","コムニオ"
74,"ピッチパーフェクト","吟遊詩人","旅神のメヌエット"
75,"ブラストアロー","吟遊詩人","エイペックスアロー"
76,"オーバーロード・ルーク","機工士","オーバードライブ・ルーク"
77,"デトネーター","機工士","ワイルドファイア"
78,"クイーン・アームパンチ","機工士",""
79,"クイーン・ローラーダッシュ","機工士",""
80,"クイーン・パイルバンカー","機工士",""
81,"クイーン・コレダー","機工士",""
82,"エクスカベーター","機工士","回転のこぎり"
83,"薔薇のアンボワテ","踊り子",""
84,"小鳥のアントルシャ","踊り子",""
85,"緑葉のジュテ","踊り子",""
86,"金冠のピルエッテ","踊り子",""
87,"スタンダードフィニッシュ","踊り子","スタンダードステップ"
88,"シングル・スタンダードフィニッシュ",,"スタンダードステップ"
89,"ダブル・スタンダードフィニッシュ",,"スタンダードステップ"
90,"テクニカルフィニッシュ","踊り子","テクニカルステップ"
91,"シングル・テクニカルフィニッシュ",,"テクニカルステップ"
92,"ダブル・テクニカルフィニッシュ",,"テクニカルステップ"
93,"トリプル・テクニカルフィニッシュ",,"テクニカルステップ"
94,"クワッド・テクニカルフィニッシュ",,"テクニカルステップ"
95,"インプロビゼーション・フィニッシュ","踊り子","インプロビゼーション"
96,"ティラナ","踊り子","テクニカルステップ"
97,"フィニシングムーブ","踊り子","スタンダードステップ"
98,"暁の舞い","踊り子","剣の舞い"
99,"パラドックス","黒魔道士","ファイア"
100,"アストラルインパルス","召喚士","ルインガ"
101,"アストラルフレア","召喚士","アウトバースト"
102,"デスフレア","召喚士","アストラルフロウ"
103,"ウィルムウェーブ","召喚士",""
104,"アク・モーン","召喚士","エンキンドル・バハムート"
105,"ルビー・リチュアル","召喚士","ジェムシャイン"
106,"トパーズ・リチュアル","召喚士","ジェムシャイン"
107,"エメラルド・リチュアル","召喚士","ジェムシャイン"
108,"霊泉の炎","召喚士","ルインガ"
109,"煉獄の炎","召喚士","アウトバースト"
110,"サモン・フェニックス","召喚士","エーテルチャージ"
111,"不死鳥の翼","召喚士",""
112,"再生の炎","召喚士","アストラルフロウ"
113,"火焔","召喚士",""
114,"エンキンドル・フェニックス","召喚士","エンキンドル・バハムート"
115,"リヴァレーション","召喚士",""
116,"ルビー・カタストロフィ","召喚士","ジェムブリリアンス"
117,"トパーズ・カタストロフィ","召喚士","ジェムブリリアンス"
118,"エメラルド・カタストロフィ","召喚士","ジェムブリリアンス"
119,"クリムゾンサイクロン","召喚士","アストラルフロウ"
120,"クリムゾンストライク","召喚士","クリムゾンサイクロン"
121,"マウンテンバスター","召喚士","アストラルフロウ"
122,"スリップストリーム","召喚士","アストラルフロウ"
123,"アンブラルインパルス","召喚士","ルインガ"
124,"アンブラルフレア","召喚士","アウトバースト"
125,"サモン・ソルバハムート","召喚士","エーテルチャージ"
126,"ソルフレア","召喚士","アストラルフロウ"
127,"光芒","召喚士",""
128,"エンキンドル・ソルバハムート","召喚士","エンキンドル・バハムート"
129,"エクソダス","召喚士",""
130,"エンリポスト","赤魔道士","リポスト"
131,"エンツヴェルクハウ","赤魔道士","ツヴェルクハウ"
132,"エンルドゥブルマン","赤魔道士","ルドゥブルマン"
133,"エンムーリネ・アン","赤魔道士","ムーリネ"
134,"エンムーリネ・ドゥ","赤魔道士","エンムーリネ・アン"
135,"エンムーリネ・トロワ","赤魔道士","エンムーリネ・アン"
136,"ヴァルフレア","赤魔道士","ヴァルサンダー"
137,"ヴァルホーリー","赤魔道士","ヴァルエアロ"
138,"エンルプリーズ","赤魔道士","ルプリーズ"
139,"スコーチ","赤魔道士","ジョルラ"
140,"レゾリューション","赤魔道士","スコーチ"
141,"ノーブルインパクト","赤魔道士",""
142,"プリフルジェンス","赤魔道士","マナフィケーション"
143,"マニフェステーション","学者","鼓舞激励の策"
144,"アクセッション","学者","士気高揚の策"
145,"応急戦術",,"応急戦術"
146,"アンブラルドロー","占星術師","アストラルドロー"
147,"アーゼマの均衡","占星術師","プレイI"
148,"オシュオンの矢","占星術師","プレイII"
149,"ビエルゴの塔","占星術師","プレイIII"
150,"ハルオーネの槍","占星術師","プレイI"
151,"世界樹の幹","占星術師","プレイII"
152,"サリャクの水瓶","占星術師","プレイIII"
153,"ステラデトネーション",,"アーサリースター"
154,"ホロスコープ",,"ホロスコープ"
155,"クラウンロード","占星術師","マイナーアルカナ"
156,"クラウンレディ","占星術師","マイナーアルカナ"
157,"エウクラシア・ディアグノシス","賢者","ディアグノシス"
158,"エウクラシア・プログノシス","賢者","プログノシス"
159,"エウクラシア・ドシス","賢者","ドシス"
160,"エウクラシア・ドシスII","賢者","ドシスII"
161,"エウクラシア・ドシスIII","賢者","ドシスIII"
162,"エウクラシア・ディスクラシア","賢者","ディスクラシアII"
163,"エウクラシア・プログノシスII","賢者","エウクラシア・プログノシス"
164,"弐の牙【猛襲】","ヴァイパー","壱の牙【咬創】"
165,"弐の牙【疾速】","ヴァイパー","壱の牙【穿裂】"
166,"参の牙【側撃】","ヴァイパー","壱の牙【咬創】"
167,"参の牙【側裂】","ヴァイパー","壱の牙【咬創】"
168,"参の牙【背撃】","ヴァイパー","壱の牙【穿裂】"
169,"参の牙【背裂】","ヴァイパー","壱の牙【穿裂】"
170,"弐の大牙【猛襲】","ヴァイパー","壱の大牙【咬創】"
171,"弐の大牙【疾速】","ヴァイパー","壱の大牙【穿裂】"
172,"参の大牙【乱撃】","ヴァイパー","壱の大牙【咬創】"
173,"参の大牙【乱裂】","ヴァイパー","壱の大牙【穿裂】"
174,"蛇尾撃","ヴァイパー","蛇尾術"
175,"蛇尾閃","ヴァイパー","蛇尾術"
176,"双牙連撃","ヴァイパー","双牙連術"
177,"双牙乱撃","ヴァイパー","双牙乱術"
178,"双牙連閃","ヴァイパー","双牙連術"
179,"双牙乱閃","ヴァイパー","双牙乱術"
180,"祖霊の牙【壱】","ヴァイパー","壱の牙【咬創】"
181,"祖霊の牙【弐】","ヴァイパー","壱の牙【穿裂】"
182,"祖霊の牙【参】","ヴァイパー","弐の蛇【猛襲】"
183,"祖霊の牙【肆】","ヴァイパー","弐の蛇【疾速】"
184,"飛蛇連尾撃","ヴァイパー","双牙連術"
185,"飛蛇乱尾撃","ヴァイパー","双牙乱術"
186,"祖霊の大蛇牙","ヴァイパー","祖霊降ろし"
187,"祖霊の蛇【壱】","ヴァイパー","蛇尾術"
188,"祖霊の蛇【弐】","ヴァイパー","蛇尾術"
189,"祖霊の蛇【参】","ヴァイパー","蛇尾術"
190,"祖霊の蛇【肆】","ヴァイパー","蛇尾術"
191,"グリーンエアロ","ピクトマンサー","レッドファイア"
192,"ブルーウォータ","ピクトマンサー","レッドファイア"
193,"ピクトポンポン","ピクトマンサー","ピクトアニマル"
194,"ピクトウィング","ピクトマンサー","ピクトアニマル"
195,"イマジンポンポン","ピクトマンサー","イマジンアニマル"
196,"イマジンウィング","ピクトマンサー","イマジンアニマル"
197,"グリーンエアロラ","ピクトマンサー","レッドファイラ"
198,"ブルーウォタラ","ピクトマンサー","レッドファイラ"
199,"ピクトハンマー","ピクトマンサー","ピクトウェポン"
200,"イマジンハンマー","ピクトマンサー","イマジンウェポン"
201,"イエローストーン","ピクトマンサー","シアンブリザド"
202,"マゼンタサンダー","ピクトマンサー","シアンブリザド"
203,"イエローストンラ","ピクトマンサー","シアンブリザラ"
204,"マゼンタサンダラ","ピクトマンサー","シアンブリザラ"
205,"ピクトスカイ","ピクトマンサー","ピクトスケープ"
206,"イマジンスカイ","ピクトマンサー","イマジンスケープ"
207,"ハンマーブラッシュ","ピクトマンサー","ハンマースタンプ"
208,"ハンマーポリッシュ","ピクトマンサー","ハンマースタンプ"
209,"ピクトクロー","ピクトマンサー","ピクトアニマル"
210,"ピクトファング","ピクトマンサー","ピクトアニマル"
211,"イマジンクロー","ピクトマンサー","イマジンアニマル"
212,"イマジンファング","ピクトマンサー","イマジンアニマル"
213,"マディーンレトリビューション","ピクトマンサー","モーグリストリーム"
214,"","すっぴん士",""
215,"","すっぴん士",""
216,"","すっぴん士",""
217,"","すっぴん士",""
218,"","すっぴん士",""
219,"","すっぴん士",""
220,"","すっぴん士",""
221,"","すっぴん士",""
222,"","すっぴん士",""
223,"","すっぴん士",""
224,"","すっぴん士",""
225,"","すっぴん士",""
226,"","すっぴん士",""
227,"","すっぴん士",""
228,"","すっぴん士",""
229,"","すっぴん士",""
230,"","すっぴん士",""
231,"","すっぴん士",""
232,"","すっぴん士",""
233,"","すっぴん士",""
234,"","すっぴん士",""
235,"","すっぴん士",""
236,"","すっぴん士",""
237,"","すっぴん士",""
238,"","すっぴん士",""
239,"","すっぴん士",""
240,"","すっぴん士",""
241,"","すっぴん士",""
242,"","すっぴん士",""
243,"","すっぴん士",""
244,"","すっぴん士",""
245,"","すっぴん士",""
246,"","すっぴん士",""
247,"","すっぴん士",""
248,"","すっぴん士",""
249,"","すっぴん士",""
250,"","すっぴん士",""
