key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1043,"内装・外装",2,12,255,0,1,False,0,0,True,True,True,True,True,True,True,False
1044,"庭具",2,12,255,0,2,False,0,0,True,True,True,True,True,True,True,True
1045,"調度品",2,12,255,0,3,False,0,0,True,True,True,True,True,True,True,True
1046,"調度品（台座・敷物）",2,12,255,0,4,False,0,0,True,True,True,True,True,True,True,False
1047,"調度品（卓上）",2,12,255,0,5,False,0,0,True,True,True,True,True,True,True,True
1048,"調度品（壁掛け）",2,12,255,0,6,False,0,0,True,True,True,True,True,True,True,False
1049,"その他",2,12,255,0,7,False,0,0,False,False,False,False,False,False,True,False
1050,"アメリアンス",6,80,255,70059,4,False,0,0,True,True,True,True,True,True,True,True
1051,"秘伝書:第10巻",1,90,255,0,89,True,12,0,True,True,True,True,True,True,True,True
1052,"オーナメント（その2）",3,73,255,0,4,False,0,0,False,False,False,False,False,False,True,False
1053,"アンデン",6,80,255,70251,3,False,0,0,True,True,True,True,True,True,True,True
1054,"レポリット族",5,80,255,0,5,False,0,0,True,True,True,True,True,True,True,True
1055,"モーエンツール",7,90,255,70266,96,False,0,0,True,True,True,True,True,True,True,True
1056,"マーグラット",6,80,255,70351,2,False,0,0,True,True,True,True,True,True,True,True
1057,"91-100",8,90,255,0,6,False,0,0,True,True,True,True,True,True,True,True
1058,"万貨街取引",4,90,255,70504,92,False,0,0,False,True,True,True,False,False,False,False
1059,"万貨街取引",4,90,255,70511,91,False,0,0,True,False,False,False,True,True,False,False
1060,"万貨街取引",4,90,255,70518,90,False,0,0,False,False,False,False,False,False,True,True
1061,"秘伝書:第11巻",1,100,255,0,88,True,13,0,True,True,True,True,True,True,True,True
1062,"[翻訳不要] 検索対象外カテゴリ",0,255,255,0,0,False,0,0,True,True,True,True,True,True,True,True
1063,"ニトウィケ",6,90,255,70775,1,False,0,0,True,True,True,True,True,True,True,True
1064,"秘伝書:第12巻",1,100,255,0,87,True,14,0,True,True,True,True,True,True,True,True
1065,"ヨカフイ族",5,90,255,0,4,False,0,0,True,True,True,True,True,True,True,True
1066,"[翻訳不要] SPレベル区分終端",0,255,255,0,0,False,0,0,True,True,True,True,True,True,True,True
1067,"",0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False
2000,"クルザス",10,255,50,0,12,False,0,0,True,True,True,True,True,True,True,True
2001,"ドラヴァニア",10,255,50,0,11,False,0,0,True,True,True,True,True,True,True,True
2002,"アバラシア",10,255,50,0,10,False,0,0,True,True,True,True,True,True,True,True
2003,"ギラバニア",10,255,60,0,9,False,0,0,True,True,True,True,True,True,True,True
2004,"オサード",10,255,60,0,8,False,0,0,True,True,True,True,True,True,True,True
2005,"ノルヴラント",10,255,70,0,7,False,0,0,True,True,True,True,True,True,True,True
2006,"イシュガルド復興",11,255,1,74,3,False,0,0,True,True,True,True,True,True,True,True
2007,"スカイスチールツール",11,255,80,69384,2,False,0,0,True,True,True,True,True,True,True,True
2008,"50-70",9,255,50,67631,4,False,0,0,True,True,True,True,True,True,True,True
2009,"71-80",9,255,70,67631,3,False,0,0,True,True,True,True,True,True,True,True
2010,"北洋地域・イルサバード",10,255,80,0,6,False,0,0,True,True,True,True,True,True,True,True
2011,"星外宙域",10,255,80,69932,5,False,0,0,True,True,True,True,True,True,True,True
2012,"古代世界",10,255,80,69956,4,False,0,0,True,True,True,True,True,True,True,True
2013,"81-90",9,255,80,67631,2,False,0,0,True,True,True,True,True,True,True,True
2014,"モーエンツール",11,255,90,70266,1,False,0,0,True,True,True,True,True,True,True,True
2015,"ヨカ・トラル",10,255,90,0,3,False,0,0,True,True,True,True,True,True,True,True
2016,"サカ・トラル",10,255,90,0,2,False,0,0,True,True,True,True,True,True,True,True
2017,"アレクサンドリア",10,255,90,70462,1,False,0,0,True,True,True,True,True,True,True,True
2018,"91-100",9,255,90,67631,1,False,0,0,True,True,True,True,True,True,True,True
2019,"",0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False
