key,0,1,2,3
225,62522,94,True,"TANKロールクエスト 黄金編"
226,62522,94,True,"HEALERロールクエスト 黄金編"
227,62522,94,True,"近接物理DPSロールクエスト 黄金編"
228,62522,94,True,"遠隔物理DPSロールクエスト 黄金編"
229,62522,94,True,"遠隔魔法DPSロールクエスト 黄金編"
230,62522,94,True,"ロールエクストラストーリー 黄金編"
231,61401,95,True,"黒渦団クエスト"
232,61402,95,True,"双蛇党クエスト"
233,61403,95,True,"不滅隊クエスト"
234,61411,96,True,"シーズナルクエスト"
235,61411,96,True,"降神祭"
236,61411,96,True,"CHS／KO専用"
237,61411,96,True,"ヴァレンティオンデー"
238,61411,96,True,"ヴァレンティオン＆プリンセスデー"
239,61411,96,True,"プリンセスデー"
240,61411,96,True,"プリンセスデー＆エッグハント"
241,61411,96,True,"エッグハント"
242,61411,96,True,"ゴールドソーサー・フェスティバル"
243,61411,96,True,"紅蓮祭"
244,61411,96,True,"新生祭"
245,61411,96,True,"守護天節"
246,61411,96,True,"星芒祭"
247,61411,96,True,"その他シーズナルイベント"
248,61411,97,True,"スペシャルクエスト"
249,61411,97,True,"来訪者クエスト"
250,0,0,False,""
251,0,0,False,""
252,0,0,False,""
253,0,0,False,""
254,0,0,False,""
255,0,0,False,""
256,0,0,False,""
257,0,0,False,""
258,0,0,False,""
259,0,0,False,""
260,0,0,False,""
261,0,0,False,""
262,0,0,False,""
263,0,0,False,""
264,0,0,False,""
265,0,0,False,""
266,0,0,False,""
267,0,0,False,""
268,62501,98,False,"傭兵リーヴ"
269,62502,102,False,"木工師リーヴ"
270,62503,103,False,"鍛冶師リーヴ"
271,62504,104,False,"甲冑師リーヴ"
272,62505,105,False,"彫金師リーヴ"
273,62506,106,False,"革細工師リーヴ"
274,62507,107,False,"裁縫師リーヴ"
275,62508,108,False,"錬金術師リーヴ"
276,62509,109,False,"調理師リーヴ"
277,62510,99,False,"採掘師リーヴ"
278,62511,100,False,"園芸師リーヴ"
279,62512,101,False,"漁師リーヴ"
280,62513,123,False,"黒渦団リーヴ"
281,62514,123,False,"双蛇党リーヴ"
282,62515,123,False,"不滅隊リーヴ"
283,61801,124,False,"ダンジョン"
284,61802,124,False,"レイド"
285,61804,124,False,"討伐・討滅戦"
286,61801,125,False,"ダンジョン"
287,61802,125,False,"レイド"
288,61804,125,False,"討伐・討滅戦"
289,61824,125,False,"ディープダンジョン"
290,61801,126,False,"ダンジョン"
291,61802,126,False,"レイド"
292,61804,126,False,"討伐・討滅戦"
293,61824,126,False,"ディープダンジョン"
294,61833,126,False,"禁断の地 エウレカ"
295,61801,127,False,"ダンジョン"
296,61802,127,False,"レイド"
297,61804,127,False,"討伐・討滅戦"
298,61838,127,False,"セイブ・ザ・クイーン"
299,61801,128,False,"ダンジョン"
300,61802,128,False,"レイド"
301,61804,128,False,"討伐・討滅戦"
302,61824,128,False,"ディープダンジョン"
303,61846,128,False,"ヴァリアント・アナザーダンジョン"
304,61801,129,False,"ダンジョン"
305,61802,129,False,"レイド"
306,61804,129,False,"討伐・討滅戦"
307,61851,129,False,"蜃気楼の島 クレセントアイル"
308,61824,129,False,"ディープダンジョン"
309,61803,124,False,"ギルドオーダー"
310,0,0,False,""
311,0,0,False,""
312,0,0,False,""
313,0,0,False,""
314,0,0,False,""
315,0,0,False,""
316,0,0,False,""
317,0,0,False,""
318,0,0,False,""
319,0,0,False,""
320,0,0,False,""
321,0,0,False,""
322,0,0,False,""
323,0,0,False,""
324,0,0,False,""
325,0,0,False,""
326,0,0,False,""
327,0,0,False,""
328,0,0,False,""
329,0,0,False,""
330,0,0,False,""
331,0,0,False,""
332,0,0,False,""
333,0,0,False,""
334,0,0,False,""
335,0,0,False,""
336,0,0,False,""
337,0,0,False,""
338,0,0,False,""
339,0,0,False,""
340,0,0,False,""
341,0,130,False,"メインクエスト：レガシー"
342,0,130,False,"サブクエスト：レガシー"
343,0,130,False,"クラスクエスト：レガシー"
344,0,130,False,"ジョブクエスト：レガシー"
345,0,130,False,"グランドカンパニークエスト：レガシー"
