key,0,1
5.3,"InstanceContent#30",""
5.4,"InstanceContent#38",""
5.5,"InstanceContent#56",""
5.6,"InstanceContent#59",""
5.7,"InstanceContent#67",""
5.8,"InstanceContent#84",""
5.9,"InstanceContent#20082",""
5.10,"InstanceContent#20051",""
5.11,"InstanceContent#20057",""
5.12,"InstanceContent#20060",""
5.13,"InstanceContent#30058",""
5.14,"InstanceContent#30068",""
5.15,"InstanceContent#30077",""
5.16,"InstanceContent#30049",""
5.17,"InstanceContent#30050",""
5.18,"InstanceContent#30051",""
5.19,"InstanceContent#30052",""
5.20,"InstanceContent#30059",""
5.21,"InstanceContent#30060",""
5.22,"InstanceContent#30061",""
5.23,"InstanceContent#30062",""
5.24,"InstanceContent#30069",""
5.25,"InstanceContent#30070",""
5.26,"InstanceContent#30071",""
5.27,"InstanceContent#30072",""
5.28,"InstanceContent#50004",""
5.29,"InstanceContent#50005",""
5.30,"InstanceContent#50006",""
5.31,"InstanceContent#51002",""
5.32,"GoldSaucerContent#1",""
5.33,"GoldSaucerContent#7",""
5.34,"GoldSaucerContent#6",""
5.35,"GoldSaucerContent#5",""
5.36,"GoldSaucerContent#8",""
5.37,"",""
6.0,"InstanceContent#26",""
6.1,"InstanceContent#30",""
6.2,"InstanceContent#38",""
6.3,"InstanceContent#56",""
6.4,"InstanceContent#59",""
6.5,"InstanceContent#67",""
6.6,"InstanceContent#84",""
6.7,"InstanceContent#30058",""
6.8,"InstanceContent#30068",""
6.9,"InstanceContent#30077",""
6.10,"InstanceContent#30049",""
6.11,"InstanceContent#30050",""
6.12,"InstanceContent#30051",""
6.13,"InstanceContent#30052",""
6.14,"InstanceContent#30059",""
6.15,"InstanceContent#30060",""
6.16,"InstanceContent#30061",""
6.17,"InstanceContent#30062",""
6.18,"InstanceContent#30069",""
6.19,"InstanceContent#30070",""
6.20,"InstanceContent#30071",""
6.21,"InstanceContent#30072",""
6.22,"InstanceContent#20051",""
6.23,"InstanceContent#20057",""
6.24,"InstanceContent#20060",""
6.25,"InstanceContent#15",""
6.26,"InstanceContent#86",""
6.27,"InstanceContent#20082",""
6.28,"InstanceContent#51002",""
7.0,"k5f1","バスカロン"
7.1,"リスキーモブ手配書","古ぼけた地図G4"
7.2,"m5f2","ソルター"
7.3,"クラン・リスキーモブ手配書","ゲゲルジュ"
7.4,"n5f1","古ぼけた地図G4"
7.5,"ベテラン・リスキーモブ手配書","ブルーウィドー"
8.0,"InstanceContent#60010",""
9.0,"InstanceContent#9",""
9.1,"InstanceContent#12",""
9.2,"InstanceContent#13",""
9.3,"InstanceContent#29",""
9.4,"InstanceContent#33",""
9.5,"InstanceContent#30001",""
9.6,"InstanceContent#30011",""
9.7,"InstanceContent#30020",""
9.8,"InstanceContent#30021",""
9.9,"InstanceContent#30022",""
9.10,"InstanceContent#30023",""
9.11,"InstanceContent#30024",""
9.12,"InstanceContent#30030",""
9.13,"InstanceContent#30031",""
9.14,"InstanceContent#30032",""
9.15,"InstanceContent#30033",""
9.16,"InstanceContent#30039",""
9.17,"InstanceContent#30040",""
9.18,"InstanceContent#30041",""
9.19,"InstanceContent#30042",""
9.20,"InstanceContent#20059",""
9.21,"InstanceContent#20068",""
9.22,"InstanceContent#20073",""
9.23,"InstanceContent#20075",""
9.24,"InstanceContent#15",""
9.25,"InstanceContent#86",""
9.26,"InstanceContent#20082",""
9.27,"InstanceContent#50004",""
9.28,"InstanceContent#50005",""
9.29,"InstanceContent#50006",""
9.30,"InstanceContent#51002",""
9.31,"GoldSaucerContent#1",""
9.32,"GoldSaucerContent#7",""
9.33,"GoldSaucerContent#6",""
9.34,"GoldSaucerContent#5",""
9.35,"GoldSaucerContent#8",""
9.36,"",""
10.0,"InstanceContent#9",""
10.1,"InstanceContent#12",""
10.2,"InstanceContent#13",""
10.3,"InstanceContent#29",""
10.4,"InstanceContent#33",""
10.5,"InstanceContent#30001",""
10.6,"InstanceContent#30011",""
10.7,"InstanceContent#30020",""
10.8,"InstanceContent#30021",""
10.9,"InstanceContent#30022",""
10.10,"InstanceContent#30023",""
10.11,"InstanceContent#30024",""
10.12,"InstanceContent#30030",""
10.13,"InstanceContent#30031",""
10.14,"InstanceContent#30032",""
10.15,"InstanceContent#30033",""
10.16,"InstanceContent#30039",""
10.17,"InstanceContent#30040",""
10.18,"InstanceContent#30041",""
10.19,"InstanceContent#30042",""
10.20,"InstanceContent#20068",""
10.21,"InstanceContent#20073",""
10.22,"InstanceContent#20075",""
10.23,"InstanceContent#15",""
10.24,"InstanceContent#86",""
10.25,"InstanceContent#20082",""
10.26,"InstanceContent#51002",""
10.27,"InstanceContent#20059",""
11.0,"n4f1","ミミドア"
11.1,"リスキーモブ手配書",""
11.2,"n4f3","ザルエラ"
11.3,"クラン・リスキーモブ手配書","ピラルノー"
12.0,"",""
13.0,"InstanceContent#9",""
13.1,"InstanceContent#12",""
13.2,"InstanceContent#13",""
13.3,"InstanceContent#5",""
13.4,"InstanceContent#35",""
13.5,"InstanceContent#41",""
13.6,"InstanceContent#84",""
13.7,"InstanceContent#30058",""
13.8,"InstanceContent#30068",""
13.9,"InstanceContent#30077",""
13.10,"InstanceContent#30078",""
13.11,"InstanceContent#30082",""
13.12,"InstanceContent#30080",""
13.13,"InstanceContent#30084",""
13.14,"InstanceContent#30088",""
13.15,"InstanceContent#30090",""
13.16,"InstanceContent#30092",""
13.17,"InstanceContent#30094",""
13.18,"InstanceContent#30097",""
13.19,"InstanceContent#30099",""
13.20,"InstanceContent#30101",""
13.21,"InstanceContent#30103",""
13.22,"InstanceContent#20035",""
13.23,"InstanceContent#20039",""
13.24,"InstanceContent#20045",""
13.25,"InstanceContent#20055",""
13.26,"InstanceContent#20066",""
13.27,"InstanceContent#20071",""
13.28,"InstanceContent#20079",""
13.29,"InstanceContent#20084",""
13.30,"InstanceContent#20086",""
13.31,"InstanceContent#20089",""
13.32,"InstanceContent#20091",""
13.33,"InstanceContent#15",""
13.34,"InstanceContent#86",""
13.35,"InstanceContent#20082",""
13.36,"InstanceContent#50004",""
13.37,"InstanceContent#50005",""
13.38,"InstanceContent#50006",""
13.39,"InstanceContent#51002",""
13.40,"GoldSaucerContent#1",""
13.41,"GoldSaucerContent#7",""
13.42,"GoldSaucerContent#6",""
13.43,"GoldSaucerContent#5",""
13.44,"GoldSaucerContent#8",""
13.45,"",""
14.0,"InstanceContent#9",""
14.1,"InstanceContent#12",""
14.2,"InstanceContent#13",""
14.3,"InstanceContent#5",""
14.4,"InstanceContent#35",""
14.5,"InstanceContent#41",""
14.6,"InstanceContent#84",""
14.7,"InstanceContent#30058",""
14.8,"InstanceContent#30068",""
14.9,"InstanceContent#30077",""
14.10,"InstanceContent#30078",""
14.11,"InstanceContent#30082",""
14.12,"InstanceContent#30080",""
14.13,"InstanceContent#30084",""
14.14,"InstanceContent#30088",""
14.15,"InstanceContent#30090",""
14.16,"InstanceContent#30092",""
14.17,"InstanceContent#30094",""
14.18,"InstanceContent#30097",""
14.19,"InstanceContent#30099",""
14.20,"InstanceContent#30101",""
14.21,"InstanceContent#30103",""
14.22,"InstanceContent#20035",""
14.23,"InstanceContent#20039",""
14.24,"InstanceContent#20045",""
14.25,"InstanceContent#20055",""
14.26,"InstanceContent#20066",""
14.27,"InstanceContent#20071",""
14.28,"InstanceContent#20079",""
14.29,"InstanceContent#20084",""
14.30,"InstanceContent#20086",""
14.31,"InstanceContent#20089",""
14.32,"InstanceContent#20091",""
14.33,"InstanceContent#15",""
14.34,"InstanceContent#86",""
14.35,"InstanceContent#20082",""
14.36,"InstanceContent#51002",""
15.0,"n4f5",""
15.1,"","銅鏡"
15.2,"","キングのエルマー"
15.3,"",""
16.0,"InstanceContent#60025",""
17.0,"InstanceContent#12",""
17.1,"InstanceContent#13",""
17.2,"InstanceContent#5",""
17.3,"InstanceContent#10",""
17.4,"InstanceContent#14",""
17.5,"InstanceContent#40",""
17.6,"InstanceContent#42",""
17.7,"InstanceContent#62",""
17.8,"InstanceContent#82",""
17.9,"InstanceContent#81",""
17.10,"InstanceContent#84",""
17.11,"InstanceContent#30087",""
17.12,"InstanceContent#30096",""
17.13,"InstanceContent#30105",""
17.14,"InstanceContent#30111",""
17.15,"InstanceContent#30113",""
17.16,"InstanceContent#30109",""
17.17,"InstanceContent#30107",""
17.18,"InstanceContent#30116",""
17.19,"InstanceContent#30120",""
17.20,"InstanceContent#30118",""
17.21,"InstanceContent#30122",""
17.22,"InstanceContent#30126",""
17.23,"InstanceContent#30128",""
17.24,"InstanceContent#30130",""
17.25,"InstanceContent#30132",""
17.26,"InstanceContent#20037",""
17.27,"InstanceContent#20041",""
17.28,"InstanceContent#20043",""
17.29,"InstanceContent#20068",""
17.30,"InstanceContent#20073",""
17.31,"InstanceContent#20075",""
17.32,"InstanceContent#15",""
17.33,"InstanceContent#86",""
17.34,"InstanceContent#20082",""
17.35,"InstanceContent#50001",""
17.36,"InstanceContent#50004",""
17.37,"InstanceContent#50005",""
17.38,"InstanceContent#50006",""
17.39,"InstanceContent#51002",""
17.40,"GoldSaucerContent#1",""
17.41,"GoldSaucerContent#7",""
17.42,"GoldSaucerContent#6",""
17.43,"GoldSaucerContent#5",""
17.44,"GoldSaucerContent#8",""
17.45,"",""
18.0,"InstanceContent#12",""
18.1,"InstanceContent#13",""
18.2,"InstanceContent#5",""
18.3,"InstanceContent#10",""
18.4,"InstanceContent#14",""
18.5,"InstanceContent#40",""
18.6,"InstanceContent#42",""
18.7,"InstanceContent#62",""
18.8,"InstanceContent#82",""
18.9,"InstanceContent#81",""
18.10,"InstanceContent#84",""
18.11,"InstanceContent#30087",""
18.12,"InstanceContent#30096",""
18.13,"InstanceContent#30105",""
18.14,"InstanceContent#30111",""
18.15,"InstanceContent#30113",""
18.16,"InstanceContent#30109",""
18.17,"InstanceContent#30107",""
18.18,"InstanceContent#30116",""
18.19,"InstanceContent#30120",""
18.20,"InstanceContent#30118",""
18.21,"InstanceContent#30122",""
18.22,"InstanceContent#30126",""
18.23,"InstanceContent#30128",""
18.24,"InstanceContent#30130",""
18.25,"InstanceContent#30132",""
18.26,"InstanceContent#20037",""
18.27,"InstanceContent#20041",""
18.28,"InstanceContent#20043",""
18.29,"InstanceContent#20068",""
18.30,"InstanceContent#20073",""
18.31,"InstanceContent#20075",""
18.32,"InstanceContent#15",""
18.33,"InstanceContent#86",""
18.34,"InstanceContent#20082",""
18.35,"InstanceContent#51002",""
19.0,"","カイラージョン"
19.1,"",""
19.2,"クラン・リスキーモブ手配書",""
19.3,"k5f1","ジブリオン"
20.0,"InstanceContent#36001",""
