key,0,1,2,3,4,5,6,7
1041,"漁師コスモデータI",0,"0",0,0,1,0,0
1042,"漁師コスモデータII",0,"0",0,0,1,0,0
1043,"漁師コスモデータIII",0,"0",0,0,1,0,0
1044,"漁師コスモデータIV",0,"0",0,0,1,0,0
2000,"",0,"",0,0,0,0,0
2001,"木工初級計画貢献N-1",0,"0",0,0,1,0,0
2002,"木工初級計画貢献N-2",0,"0",0,0,1,0,0
2003,"木工初級計画貢献N-3",0,"0",0,0,1,0,0
2004,"木工初級計画貢献N-4",0,"0",0,0,1,0,0
2005,"木工初級計画貢献N-5",0,"0",0,0,1,0,0
2006,"木工初級計画貢献N-6",0,"0",0,0,1,0,0
2007,"木工初級計画貢献N-7",0,"0",0,0,1,0,0
2008,"木工初級計画貢献N-8",0,"0",0,0,1,0,0
2009,"鍛冶初級計画貢献N-1",0,"0",0,0,1,0,0
2010,"鍛冶初級計画貢献N-2",0,"0",0,0,1,0,0
2011,"鍛冶初級計画貢献N-3",0,"0",0,0,1,0,0
2012,"鍛冶初級計画貢献N-4",0,"0",0,0,1,0,0
2013,"鍛冶初級計画貢献N-5",0,"0",0,0,1,0,0
2014,"鍛冶初級計画貢献N-6",0,"0",0,0,1,0,0
2015,"鍛冶初級計画貢献N-7",0,"0",0,0,1,0,0
2016,"鍛冶初級計画貢献N-8",0,"0",0,0,1,0,0
2017,"甲冑初級計画貢献N-1",0,"0",0,0,1,0,0
2018,"甲冑初級計画貢献N-2",0,"0",0,0,1,0,0
2019,"甲冑初級計画貢献N-3",0,"0",0,0,1,0,0
2020,"甲冑初級計画貢献N-4",0,"0",0,0,1,0,0
2021,"甲冑初級計画貢献N-5",0,"0",0,0,1,0,0
2022,"甲冑初級計画貢献N-6",0,"0",0,0,1,0,0
2023,"甲冑初級計画貢献N-7",0,"0",0,0,1,0,0
2024,"甲冑初級計画貢献N-8",0,"0",0,0,1,0,0
2025,"彫金初級計画貢献N-1",0,"0",0,0,1,0,0
2026,"彫金初級計画貢献N-2",0,"0",0,0,1,0,0
2027,"彫金初級計画貢献N-3",0,"0",0,0,1,0,0
2028,"彫金初級計画貢献N-4",0,"0",0,0,1,0,0
2029,"彫金初級計画貢献N-5",0,"0",0,0,1,0,0
2030,"彫金初級計画貢献N-6",0,"0",0,0,1,0,0
2031,"彫金初級計画貢献N-7",0,"0",0,0,1,0,0
2032,"彫金初級計画貢献N-8",0,"0",0,0,1,0,0
2033,"革細工初級計画貢献N-1",0,"0",0,0,1,0,0
2034,"革細工初級計画貢献N-2",0,"0",0,0,1,0,0
2035,"革細工初級計画貢献N-3",0,"0",0,0,1,0,0
2036,"革細工初級計画貢献N-4",0,"0",0,0,1,0,0
2037,"革細工初級計画貢献N-5",0,"0",0,0,1,0,0
2038,"革細工初級計画貢献N-6",0,"0",0,0,1,0,0
2039,"革細工初級計画貢献N-7",0,"0",0,0,1,0,0
2040,"革細工初級計画貢献N-8",0,"0",0,0,1,0,0
2041,"裁縫初級計画貢献N-1",0,"0",0,0,1,0,0
2042,"裁縫初級計画貢献N-2",0,"0",0,0,1,0,0
2043,"裁縫初級計画貢献N-3",0,"0",0,0,1,0,0
2044,"裁縫初級計画貢献N-4",0,"0",0,0,1,0,0
2045,"裁縫初級計画貢献N-5",0,"0",0,0,1,0,0
2046,"裁縫初級計画貢献N-6",0,"0",0,0,1,0,0
2047,"裁縫初級計画貢献N-7",0,"0",0,0,1,0,0
2048,"裁縫初級計画貢献N-8",0,"0",0,0,1,0,0
2049,"錬金初級計画貢献N-1",0,"0",0,0,1,0,0
2050,"錬金初級計画貢献N-2",0,"0",0,0,1,0,0
2051,"錬金初級計画貢献N-3",0,"0",0,0,1,0,0
2052,"錬金初級計画貢献N-4",0,"0",0,0,1,0,0
2053,"錬金初級計画貢献N-5",0,"0",0,0,1,0,0
2054,"錬金初級計画貢献N-6",0,"0",0,0,1,0,0
2055,"錬金初級計画貢献N-7",0,"0",0,0,1,0,0
2056,"錬金初級計画貢献N-8",0,"0",0,0,1,0,0
2057,"調理初級計画貢献N-1",0,"0",0,0,1,0,0
2058,"調理初級計画貢献N-2",0,"0",0,0,1,0,0
2059,"調理初級計画貢献N-3",0,"0",0,0,1,0,0
2060,"調理初級計画貢献N-4",0,"0",0,0,1,0,0
2061,"調理初級計画貢献N-5",0,"0",0,0,1,0,0
2062,"調理初級計画貢献N-6",0,"0",0,0,1,0,0
2063,"調理初級計画貢献N-7",0,"0",0,0,1,0,0
2064,"調理初級計画貢献N-8",0,"0",0,0,1,0,0
2065,"採掘初級計画貢献N-1",0,"0",0,0,1,0,0
2066,"採掘初級計画貢献N-2",0,"0",0,0,1,0,0
2067,"採掘初級計画貢献N-3",0,"0",0,0,1,0,0
2068,"採掘初級計画貢献N-4",0,"0",0,0,1,0,0
2069,"採掘初級計画貢献N-5",0,"0",0,0,1,0,0
2070,"採掘初級計画貢献N-6",0,"0",0,0,1,0,0
2071,"採掘初級計画貢献N-7",0,"0",0,0,1,0,0
2072,"採掘初級計画貢献N-8",0,"0",0,0,1,0,0
2073,"園芸初級計画貢献N-1",0,"0",0,0,1,0,0
2074,"園芸初級計画貢献N-2",0,"0",0,0,1,0,0
2075,"園芸初級計画貢献N-3",0,"0",0,0,1,0,0
2076,"園芸初級計画貢献N-4",0,"0",0,0,1,0,0
2077,"園芸初級計画貢献N-5",0,"0",0,0,1,0,0
2078,"園芸初級計画貢献N-6",0,"0",0,0,1,0,0
2079,"園芸初級計画貢献N-7",0,"0",0,0,1,0,0
2080,"園芸初級計画貢献N-8",0,"0",0,0,1,0,0
2081,"漁師初級計画貢献N-1",0,"0",0,0,1,0,0
2082,"漁師初級計画貢献N-2",0,"0",0,0,1,0,0
2083,"漁師初級計画貢献N-3",0,"0",0,0,1,0,0
2084,"漁師初級計画貢献N-4",0,"0",0,0,1,0,0
2085,"漁師初級計画貢献N-5",0,"0",0,0,1,0,0
2086,"漁師初級計画貢献N-6",0,"0",0,0,1,0,0
2087,"漁師初級計画貢献N-7",0,"0",0,0,1,0,0
2088,"漁師初級計画貢献N-8",0,"0",0,0,1,0,0
3000,"",0,"",0,0,0,0,0
3001,"木工道具",0,"0",0,0,1,0,0
3002,"鍛冶道具",0,"0",0,0,1,0,0
3003,"甲冑道具",0,"0",0,0,1,0,0
3004,"彫金道具",0,"0",0,0,1,0,0
3005,"革細工道具",0,"0",0,0,1,0,0
3006,"裁縫道具",0,"0",0,0,1,0,0
3007,"錬金道具",0,"0",0,0,1,0,0
3008,"調理道具",0,"0",0,0,1,0,0
3009,"採掘道具",0,"0",0,0,1,0,0
3010,"園芸道具",0,"0",0,0,1,0,0
3011,"漁道具",0,"0",0,0,1,0,0
4000,"",0,"",0,0,0,0,0
4001,"CRP.DATA I",0,"0",0,0,1,0,0
4002,"CRP.DATA II",0,"0",0,0,1,0,0
4003,"CRP.DATA III",0,"0",0,0,1,0,0
4004,"CRP.DATA IV",0,"0",0,0,1,0,0
4005,"BSM.DATA I",0,"0",0,0,1,0,0
4006,"BSM.DATA II",0,"0",0,0,1,0,0
4007,"BSM.DATA III",0,"0",0,0,1,0,0
4008,"BSM.DATA IV",0,"0",0,0,1,0,0
4009,"ARM.DATA I",0,"0",0,0,1,0,0
4010,"ARM.DATA II",0,"0",0,0,1,0,0
4011,"ARM.DATA III",0,"0",0,0,1,0,0
4012,"ARM.DATA IV",0,"0",0,0,1,0,0
4013,"GSM.DATA I",0,"0",0,0,1,0,0
4014,"GSM.DATA II",0,"0",0,0,1,0,0
4015,"GSM.DATA III",0,"0",0,0,1,0,0
4016,"GSM.DATA IV",0,"0",0,0,1,0,0
4017,"LTW.DATA I",0,"0",0,0,1,0,0
4018,"LTW.DATA II",0,"0",0,0,1,0,0
4019,"LTW.DATA III",0,"0",0,0,1,0,0
4020,"LTW.DATA IV",0,"0",0,0,1,0,0
4021,"WVR.DATA I",0,"0",0,0,1,0,0
4022,"WVR.DATA II",0,"0",0,0,1,0,0
4023,"WVR.DATA III",0,"0",0,0,1,0,0
4024,"WVR.DATA IV",0,"0",0,0,1,0,0
4025,"ALC.DATA I",0,"0",0,0,1,0,0
4026,"ALC.DATA II",0,"0",0,0,1,0,0
4027,"ALC.DATA III",0,"0",0,0,1,0,0
4028,"ALC.DATA IV",0,"0",0,0,1,0,0
4029,"CUL.DATA I",0,"0",0,0,1,0,0
4030,"CUL.DATA II",0,"0",0,0,1,0,0
4031,"CUL.DATA III",0,"0",0,0,1,0,0
4032,"CUL.DATA IV",0,"0",0,0,1,0,0
4033,"MIN.DATA I",0,"0",0,0,1,0,0
4034,"MIN.DATA II",0,"0",0,0,1,0,0
4035,"MIN.DATA III",0,"0",0,0,1,0,0
4036,"MIN.DATA IV",0,"0",0,0,1,0,0
4037,"BTN.DATA I",0,"0",0,0,1,0,0
4038,"BTN.DATA II",0,"0",0,0,1,0,0
4039,"BTN.DATA III",0,"0",0,0,1,0,0
4040,"BTN.DATA IV",0,"0",0,0,1,0,0
4041,"FSH.DATA I",0,"0",0,0,1,0,0
4042,"FSH.DATA II",0,"0",0,0,1,0,0
4043,"FSH.DATA III",0,"0",0,0,1,0,0
4044,"FSH.DATA IV",0,"0",0,0,1,0,0
