key,0,1,2,3,4,5,6,7,8
18,"ui/icon/192000/192307.tex","ui/icon/082000/082093.tex",2,"BannerCondition#130",0,0,0,2156,"占星術師"
19,"ui/icon/192000/192308.tex","ui/icon/082000/082093.tex",2,"BannerCondition#131",0,0,0,2157,"賢者"
20,"ui/icon/192000/192309.tex","ui/icon/082000/082093.tex",2,"BannerCondition#132",0,0,0,2158,"モンク"
21,"ui/icon/192000/192310.tex","ui/icon/082000/082093.tex",2,"BannerCondition#133",0,0,0,2159,"竜騎士"
22,"ui/icon/192000/192311.tex","ui/icon/082000/082093.tex",2,"BannerCondition#134",0,0,0,2160,"忍者"
23,"ui/icon/192000/192312.tex","ui/icon/082000/082093.tex",2,"BannerCondition#135",0,0,0,2161,"侍"
24,"ui/icon/192000/192313.tex","ui/icon/082000/082093.tex",2,"BannerCondition#136",0,0,0,2162,"リーパー"
25,"ui/icon/192000/192314.tex","ui/icon/082000/082093.tex",2,"BannerCondition#137",0,0,0,2164,"吟遊詩人"
26,"ui/icon/192000/192315.tex","ui/icon/082000/082093.tex",2,"BannerCondition#138",0,0,0,2165,"機工士"
27,"ui/icon/192000/192316.tex","ui/icon/082000/082093.tex",2,"BannerCondition#139",0,0,0,2166,"踊り子"
28,"ui/icon/192000/192317.tex","ui/icon/082000/082093.tex",2,"BannerCondition#140",0,0,0,2167,"黒魔道士"
29,"ui/icon/192000/192318.tex","ui/icon/082000/082093.tex",2,"BannerCondition#141",0,0,0,2168,"召喚士"
30,"ui/icon/192000/192319.tex","ui/icon/082000/082093.tex",2,"BannerCondition#142",0,0,0,2169,"赤魔道士"
31,"ui/icon/192000/192401.tex","ui/icon/082000/082093.tex",10,"BannerCondition#143",0,0,0,3000,"チーム・アストラ"
32,"ui/icon/192000/192402.tex","ui/icon/082000/082093.tex",10,"BannerCondition#144",0,0,0,3001,"チーム・アンブラ"
33,"ui/icon/192000/192403.tex","ui/icon/082000/082093.tex",5,"BannerCondition#145",0,0,0,3200,"クリスタルコンフリクト：王者S1"
34,"ui/icon/192000/192404.tex","ui/icon/082000/082093.tex",5,"BannerCondition#146",0,0,0,3201,"クリスタルコンフリクト：勇者S1"
35,"ui/icon/192000/192405.tex","ui/icon/082000/082093.tex",5,"BannerCondition#147",0,0,0,3202,"クリスタルコンフリクト：入賞者S1"
36,"ui/icon/192000/192406.tex","ui/icon/082000/082093.tex",5,"BannerCondition#148",0,0,0,3208,"クリスタルコンフリクト：ブロンズS1"
37,"ui/icon/192000/192407.tex","ui/icon/082000/082093.tex",5,"BannerCondition#149",0,0,0,3207,"クリスタルコンフリクト：シルバーS1"
38,"ui/icon/192000/192408.tex","ui/icon/082000/082093.tex",5,"BannerCondition#150",0,0,0,3206,"クリスタルコンフリクト：ゴールドS1"
39,"ui/icon/192000/192409.tex","ui/icon/082000/082093.tex",5,"BannerCondition#151",0,0,0,3205,"クリスタルコンフリクト：プラチナS1"
40,"ui/icon/192000/192410.tex","ui/icon/082000/082093.tex",5,"BannerCondition#152",0,0,0,3204,"クリスタルコンフリクト：ダイヤモンドS1"
41,"ui/icon/192000/192411.tex","ui/icon/082000/082093.tex",5,"BannerCondition#153",0,0,0,3203,"クリスタルコンフリクト：クリスタルS1"
42,"ui/icon/192000/192901.tex","ui/icon/082000/082093.tex",7,"BannerCondition#154",0,0,0,4000,"コンパニオン特典1"
43,"ui/icon/192000/192902.tex","ui/icon/082000/082093.tex",7,"BannerCondition#155",0,0,0,4001,"コンパニオン特典2"
44,"ui/icon/192000/192701.tex","ui/icon/082000/082093.tex",4,"BannerCondition#319",0,0,0,2500,"絶バハムート討滅戦"
45,"ui/icon/192000/192702.tex","ui/icon/082000/082093.tex",4,"BannerCondition#320",0,0,0,2501,"絶アルテマウェポン破壊作戦"
46,"ui/icon/192000/192703.tex","ui/icon/082000/082093.tex",4,"BannerCondition#321",0,0,0,2502,"絶アレキサンダー討滅戦"
47,"ui/icon/192000/192704.tex","ui/icon/082000/082093.tex",4,"BannerCondition#322",0,0,0,2503,"絶竜詩戦争"
48,"ui/icon/192000/192412.tex","ui/icon/082000/082093.tex",5,"BannerCondition#323",0,0,0,3209,"クリスタルコンフリクト：王者S2"
49,"ui/icon/192000/192413.tex","ui/icon/082000/082093.tex",5,"BannerCondition#324",0,0,0,3210,"クリスタルコンフリクト：勇者S2"
50,"ui/icon/192000/192414.tex","ui/icon/082000/082093.tex",5,"BannerCondition#325",0,0,0,3211,"クリスタルコンフリクト：入賞者S2"
51,"ui/icon/192000/192415.tex","ui/icon/082000/082093.tex",5,"BannerCondition#326",0,0,0,3217,"クリスタルコンフリクト：ブロンズS2"
52,"ui/icon/192000/192416.tex","ui/icon/082000/082093.tex",5,"BannerCondition#327",0,0,0,3216,"クリスタルコンフリクト：シルバーS2"
53,"ui/icon/192000/192417.tex","ui/icon/082000/082093.tex",5,"BannerCondition#328",0,0,0,3215,"クリスタルコンフリクト：ゴールドS2"
54,"ui/icon/192000/192418.tex","ui/icon/082000/082093.tex",5,"BannerCondition#329",0,0,0,3214,"クリスタルコンフリクト：プラチナS2"
55,"ui/icon/192000/192419.tex","ui/icon/082000/082093.tex",5,"BannerCondition#330",0,0,0,3213,"クリスタルコンフリクト：ダイヤモンドS2"
56,"ui/icon/192000/192420.tex","ui/icon/082000/082093.tex",5,"BannerCondition#331",0,0,0,3212,"クリスタルコンフリクト：クリスタルS2"
57,"ui/icon/192000/192421.tex","ui/icon/082000/082093.tex",5,"BannerCondition#332",0,0,0,3218,"クリスタルコンフリクト：王者S3"
58,"ui/icon/192000/192422.tex","ui/icon/082000/082093.tex",5,"BannerCondition#333",0,0,0,3219,"クリスタルコンフリクト：勇者S3"
59,"ui/icon/192000/192423.tex","ui/icon/082000/082093.tex",5,"BannerCondition#334",0,0,0,3220,"クリスタルコンフリクト：入賞者S3"
60,"ui/icon/192000/192424.tex","ui/icon/082000/082093.tex",5,"BannerCondition#335",0,0,0,3226,"クリスタルコンフリクト：ブロンズS3"
61,"ui/icon/192000/192425.tex","ui/icon/082000/082093.tex",5,"BannerCondition#336",0,0,0,3225,"クリスタルコンフリクト：シルバーS3"
62,"ui/icon/192000/192426.tex","ui/icon/082000/082093.tex",5,"BannerCondition#337",0,0,0,3224,"クリスタルコンフリクト：ゴールドS3"
63,"ui/icon/192000/192427.tex","ui/icon/082000/082093.tex",5,"BannerCondition#338",0,0,0,3223,"クリスタルコンフリクト：プラチナS3"
64,"ui/icon/192000/192428.tex","ui/icon/082000/082093.tex",5,"BannerCondition#339",0,0,0,3222,"クリスタルコンフリクト：ダイヤモンドS3"
65,"ui/icon/192000/192429.tex","ui/icon/082000/082093.tex",5,"BannerCondition#340",0,0,0,3221,"クリスタルコンフリクト：クリスタルS3"
66,"ui/icon/192000/192430.tex","ui/icon/082000/082093.tex",10,"BannerCondition#341",0,0,0,3002,"クリスタルコンフリクト：ブルー"
67,"ui/icon/192000/192431.tex","ui/icon/082000/082093.tex",10,"BannerCondition#342",0,0,0,3003,"クリスタルコンフリクト：レッド"
68,"ui/icon/192000/192705.tex","ui/icon/082000/082093.tex",4,"BannerCondition#343",0,0,0,2400,"ヴァリアントダンジョン：シラディハ水道"
69,"ui/icon/192000/192966.tex","ui/icon/082000/082093.tex",3,"BannerCondition#344",0,0,0,2315,"友好部族クエスト：オミクロン族"
70,"ui/icon/192000/192601.tex","ui/icon/082000/082093.tex",9,"BannerCondition#346",0,0,0,1010,"国旗：リムサ・ロミンサ"
71,"ui/icon/192000/192602.tex","ui/icon/082000/082093.tex",9,"BannerCondition#346",0,0,0,1011,"国旗：グリダニア"
72,"ui/icon/192000/192603.tex","ui/icon/082000/082093.tex",9,"BannerCondition#346",0,0,0,1012,"国旗：ウルダハ"
73,"ui/icon/192000/192015.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,3,"飾り罫"
74,"ui/icon/192000/192016.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,21,"フキダシ"
75,"ui/icon/192000/192019.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,30,"パーティクル"
76,"ui/icon/192000/192018.tex","ui/icon/082000/082093.tex",7,"BannerCondition#347",0,0,0,31,"音符"
77,"ui/icon/192000/192012.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,20,"バースデー"
78,"ui/icon/192000/192013.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,19,"ビギナー"
79,"ui/icon/192000/192014.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,33,"光彩"
80,"ui/icon/192000/192017.tex","ui/icon/082000/082093.tex",1,"BannerCondition#1",0,0,0,34,"ローズ"
81,"ui/icon/192000/192432.tex","ui/icon/082000/082093.tex",5,"BannerCondition#409",0,0,0,3227,"クリスタルコンフリクト：王者S4"
82,"ui/icon/192000/192433.tex","ui/icon/082000/082093.tex",5,"BannerCondition#410",0,0,0,3228,"クリスタルコンフリクト：勇者S4"
83,"ui/icon/192000/192434.tex","ui/icon/082000/082093.tex",5,"BannerCondition#411",0,0,0,3229,"クリスタルコンフリクト：入賞者S4"
84,"ui/icon/192000/192440.tex","ui/icon/082000/082093.tex",5,"BannerCondition#412",0,0,0,3230,"クリスタルコンフリクト：クリスタルS4"
85,"ui/icon/192000/192439.tex","ui/icon/082000/082093.tex",5,"BannerCondition#413",0,0,0,3231,"クリスタルコンフリクト：ダイヤモンドS4"
86,"ui/icon/192000/192438.tex","ui/icon/082000/082093.tex",5,"BannerCondition#414",0,0,0,3232,"クリスタルコンフリクト：プラチナS4"
87,"ui/icon/192000/192437.tex","ui/icon/082000/082093.tex",5,"BannerCondition#415",0,0,0,3233,"クリスタルコンフリクト：ゴールドS4"
88,"ui/icon/192000/192436.tex","ui/icon/082000/082093.tex",5,"BannerCondition#416",0,0,0,3234,"クリスタルコンフリクト：シルバーS4"
89,"ui/icon/192000/192435.tex","ui/icon/082000/082093.tex",5,"BannerCondition#417",0,0,0,3235,"クリスタルコンフリクト：ブロンズS4"
90,"ui/icon/192000/192441.tex","ui/icon/082000/082093.tex",5,"BannerCondition#418",0,0,0,3236,"クリスタルコンフリクト：王者S5"
91,"ui/icon/192000/192442.tex","ui/icon/082000/082093.tex",5,"BannerCondition#419",0,0,0,3237,"クリスタルコンフリクト：勇者S5"
92,"ui/icon/192000/192443.tex","ui/icon/082000/082093.tex",5,"BannerCondition#420",0,0,0,3238,"クリスタルコンフリクト：入賞者S5"
93,"ui/icon/192000/192449.tex","ui/icon/082000/082093.tex",5,"BannerCondition#421",0,0,0,3239,"クリスタルコンフリクト：クリスタルS5"
94,"ui/icon/192000/192448.tex","ui/icon/082000/082093.tex",5,"BannerCondition#422",0,0,0,3240,"クリスタルコンフリクト：ダイヤモンドS5"
95,"ui/icon/192000/192447.tex","ui/icon/082000/082093.tex",5,"BannerCondition#423",0,0,0,3241,"クリスタルコンフリクト：プラチナS5"
96,"ui/icon/192000/192446.tex","ui/icon/082000/082093.tex",5,"BannerCondition#424",0,0,0,3242,"クリスタルコンフリクト：ゴールドS5"
97,"ui/icon/192000/192445.tex","ui/icon/082000/082093.tex",5,"BannerCondition#425",0,0,0,3243,"クリスタルコンフリクト：シルバーS5"
98,"ui/icon/192000/192444.tex","ui/icon/082000/082093.tex",5,"BannerCondition#426",0,0,0,3244,"クリスタルコンフリクト：ブロンズS5"
99,"ui/icon/192000/192450.tex","ui/icon/082000/082093.tex",10,"BannerCondition#427",0,0,0,3004,"チーム・ファルコン"
100,"ui/icon/192000/192451.tex","ui/icon/082000/082093.tex",10,"BannerCondition#428",0,0,0,3005,"チーム・レイヴン"
101,"ui/icon/192000/192962.tex","ui/icon/082000/082093.tex",3,"BannerCondition#429",0,0,0,2311,"友好部族クエスト：ピクシー族"
102,"ui/icon/192000/192963.tex","ui/icon/082000/082093.tex",3,"BannerCondition#430",0,0,0,2312,"友好部族クエスト：キタリ族"
103,"ui/icon/192000/192964.tex","ui/icon/082000/082093.tex",3,"BannerCondition#431",0,0,0,2313,"友好部族クエスト：ドワーフ族"
104,"ui/icon/192000/192965.tex","ui/icon/082000/082093.tex",3,"BannerCondition#432",0,0,0,2314,"友好部族クエスト：アルカソーダラ族"
105,"ui/icon/192000/192967.tex","ui/icon/082000/082093.tex",3,"BannerCondition#433",0,0,0,2316,"友好部族クエスト：レポリット族"
106,"ui/icon/192000/192706.tex","ui/icon/082000/082093.tex",4,"BannerCondition#434",0,0,0,2504,"絶オメガ検証戦"
107,"ui/icon/192000/192711.tex","ui/icon/082000/082093.tex",4,"BannerCondition#465",0,0,0,2358,"ディープダンジョン：オルト・エウレカ1"
108,"ui/icon/192000/192712.tex","ui/icon/082000/082093.tex",4,"BannerCondition#466",0,0,0,2359,"ディープダンジョン：オルト・エウレカ2"
109,"ui/icon/192000/192713.tex","ui/icon/082000/082093.tex",8,"BannerCondition#468",0,0,0,2340,"無人島開拓1"
110,"ui/icon/192000/192714.tex","ui/icon/082000/082093.tex",8,"BannerCondition#469",0,0,0,2341,"無人島開拓2"
111,"ui/icon/192000/192452.tex","ui/icon/082000/082093.tex",5,"BannerCondition#502",0,0,0,3245,"クリスタルコンフリクト：王者S6"
112,"ui/icon/192000/192453.tex","ui/icon/082000/082093.tex",5,"BannerCondition#503",0,0,0,3246,"クリスタルコンフリクト：勇者S6"
113,"ui/icon/192000/192454.tex","ui/icon/082000/082093.tex",5,"BannerCondition#504",0,0,0,3247,"クリスタルコンフリクト：入賞者S6"
114,"ui/icon/192000/192460.tex","ui/icon/082000/082093.tex",5,"BannerCondition#505",0,0,0,3248,"クリスタルコンフリクト：クリスタルS6"
115,"ui/icon/192000/192459.tex","ui/icon/082000/082093.tex",5,"BannerCondition#506",0,0,0,3249,"クリスタルコンフリクト：ダイヤモンドS6"
116,"ui/icon/192000/192458.tex","ui/icon/082000/082093.tex",5,"BannerCondition#507",0,0,0,3250,"クリスタルコンフリクト：プラチナS6"
117,"ui/icon/192000/192457.tex","ui/icon/082000/082093.tex",5,"BannerCondition#508",0,0,0,3251,"クリスタルコンフリクト：ゴールドS6"
118,"ui/icon/192000/192456.tex","ui/icon/082000/082093.tex",5,"BannerCondition#509",0,0,0,3252,"クリスタルコンフリクト：シルバーS6"
119,"ui/icon/192000/192455.tex","ui/icon/082000/082093.tex",5,"BannerCondition#510",0,0,0,3253,"クリスタルコンフリクト：ブロンズS6"
120,"ui/icon/192000/192461.tex","ui/icon/082000/082093.tex",5,"BannerCondition#511",0,0,0,3254,"クリスタルコンフリクト：王者S7"
121,"ui/icon/192000/192462.tex","ui/icon/082000/082093.tex",5,"BannerCondition#512",0,0,0,3255,"クリスタルコンフリクト：勇者S7"
122,"ui/icon/192000/192463.tex","ui/icon/082000/082093.tex",5,"BannerCondition#513",0,0,0,3256,"クリスタルコンフリクト：入賞者S7"
123,"ui/icon/192000/192469.tex","ui/icon/082000/082093.tex",5,"BannerCondition#514",0,0,0,3257,"クリスタルコンフリクト：クリスタルS7"
124,"ui/icon/192000/192468.tex","ui/icon/082000/082093.tex",5,"BannerCondition#515",0,0,0,3258,"クリスタルコンフリクト：ダイヤモンドS7"
125,"ui/icon/192000/192467.tex","ui/icon/082000/082093.tex",5,"BannerCondition#516",0,0,0,3259,"クリスタルコンフリクト：プラチナS7"
126,"ui/icon/192000/192466.tex","ui/icon/082000/082093.tex",5,"BannerCondition#517",0,0,0,3260,"クリスタルコンフリクト：ゴールドS7"
127,"ui/icon/192000/192465.tex","ui/icon/082000/082093.tex",5,"BannerCondition#518",0,0,0,3261,"クリスタルコンフリクト：シルバーS7"
128,"ui/icon/192000/192464.tex","ui/icon/082000/082093.tex",5,"BannerCondition#519",0,0,0,3262,"クリスタルコンフリクト：ブロンズS7"
129,"ui/icon/192000/192470.tex","ui/icon/082000/082093.tex",10,"BannerCondition#520",0,0,0,3006,"東方鬼面"
130,"ui/icon/192000/192471.tex","ui/icon/082000/082093.tex",10,"BannerCondition#521",0,0,0,3007,"東方翁面"
131,"ui/icon/192000/192960.tex","ui/icon/082000/082093.tex",3,"BannerCondition#524",0,0,0,2308,"友好部族クエスト：コウジン族"
132,"ui/icon/192000/192959.tex","ui/icon/082000/082093.tex",3,"BannerCondition#525",0,0,0,2309,"友好部族クエスト：アナンタ族"
133,"ui/icon/192000/192961.tex","ui/icon/082000/082093.tex",3,"BannerCondition#526",0,0,0,2310,"友好部族クエスト：ナマズオ族"
134,"ui/icon/192000/192320.tex","ui/icon/082000/082093.tex",2,"BannerCondition#522",0,0,0,2171,"青魔道士"
135,"ui/icon/192000/192715.tex","ui/icon/082000/082093.tex",7,"BannerCondition#523",0,0,0,3950,"10周年記念"
136,"ui/icon/192000/192716.tex","ui/icon/082000/082093.tex",4,"BannerCondition#528",0,0,0,2401,"ヴァリアントダンジョン：六根山"
137,"ui/icon/192000/192717.tex","ui/icon/082000/082093.tex",8,"BannerCondition#529",0,0,0,2343,"世界を釣る者"
138,"ui/icon/192000/192718.tex","ui/icon/082000/082093.tex",8,"BannerCondition#530",0,0,0,2344,"太公望への道"
139,"ui/icon/192000/192719.tex","ui/icon/082000/082093.tex",8,"BannerCondition#531",0,0,0,2350,"月下の雀士"
140,"ui/icon/192000/192490.tex","ui/icon/082000/082093.tex",10,"BannerCondition#578",0,0,0,3008,"パライストラ"
141,"ui/icon/192000/192491.tex","ui/icon/082000/082093.tex",10,"BannerCondition#579",0,0,0,3009,"クラウドナイン"
142,"ui/icon/192000/192472.tex","ui/icon/082000/082093.tex",5,"BannerCondition#580",0,0,0,3263,"クリスタルコンフリクト：王者S8"
143,"ui/icon/192000/192473.tex","ui/icon/082000/082093.tex",5,"BannerCondition#581",0,0,0,3264,"クリスタルコンフリクト：勇者S8"
144,"ui/icon/192000/192474.tex","ui/icon/082000/082093.tex",5,"BannerCondition#582",0,0,0,3265,"クリスタルコンフリクト：入賞者S8"
145,"ui/icon/192000/192480.tex","ui/icon/082000/082093.tex",5,"BannerCondition#583",0,0,0,3266,"クリスタルコンフリクト：クリスタルS8"
146,"ui/icon/192000/192479.tex","ui/icon/082000/082093.tex",5,"BannerCondition#584",0,0,0,3267,"クリスタルコンフリクト：ダイヤモンドS8"
147,"ui/icon/192000/192478.tex","ui/icon/082000/082093.tex",5,"BannerCondition#585",0,0,0,3268,"クリスタルコンフリクト：プラチナS8"
148,"ui/icon/192000/192477.tex","ui/icon/082000/082093.tex",5,"BannerCondition#586",0,0,0,3269,"クリスタルコンフリクト：ゴールドS8"
149,"ui/icon/192000/192476.tex","ui/icon/082000/082093.tex",5,"BannerCondition#587",0,0,0,3270,"クリスタルコンフリクト：シルバーS8"
150,"ui/icon/192000/192475.tex","ui/icon/082000/082093.tex",5,"BannerCondition#588",0,0,0,3271,"クリスタルコンフリクト：ブロンズS8"
151,"ui/icon/192000/192481.tex","ui/icon/082000/082093.tex",5,"BannerCondition#589",0,0,0,3272,"クリスタルコンフリクト：王者S9"
152,"ui/icon/192000/192482.tex","ui/icon/082000/082093.tex",5,"BannerCondition#590",0,0,0,3273,"クリスタルコンフリクト：勇者S9"
153,"ui/icon/192000/192483.tex","ui/icon/082000/082093.tex",5,"BannerCondition#591",0,0,0,3274,"クリスタルコンフリクト：入賞者S9"
154,"ui/icon/192000/192489.tex","ui/icon/082000/082093.tex",5,"BannerCondition#592",0,0,0,3275,"クリスタルコンフリクト：クリスタルS9"
155,"ui/icon/192000/192488.tex","ui/icon/082000/082093.tex",5,"BannerCondition#593",0,0,0,3276,"クリスタルコンフリクト：ダイヤモンドS9"
156,"ui/icon/192000/192487.tex","ui/icon/082000/082093.tex",5,"BannerCondition#594",0,0,0,3277,"クリスタルコンフリクト：プラチナS9"
157,"ui/icon/192000/192486.tex","ui/icon/082000/082093.tex",5,"BannerCondition#595",0,0,0,3278,"クリスタルコンフリクト：ゴールドS9"
158,"ui/icon/192000/192485.tex","ui/icon/082000/082093.tex",5,"BannerCondition#596",0,0,0,3279,"クリスタルコンフリクト：シルバーS9"
159,"ui/icon/192000/192484.tex","ui/icon/082000/082093.tex",5,"BannerCondition#597",0,0,0,3280,"クリスタルコンフリクト：ブロンズS9"
160,"ui/icon/192000/192492.tex","ui/icon/082000/082093.tex",5,"BannerCondition#598",0,0,0,3281,"クリスタルコンフリクト：王者S10"
161,"ui/icon/192000/192493.tex","ui/icon/082000/082093.tex",5,"BannerCondition#599",0,0,0,3282,"クリスタルコンフリクト：勇者S10"
162,"ui/icon/192000/192494.tex","ui/icon/082000/082093.tex",5,"BannerCondition#600",0,0,0,3283,"クリスタルコンフリクト：入賞者S10"
163,"ui/icon/192000/192500.tex","ui/icon/082000/082093.tex",5,"BannerCondition#601",0,0,0,3284,"クリスタルコンフリクト：クリスタルS10"
164,"ui/icon/192000/192499.tex","ui/icon/082000/082093.tex",5,"BannerCondition#602",0,0,0,3285,"クリスタルコンフリクト：ダイヤモンドS10"
165,"ui/icon/192000/192498.tex","ui/icon/082000/082093.tex",5,"BannerCondition#603",0,0,0,3286,"クリスタルコンフリクト：プラチナS10"
166,"ui/icon/192000/192497.tex","ui/icon/082000/082093.tex",5,"BannerCondition#604",0,0,0,3287,"クリスタルコンフリクト：ゴールドS10"
167,"ui/icon/192000/192496.tex","ui/icon/082000/082093.tex",5,"BannerCondition#605",0,0,0,3288,"クリスタルコンフリクト：シルバーS10"
168,"ui/icon/192000/192495.tex","ui/icon/082000/082093.tex",5,"BannerCondition#606",0,0,0,3289,"クリスタルコンフリクト：ブロンズS10"
169,"ui/icon/192000/192956.tex","ui/icon/082000/082093.tex",3,"BannerCondition#567",0,0,0,2305,"友好部族クエスト：バヌバヌ族"
170,"ui/icon/192000/192957.tex","ui/icon/082000/082093.tex",3,"BannerCondition#568",0,0,0,2306,"友好部族クエスト：グナース族"
171,"ui/icon/192000/192958.tex","ui/icon/082000/082093.tex",3,"BannerCondition#569",0,0,0,2307,"友好部族クエスト：モーグリ族"
172,"ui/icon/192000/192722.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2252,"ミソロジー・オブ・エオルゼア：ハルオーネ"
173,"ui/icon/192000/192723.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2253,"ミソロジー・オブ・エオルゼア：メネフィナ"
174,"ui/icon/192000/192724.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2254,"ミソロジー・オブ・エオルゼア：サリャク"
175,"ui/icon/192000/192725.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2255,"ミソロジー・オブ・エオルゼア：ニメーヤ"
176,"ui/icon/192000/192726.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2256,"ミソロジー・オブ・エオルゼア：リムレーン"
177,"ui/icon/192000/192727.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2257,"ミソロジー・オブ・エオルゼア：オシュオン"
178,"ui/icon/192000/192728.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2258,"ミソロジー・オブ・エオルゼア：ビエルゴ"
179,"ui/icon/192000/192729.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2259,"ミソロジー・オブ・エオルゼア：ラールガー"
180,"ui/icon/192000/192730.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2260,"ミソロジー・オブ・エオルゼア：アーゼマ"
181,"ui/icon/192000/192731.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2261,"ミソロジー・オブ・エオルゼア：ナルザル"
182,"ui/icon/192000/192732.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2262,"ミソロジー・オブ・エオルゼア：ノフィカ"
183,"ui/icon/192000/192733.tex","ui/icon/082000/082093.tex",3,"BannerCondition#572",0,0,0,2263,"ミソロジー・オブ・エオルゼア：アルジク"
184,"ui/icon/192000/192734.tex","ui/icon/082000/082093.tex",4,"BannerCondition#574",0,0,0,2402,"ヴァリアントダンジョン：アロアロ島"
185,"ui/icon/192000/192720.tex","ui/icon/082000/082093.tex",8,"BannerCondition#570",0,0,0,2351,"クロの空想帳"
186,"ui/icon/192000/192721.tex","ui/icon/082000/082093.tex",8,"BannerCondition#571",0,0,0,2352,"ソーチョーの幻想盤"
187,"ui/icon/192000/192735.tex","ui/icon/082000/082093.tex",7,"BannerCondition#575",0,0,0,3951,"ブランダーヴィル1"
188,"ui/icon/192000/192736.tex","ui/icon/082000/082093.tex",7,"BannerCondition#576",0,0,0,3952,"ブランダーヴィル2"
189,"ui/icon/192000/192737.tex","ui/icon/082000/082093.tex",7,"BannerCondition#577",0,0,0,3953,"ブランダーヴィル3"
190,"ui/icon/192000/192738.tex","ui/icon/082000/082093.tex",7,"BannerCondition#607",0,0,0,3954,"妖怪ウォッチ ぷにぷに"
191,"ui/icon/192000/192321.tex","ui/icon/082000/082093.tex",2,"BannerCondition#681",0,0,0,2163,"ヴァイパー"
192,"ui/icon/192000/192322.tex","ui/icon/082000/082093.tex",2,"BannerCondition#682",0,0,0,2170,"ピクトマンサー"
193,"ui/icon/192000/192501.tex","ui/icon/082000/082093.tex",10,"BannerCondition#683",0,0,0,3010,"ヴォルカニックハート"
194,"ui/icon/192000/192502.tex","ui/icon/082000/082093.tex",10,"BannerCondition#684",0,0,0,3011,"東方絡繰御殿"
195,"ui/icon/192000/192503.tex","ui/icon/082000/082093.tex",5,"BannerCondition#685",0,0,0,3290,"クリスタルコンフリクト：王者S11"
