key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
42,398720,3,200014,0,"ローズカラースペクタクルズ:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","ローズカラースペクタクルズ:グレー"
43,464256,3,200021,0,"ローズカラースペクタクルズ:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","ローズカラースペクタクルズ:レッド"
44,529792,3,200020,0,"ローズカラースペクタクルズ:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","ローズカラースペクタクルズ:ブルー"
45,595328,3,200024,0,"ローズカラースペクタクルズ:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","ローズカラースペクタクルズ:グリーン"
46,660864,3,200015,0,"ローズカラースペクタクルズ:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","ローズカラースペクタクルズ:ブラス"
47,726400,3,200019,0,"ローズカラースペクタクルズ:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","ローズカラースペクタクルズ:パープル"
48,791936,3,200022,0,"ローズカラースペクタクルズ:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","ローズカラースペクタクルズ:ブラウン"
49,71041,4,200001,0,"ベーシックスペクタクルズ",0,"",0,0,1,0,0,"カラー：プレーンのフェイスアクセサリー","ベーシックスペクタクルズ"
50,136577,4,200005,0,"ベーシックスペクタクルズ:シルバー",0,"",0,0,1,0,0,"カラー：シルバーのフェイスアクセサリー","ベーシックスペクタクルズ:シルバー"
51,202113,4,200004,0,"ベーシックスペクタクルズ:ゴールド",0,"",0,0,1,0,0,"カラー：ゴールドのフェイスアクセサリー","ベーシックスペクタクルズ:ゴールド"
52,267649,4,200006,0,"ベーシックスペクタクルズ:ブラック",0,"",0,0,1,0,0,"カラー：ブラックのフェイスアクセサリー","ベーシックスペクタクルズ:ブラック"
53,333185,4,200011,0,"ベーシックスペクタクルズ:ホワイト",0,"",0,0,1,0,0,"カラー：ホワイトのフェイスアクセサリー","ベーシックスペクタクルズ:ホワイト"
54,398721,4,200002,0,"ベーシックスペクタクルズ:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","ベーシックスペクタクルズ:グレー"
55,464257,4,200009,0,"ベーシックスペクタクルズ:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","ベーシックスペクタクルズ:レッド"
56,529793,4,200008,0,"ベーシックスペクタクルズ:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","ベーシックスペクタクルズ:ブルー"
57,595329,4,200012,0,"ベーシックスペクタクルズ:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","ベーシックスペクタクルズ:グリーン"
58,660865,4,200003,0,"ベーシックスペクタクルズ:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","ベーシックスペクタクルズ:ブラス"
59,726401,4,200007,0,"ベーシックスペクタクルズ:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","ベーシックスペクタクルズ:パープル"
60,791937,4,200010,0,"ベーシックスペクタクルズ:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","ベーシックスペクタクルズ:ブラウン"
61,71042,5,200025,0,"モノクル",0,"",0,0,1,0,0,"カラー：プレーンのフェイスアクセサリー","モノクル"
62,136578,5,200029,0,"モノクル:シルバー",0,"",0,0,1,0,0,"カラー：シルバーのフェイスアクセサリー","モノクル:シルバー"
63,202114,5,200028,0,"モノクル:ゴールド",0,"",0,0,1,0,0,"カラー：ゴールドのフェイスアクセサリー","モノクル:ゴールド"
64,267650,5,200030,0,"モノクル:ブラック",0,"",0,0,1,0,0,"カラー：ブラックのフェイスアクセサリー","モノクル:ブラック"
65,333186,5,200035,0,"モノクル:ホワイト",0,"",0,0,1,0,0,"カラー：ホワイトのフェイスアクセサリー","モノクル:ホワイト"
66,398722,5,200026,0,"モノクル:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","モノクル:グレー"
67,464258,5,200033,0,"モノクル:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","モノクル:レッド"
68,529794,5,200032,0,"モノクル:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","モノクル:ブルー"
69,595330,5,200036,0,"モノクル:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","モノクル:グリーン"
70,660866,5,200027,0,"モノクル:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","モノクル:ブラス"
71,726402,5,200031,0,"モノクル:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","モノクル:パープル"
72,791938,5,200034,0,"モノクル:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","モノクル:ブラウン"
73,71043,6,200037,0,"モダンパンスネ",0,"",0,0,1,0,0,"カラー：プレーンのフェイスアクセサリー","モダンパンスネ"
74,136579,6,200041,0,"モダンパンスネ:シルバー",0,"",0,0,1,0,0,"カラー：シルバーのフェイスアクセサリー","モダンパンスネ:シルバー"
75,202115,6,200040,0,"モダンパンスネ:ゴールド",0,"",0,0,1,0,0,"カラー：ゴールドのフェイスアクセサリー","モダンパンスネ:ゴールド"
76,267651,6,200042,0,"モダンパンスネ:ブラック",0,"",0,0,1,0,0,"カラー：ブラックのフェイスアクセサリー","モダンパンスネ:ブラック"
77,333187,6,200047,0,"モダンパンスネ:ホワイト",0,"",0,0,1,0,0,"カラー：ホワイトのフェイスアクセサリー","モダンパンスネ:ホワイト"
78,398723,6,200038,0,"モダンパンスネ:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","モダンパンスネ:グレー"
79,464259,6,200045,0,"モダンパンスネ:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","モダンパンスネ:レッド"
80,529795,6,200044,0,"モダンパンスネ:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","モダンパンスネ:ブルー"
81,595331,6,200048,0,"モダンパンスネ:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","モダンパンスネ:グリーン"
82,660867,6,200039,0,"モダンパンスネ:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","モダンパンスネ:ブラス"
83,726403,6,200043,0,"モダンパンスネ:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","モダンパンスネ:パープル"
84,791939,6,200046,0,"モダンパンスネ:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","モダンパンスネ:ブラウン"
85,71044,7,200097,0,"リムレスグラス",0,"",0,0,1,0,0,"カラー：プレーンのフェイスアクセサリー","リムレスグラス"
86,136580,7,200101,0,"リムレスグラス:シルバー",0,"",0,0,1,0,0,"カラー：シルバーのフェイスアクセサリー","リムレスグラス:シルバー"
87,202116,7,200100,0,"リムレスグラス:ゴールド",0,"",0,0,1,0,0,"カラー：ゴールドのフェイスアクセサリー","リムレスグラス:ゴールド"
88,267652,7,200102,0,"リムレスグラス:ブラック",0,"",0,0,1,0,0,"カラー：ブラックのフェイスアクセサリー","リムレスグラス:ブラック"
89,333188,7,200107,0,"リムレスグラス:ホワイト",0,"",0,0,1,0,0,"カラー：ホワイトのフェイスアクセサリー","リムレスグラス:ホワイト"
90,398724,7,200098,0,"リムレスグラス:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","リムレスグラス:グレー"
91,464260,7,200105,0,"リムレスグラス:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","リムレスグラス:レッド"
92,529796,7,200104,0,"リムレスグラス:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","リムレスグラス:ブルー"
93,595332,7,200108,0,"リムレスグラス:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","リムレスグラス:グリーン"
94,660868,7,200099,0,"リムレスグラス:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","リムレスグラス:ブラス"
95,726404,7,200103,0,"リムレスグラス:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","リムレスグラス:パープル"
96,791940,7,200106,0,"リムレスグラス:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","リムレスグラス:ブラウン"
97,71045,8,200109,0,"ボールドリムグラス",0,"",0,0,1,0,0,"カラー：プレーンのフェイスアクセサリー","ボールドリムグラス"
98,136581,8,200113,0,"ボールドリムグラス:シルバー",0,"",0,0,1,0,0,"カラー：シルバーのフェイスアクセサリー","ボールドリムグラス:シルバー"
99,202117,8,200112,0,"ボールドリムグラス:ゴールド",0,"",0,0,1,0,0,"カラー：ゴールドのフェイスアクセサリー","ボールドリムグラス:ゴールド"
100,267653,8,200114,0,"ボールドリムグラス:ブラック",0,"",0,0,1,0,0,"カラー：ブラックのフェイスアクセサリー","ボールドリムグラス:ブラック"
101,333189,8,200119,0,"ボールドリムグラス:ホワイト",0,"",0,0,1,0,0,"カラー：ホワイトのフェイスアクセサリー","ボールドリムグラス:ホワイト"
102,398725,8,200110,0,"ボールドリムグラス:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","ボールドリムグラス:グレー"
103,464261,8,200117,0,"ボールドリムグラス:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","ボールドリムグラス:レッド"
104,529797,8,200116,0,"ボールドリムグラス:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","ボールドリムグラス:ブルー"
105,595333,8,200120,0,"ボールドリムグラス:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","ボールドリムグラス:グリーン"
106,660869,8,200111,0,"ボールドリムグラス:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","ボールドリムグラス:ブラス"
107,726405,8,200115,0,"ボールドリムグラス:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","ボールドリムグラス:パープル"
108,791941,8,200118,0,"ボールドリムグラス:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","ボールドリムグラス:ブラウン"
109,71046,9,200073,0,"ミンストレルグラス",0,"",0,0,1,0,0,"カラー：プレーンのフェイスアクセサリー","ミンストレルグラス"
110,136582,9,200077,0,"ミンストレルグラス:シルバー",0,"",0,0,1,0,0,"カラー：シルバーのフェイスアクセサリー","ミンストレルグラス:シルバー"
111,202118,9,200076,0,"ミンストレルグラス:ゴールド",0,"",0,0,1,0,0,"カラー：ゴールドのフェイスアクセサリー","ミンストレルグラス:ゴールド"
112,267654,9,200078,0,"ミンストレルグラス:ブラック",0,"",0,0,1,0,0,"カラー：ブラックのフェイスアクセサリー","ミンストレルグラス:ブラック"
113,333190,9,200083,0,"ミンストレルグラス:ホワイト",0,"",0,0,1,0,0,"カラー：ホワイトのフェイスアクセサリー","ミンストレルグラス:ホワイト"
114,398726,9,200074,0,"ミンストレルグラス:グレー",0,"",0,0,1,0,0,"カラー：グレーのフェイスアクセサリー","ミンストレルグラス:グレー"
115,464262,9,200081,0,"ミンストレルグラス:レッド",0,"",0,0,1,0,0,"カラー：レッドのフェイスアクセサリー","ミンストレルグラス:レッド"
116,529798,9,200080,0,"ミンストレルグラス:ブルー",0,"",0,0,1,0,0,"カラー：ブルーのフェイスアクセサリー","ミンストレルグラス:ブルー"
117,595334,9,200084,0,"ミンストレルグラス:グリーン",0,"",0,0,1,0,0,"カラー：グリーンのフェイスアクセサリー","ミンストレルグラス:グリーン"
118,660870,9,200075,0,"ミンストレルグラス:ブラス",0,"",0,0,1,0,0,"カラー：ブラスのフェイスアクセサリー","ミンストレルグラス:ブラス"
119,726406,9,200079,0,"ミンストレルグラス:パープル",0,"",0,0,1,0,0,"カラー：パープルのフェイスアクセサリー","ミンストレルグラス:パープル"
120,791942,9,200082,0,"ミンストレルグラス:ブラウン",0,"",0,0,1,0,0,"カラー：ブラウンのフェイスアクセサリー","ミンストレルグラス:ブラウン"
