key,0,1,2,3,4,5,6,7,8,9,10
74,230640,1,3,14,10,0,0,True,True,True,"表情：破顔"
75,230641,1,3,15,10,0,0,True,True,True,"表情：熟考"
76,0,0,0,0,0,0,0,False,False,False,""
77,0,0,0,0,0,0,0,False,False,False,""
78,0,0,0,0,0,0,0,False,False,False,""
79,0,0,0,0,0,0,0,False,False,False,""
80,0,0,0,0,0,0,0,False,False,False,""
81,0,0,0,0,0,0,0,False,False,False,""
82,0,0,0,0,0,0,0,False,False,False,""
83,0,0,0,0,0,0,0,False,False,False,""
84,0,0,0,0,0,0,0,False,False,False,""
85,0,0,0,0,0,0,0,False,False,False,""
86,0,0,0,0,0,0,0,False,False,False,""
87,0,0,0,0,0,0,0,False,False,False,""
88,0,0,0,0,0,0,0,False,False,False,""
89,0,0,0,0,0,0,0,False,False,False,""
90,230401,1,7,1,10,0,0,True,False,False,"記号：感嘆符"
91,230402,1,7,2,10,0,0,True,False,False,"記号：疑問符"
92,230403,1,7,3,10,0,0,True,False,False,"記号：感嘆疑問符"
93,230404,1,7,4,10,0,0,True,False,False,"記号：疑問感嘆符"
94,230405,1,7,5,10,0,0,True,False,False,"記号：三点リーダー"
95,0,0,0,0,0,0,0,False,False,False,""
96,0,0,0,0,0,0,0,False,False,False,""
97,0,0,0,0,0,0,0,False,False,False,""
98,0,0,0,0,0,0,0,False,False,False,""
99,0,0,0,0,0,0,0,False,False,False,""
100,230791,2,10,204,1,70501,0,True,False,False,"Next Opponent!：1"
101,230792,2,10,205,1,70830,0,True,False,False,"Next Opponent!：2"
102,128404,2,10,206,1,70830,0,False,False,False,"Perfect Groove"
103,180186,2,29,207,1,70910,0,False,False,False,"Monster Hunter Wilds：Quest Accepted"
104,180187,2,29,208,1,70910,0,False,False,False,"Monster Hunter Wilds：Quest Start"
105,180188,2,29,209,1,70910,0,False,False,False,"Monster Hunter Wilds：Quest Cleared"
106,0,0,0,0,0,0,0,False,False,False,""
107,0,0,0,0,0,0,0,False,False,False,""
108,0,0,0,0,0,0,0,False,False,False,""
109,0,0,0,0,0,0,0,False,False,False,""
110,230101,1,2,1,10,0,0,True,True,True,"吹き出し：標準"
111,230102,1,2,2,10,0,0,True,True,True,"吹き出し：思惑"
112,230103,1,2,3,10,0,0,True,True,True,"吹き出し：びっくり"
113,0,0,0,0,0,0,0,False,False,False,""
114,0,0,0,0,0,0,0,False,False,False,""
115,0,0,0,0,0,0,0,False,False,False,""
116,0,0,0,0,0,0,0,False,False,False,""
117,230131,0,28,1,10,0,0,True,False,False,"バースデー：0"
118,230132,0,28,2,10,0,0,True,False,False,"バースデー：1"
119,230133,0,28,3,10,0,0,True,False,False,"バースデー：2"
120,230134,0,28,4,10,0,0,True,False,False,"バースデー：3"
121,230135,0,28,5,10,0,0,True,False,False,"バースデー：4"
122,230136,0,28,6,10,0,0,True,False,False,"バースデー：5"
123,230137,0,28,7,10,0,0,True,False,False,"バースデー：6"
124,230138,0,28,8,10,0,0,True,False,False,"バースデー：7"
125,230139,0,28,9,10,0,0,True,False,False,"バースデー：8"
126,230140,0,28,10,10,0,0,True,False,False,"バースデー：9"
127,230141,0,28,11,10,0,0,True,True,True,"バースデー：モーグリ"
128,230142,0,28,12,10,0,0,True,True,True,"バースデー：クラウン"
129,230143,0,28,13,10,0,0,True,True,True,"バースデー：バルーン"
130,230201,1,9,2,10,0,0,True,True,True,"装飾：キラキラ1"
131,230202,1,9,43,10,0,0,True,True,True,"装飾：ハート"
132,230203,1,9,21,10,0,0,True,True,True,"装飾：フレア"
133,230204,1,9,61,10,0,0,True,True,True,"装飾：足あと"
134,230301,1,9,1,10,0,0,True,True,True,"装飾：キラキラ1"
135,230302,1,9,110,10,0,0,True,True,True,"装飾：サングラス"
136,230303,1,9,42,10,0,0,True,True,True,"装飾：ハート"
137,230304,1,9,20,10,0,0,True,True,True,"装飾：フレア"
138,230305,1,9,111,10,0,0,True,True,True,"装飾：口紅"
139,230306,1,9,60,10,0,0,True,True,True,"装飾：足あと"
140,230307,1,9,100,10,0,0,True,True,True,"装飾：矢印"
141,230210,1,9,31,10,0,0,True,True,True,"装飾：三角形"
142,230211,1,9,33,10,0,0,True,True,True,"装飾：四角形"
143,230209,1,9,35,10,0,0,True,True,True,"装飾：五角形"
144,230205,1,9,45,10,0,0,True,True,True,"装飾：フラワー"
145,230208,1,9,41,10,0,0,True,True,True,"装飾：丸ボケ"
146,230206,1,9,51,10,0,0,True,True,True,"装飾：音符1"
147,230207,1,9,52,10,0,0,True,True,True,"装飾：音符2"
148,230309,1,9,50,10,0,0,True,True,True,"装飾：音符"
149,230312,1,9,30,10,0,0,True,True,True,"装飾：三角形"
150,230313,1,9,32,10,0,0,True,True,True,"装飾：四角形"
151,230311,1,9,34,10,0,0,True,True,True,"装飾：五角形"
152,230308,1,9,44,10,0,0,True,True,True,"装飾：フラワー"
153,230310,1,9,40,10,0,0,True,True,True,"装飾：丸ボケ"
154,230314,1,9,3,10,0,0,True,True,True,"装飾：キラキラ2"
155,230212,1,9,4,10,0,0,True,True,True,"装飾：キラキラ2"
156,230315,1,9,5,10,0,0,True,True,True,"装飾：キラキラ3"
157,230213,1,9,6,10,0,0,True,True,True,"装飾：キラキラ3"
158,230316,1,9,7,10,0,0,True,True,True,"装飾：キラキラ4"
159,230214,1,9,8,10,0,0,True,True,True,"装飾：キラキラ4"
160,230215,1,9,53,10,0,0,True,True,True,"装飾：スター"
161,230317,1,9,90,10,0,0,True,True,True,"装飾：紙吹雪"
162,0,0,0,0,0,0,0,False,False,False,""
163,0,0,0,0,0,0,0,False,False,False,""
164,0,0,0,0,0,0,0,False,False,False,""
165,0,0,0,0,0,0,0,False,False,False,""
166,0,0,0,0,0,0,0,False,False,False,""
167,0,0,0,0,0,0,0,False,False,False,""
168,0,0,0,0,0,0,0,False,False,False,""
169,0,0,0,0,0,0,0,False,False,False,""
170,230501,1,8,1,10,0,0,True,True,True,"調理品：ミコッテ風山の幸串焼"
171,230502,1,8,2,10,0,0,True,True,True,"調理品：アンテロープステーキ"
172,230503,1,8,3,10,0,0,True,True,True,"調理品：ドードーオムレツ"
173,230504,1,8,4,10,0,0,True,True,True,"調理品：フライドエッグ"
174,230505,1,8,5,10,0,0,True,True,True,"調理品：グリルドトラウト"
175,230506,1,8,6,10,0,0,True,True,True,"調理品：ミコッテ風海の幸串焼"
176,230507,1,8,7,10,0,0,True,True,True,"調理品：パースニップサラダ"
177,230508,1,8,8,10,0,0,True,True,True,"調理品：ミコッテ風森の幸串焼"
178,230509,1,8,9,10,0,0,True,True,True,"調理品：フラットブレッド"
179,230510,1,8,10,10,0,0,True,True,True,"調理品：プレッツェル"
180,230511,1,8,11,10,0,0,True,True,True,"調理品：ナイツブレッド"
181,230512,1,8,12,10,0,0,True,True,True,"調理品：ビスマルク風エッグサンド"
182,230513,1,8,13,10,0,0,True,True,True,"調理品：アップルタルト"
183,230514,1,8,14,10,0,0,True,True,True,"調理品：ピースープ"
184,230515,1,8,15,10,0,0,True,True,True,"調理品：ジンジャークッキー"
185,230516,1,8,16,10,0,0,True,True,True,"調理品：ハートチョコ"
186,230517,1,8,17,10,0,0,True,True,True,"調理品：パンプキンクッキー"
187,230518,1,8,18,10,0,0,True,True,True,"調理品：オレンジジュース"
188,230519,1,8,19,10,0,0,True,True,True,"調理品：マルドティー"
189,230520,1,8,20,10,0,0,True,True,True,"調理品：バタードフィッシュ"
190,230521,1,8,21,10,0,0,True,True,True,"調理品：イシュガルドマフィン"
191,230522,1,8,22,10,0,0,True,True,True,"調理品：バゲット"
192,0,0,0,0,0,0,0,False,False,False,""
193,0,0,0,0,0,0,0,False,False,False,""
194,0,0,0,0,0,0,0,False,False,False,""
195,0,0,0,0,0,0,0,False,False,False,""
196,0,0,0,0,0,0,0,False,False,False,""
197,0,0,0,0,0,0,0,False,False,False,""
198,0,0,0,0,0,0,0,False,False,False,""
199,0,0,0,0,0,0,0,False,False,False,""
200,230318,1,30,1,1,70789,0,True,True,True,"コスモエクスプローラー：音符"
201,230319,1,30,2,1,70789,0,True,True,True,"コスモエクスプローラー：スター"
202,230320,1,30,3,1,70789,0,True,True,True,"コスモエクスプローラー：メガネ"
203,230321,1,30,4,1,70789,0,True,True,True,"コスモエクスプローラー：プディング"
204,230322,1,30,5,1,70789,0,True,True,True,"コスモエクスプローラー：惑星"
205,230323,1,30,6,1,70789,0,True,True,True,"コスモエクスプローラー：キャロット"
206,230324,1,30,7,1,70789,0,True,True,True,"コスモエクスプローラー：ハート"
207,230325,1,30,8,1,70789,0,True,True,True,"コスモエクスプローラー：レポリット"
208,230326,1,30,9,1,70789,0,True,True,True,"コスモエクスプローラー：ドット・レポリット"
209,0,0,0,0,0,0,0,False,False,False,""
210,0,0,0,0,0,0,0,False,False,False,""
211,0,0,0,0,0,0,0,False,False,False,""
212,0,0,0,0,0,0,0,False,False,False,""
213,0,0,0,0,0,0,0,False,False,False,""
214,0,0,0,0,0,0,0,False,False,False,""
215,0,0,0,0,0,0,0,False,False,False,""
216,0,0,0,0,0,0,0,False,False,False,""
217,234899,1,1,1306,6,499,0,True,True,True,"ミニオン：ジェリービーンズ・ピンク"
218,234900,1,1,1307,6,500,0,True,True,True,"ミニオン：ペグウィン"
219,234898,1,1,1301,6,498,0,True,True,True,"ミニオン：トルガル・パピー"
220,234633,1,1,1075,6,233,0,True,True,True,"ミニオン：マメット・ニーズヘッグ"
221,234401,1,1,1200,10,0,0,True,True,True,"ミニオン：マメット001"
222,234402,1,1,1,10,0,0,True,True,True,"ミニオン：チョコチョコボ"
223,234403,1,1,100,10,0,0,True,True,True,"ミニオン：タイニーボム"
224,234405,1,1,101,10,0,0,True,True,True,"ミニオン：ベビーモス"
225,234412,1,1,102,10,0,0,True,True,True,"ミニオン：モルボルバルブ"
226,234424,1,1,111,10,0,0,True,True,True,"ミニオン：ダストバニー"
227,234429,1,1,112,10,0,0,True,True,True,"ミニオン：ミニテンダー"
228,234430,1,1,113,10,0,0,True,True,True,"ミニオン：スモールシェル"
229,234436,1,1,125,10,0,0,True,True,True,"ミニオン：グゥーブー・スプラウト"
230,234439,1,1,126,10,0,0,True,True,True,"ミニオン：デモンズブロック"
231,234444,1,1,1215,10,0,0,True,True,True,"ミニオン：マメット・カーソル"
232,234446,1,1,700,10,0,0,True,True,True,"ミニオン：マメット・キキルン"
233,234450,1,1,114,10,0,0,True,True,True,"ミニオン：ウルフ・パップ"
234,234452,1,1,106,10,0,0,True,True,True,"ミニオン：タイニークァール"
235,234453,1,1,109,10,0,0,True,True,True,"ミニオン：マメット・トンベリ"
236,234471,1,1,1216,10,0,0,True,True,True,"ミニオン：マメット・ブルーム"
237,234472,1,1,3,10,0,0,True,True,True,"ミニオン：マメット・モーグリ"
238,234487,1,1,401,10,0,0,True,True,True,"ミニオン：ナッツイーター"
239,234507,1,1,402,10,0,0,True,True,True,"ミニオン：ファットキャット"
240,234511,1,1,1302,10,0,0,True,True,True,"ミニオン：カッパッパ"
241,234542,1,1,1210,10,0,0,True,True,True,"ミニオン：追従システム"
242,234558,1,1,138,10,0,0,True,True,True,"ミニオン：パイッサ・ブラット"
243,234566,1,1,140,10,0,0,True,True,True,"ミニオン：コロコロポックル"
244,234641,1,1,501,10,0,0,True,True,True,"ミニオン：ウソウソ"
245,234653,1,1,701,10,0,0,True,True,True,"ミニオン：マメット・ナマズオ"
246,234660,1,1,1042,10,0,0,True,True,True,"ミニオン：マメット・クロ"
247,234667,1,1,410,10,0,0,True,True,True,"ミニオン：豆柴"
248,234737,1,1,417,10,0,0,True,True,True,"ミニオン：ロンカの水蛇？"
249,234742,1,1,703,10,0,0,True,True,True,"ミニオン：ジャイアントビーバー"
250,234775,1,1,508,10,0,0,True,True,True,"ミニオン：コマンダー・シャーク"
251,234404,1,1,1202,10,0,0,True,True,True,"ミニオン：マメット・ケットシー"
252,234416,1,1,600,10,0,0,True,True,True,"ミニオン：ブルーバード"
253,234432,1,1,115,10,0,0,True,True,True,"ミニオン：タイニードードー"
254,234435,1,1,124,10,0,0,True,True,True,"ミニオン：タイニーアプカル"
255,234441,1,1,127,10,0,0,True,True,True,"ミニオン：タイニーラム"
256,234442,1,1,116,10,0,0,True,True,True,"ミニオン：ミニマンドラゴラ"
257,234462,1,1,130,10,0,0,True,True,True,"ミニオン：アントーキング・コリブリ"
258,234475,1,1,132,10,0,0,True,True,True,"ミニオン：マメット・サキュバス"
259,234476,1,1,1070,10,0,0,True,True,True,"ミニオン：マメット・ギルガメッシュ"
260,234477,1,1,117,10,0,0,True,True,True,"ミニオン：オニオンプリンス"
261,234478,1,1,118,10,0,0,True,True,True,"ミニオン：エッグナイト"
262,234479,1,1,119,10,0,0,True,True,True,"ミニオン：ガーリックスター"
263,234480,1,1,120,10,0,0,True,True,True,"ミニオン：キングトマト"
264,234481,1,1,121,10,0,0,True,True,True,"ミニオン：マンドラクイーン"
265,234504,1,1,1072,10,0,0,True,True,True,"ミニオン：マメット・オルトロス"
266,234521,1,1,1071,10,0,0,True,True,True,"ミニオン：エンキドゥ"
267,234529,1,1,135,10,0,0,True,True,True,"ミニオン：ミニマムアトモス"
268,234532,1,1,136,10,0,0,True,True,True,"ミニオン：ゲイラキトン"
269,234534,1,1,404,10,0,0,True,True,True,"ミニオン：レッサーパンダ"
270,234564,1,1,604,10,0,0,True,True,True,"ミニオン：プリンスペンギン"
271,234600,1,1,1303,10,0,0,True,True,True,"ミニオン：ポーキー"
272,234616,1,1,154,10,0,0,True,True,True,"ミニオン：うり坊"
273,234647,1,1,605,10,0,0,True,True,True,"ミニオン：タビスズメ"
274,234655,1,1,1205,10,0,0,True,True,True,"ミニオン：マメットキメラ"
275,234719,1,1,155,10,0,0,True,True,True,"ミニオン：コユキンコ"
276,234642,1,1,407,10,0,0,True,True,True,"ミニオン：豆妖狐"
277,234749,1,1,606,10,0,0,True,True,True,"ミニオン：ハシビロコウ"
278,234753,1,1,156,10,0,0,True,True,True,"ミニオン：ポークシー・ビッツ"
279,234787,1,1,421,10,0,0,True,True,True,"ミニオン：サンドフォックス"
280,234796,1,1,510,10,0,0,True,True,True,"ミニオン：モモラ・モラ！！！"
281,234506,1,1,2,10,0,0,True,True,True,"ミニオン：ポチャチョコボ"
282,234451,1,1,128,10,0,0,True,True,True,"ミニオン：ミニスライム"
283,234470,1,1,131,10,0,0,True,True,True,"ミニオン：ベイビーオポオポ"
284,234508,1,1,133,10,0,0,True,True,True,"ミニオン：リトルフット"
285,234563,1,1,139,10,0,0,True,True,True,"ミニオン：シャローアイ"
286,234579,1,1,150,10,0,0,True,True,True,"ミニオン：モルフォ"
287,234580,1,1,151,10,0,0,True,True,True,"ミニオン：ポロ・ロッゴ"
288,234805,1,1,158,10,0,0,True,True,True,"ミニオン：ドリッピー"
289,234646,1,1,409,10,0,0,True,True,True,"ミニオン：ブンブク"
290,234730,1,1,415,10,0,0,True,True,True,"ミニオン：ヘッジホッグ"
291,234862,1,1,429,10,0,0,True,True,True,"ミニオン：モモンガ"
292,234658,1,1,502,10,0,0,True,True,True,"ミニオン：ギード"
293,234672,1,1,503,10,0,0,True,True,True,"ミニオン：ゴマ塩アザラシ"
294,234673,1,1,504,10,0,0,True,True,True,"ミニオン：ウーパールーパー"
295,234740,1,1,506,10,0,0,True,True,True,"ミニオン：タイニーダックビル"
296,234531,1,1,602,10,0,0,True,True,True,"ミニオン：アグリー・ダックリング"
297,234684,1,1,913,10,0,0,True,True,True,"ミニオン：白小虎"
298,234703,1,1,914,10,0,0,True,True,True,"ミニオン：朱孔雀"
299,234727,1,1,916,10,0,0,True,True,True,"ミニオン：青帝"
300,234500,1,1,1000,6,91,0,True,True,True,"ミニオン：マメット・ヤ・シュトラ"
301,234488,1,1,1003,6,98,0,True,True,True,"ミニオン：マメット・ミンフィリア"
302,234489,1,1,1004,6,99,0,True,True,True,"ミニオン：マメット・サンクレッド"
303,234501,1,1,1006,6,107,0,True,True,True,"ミニオン：マメット・イダ"
304,234502,1,1,1008,6,108,0,True,True,True,"ミニオン：マメット・パパリモ"
305,234503,1,1,1009,6,109,0,True,True,True,"ミニオン：マメット・ウリエンジェ"
306,234519,1,1,1013,6,130,0,True,True,True,"ミニオン：マメット・アルフィノ"
307,234520,1,1,1014,6,131,0,True,True,True,"ミニオン：マメット・アリゼー"
308,234526,1,1,1016,6,132,0,True,True,True,"ミニオン：マメット・タタル"
309,234527,1,1,1018,6,133,0,True,True,True,"ミニオン：マメット・シド"
310,234856,1,1,1207,10,0,0,True,True,True,"ミニオン：こねこみみさん"
311,234863,1,1,200,10,0,0,True,True,True,"ミニオン：スポンジシルキー"
312,234848,1,1,430,10,0,0,True,True,True,"ミニオン：チワワン"
313,234784,1,1,137,10,0,0,True,True,True,"ミニオン：もちもちゲイラキャット"
314,234485,1,1,400,10,0,0,True,True,True,"ミニオン：ナナッコ・ベアー"
315,234733,1,1,411,10,0,0,True,True,True,"ミニオン：黒柴"
316,234671,1,1,412,10,0,0,True,True,True,"ミニオン：子コアラ"
317,234716,1,1,414,10,0,0,True,True,True,"ミニオン：カピバラ・パップ"
318,234822,1,1,423,10,0,0,True,True,True,"ミニオン：フラッグ"
319,234867,1,1,431,10,0,0,True,True,True,"ミニオン：コーギー"
320,234771,1,1,607,10,0,0,True,True,True,"ミニオン：シマエナガ"
321,234838,1,1,161,10,0,0,True,True,True,"ミニオン：グリーングリーナー"
322,234844,1,1,800,6,444,0,True,True,True,"ミニオン：マメット・アルカソーダラ"
323,234839,1,1,704,6,439,0,True,True,True,"ミニオン：マメット・グレビュオフ"
324,234872,1,1,705,6,472,0,True,True,True,"ミニオン：ファインディングウェイ"
325,234825,1,1,1211,6,425,0,True,True,True,"ミニオン：オプティマス・オミクロン"
326,234744,1,1,301,6,344,0,True,True,True,"ミニオン：マメット・オメガM"
327,234745,1,1,302,6,345,0,True,True,True,"ミニオン：マメット・オメガF"
328,234705,1,1,300,6,305,0,True,True,True,"ミニオン：プチオメガ"
329,234704,1,1,1077,6,304,0,True,True,True,"ミニオン：マメット・アルファ"
330,234605,1,1,1019,6,192,0,True,True,True,"ミニオン：マメット・クルル"
331,234624,1,1,1021,6,224,0,True,True,True,"ミニオン：マメット・ムーンブリダ"
332,234515,1,1,1022,6,21,0,True,True,True,"ミニオン：マメット・ヒルディ"
333,234499,1,1,1028,6,84,0,True,True,True,"ミニオン：マメット・ナナモ"
334,234568,1,1,1032,6,173,0,True,True,True,"ミニオン：マメット・オルシュファン"
335,234606,1,1,1034,6,193,0,True,True,True,"ミニオン：マメット・アイメリク"
336,234628,1,1,1036,6,228,0,True,True,True,"ミニオン：マメット・エスティニアン"
337,234575,1,1,1033,6,174,0,True,True,True,"ミニオン：マメット・ネロ"
338,234555,1,1,1026,6,71,0,True,True,True,"ミニオン：マメット・ラウバーン"
339,234553,1,1,1025,6,71,0,True,True,True,"ミニオン：マメット・カヌ・エ"
340,234554,1,1,1024,6,71,0,True,True,True,"ミニオン：マメット・メルウィブ"
341,234873,1,1,122,10,0,0,True,True,True,"ミニオン：プライベート・パキポディウム"
342,234886,1,1,433,10,0,0,True,True,True,"ミニオン：忍犬シロマル"
343,234890,1,1,434,10,0,0,True,True,True,"ミニオン：忍犬クロマル"
344,234678,1,1,1217,10,0,0,True,True,True,"ミニオン：ミニモアイ"
345,234851,1,1,304,6,451,0,True,True,True,"ミニオン：マメット・アーゼマ"
346,234874,1,1,305,6,474,0,True,True,True,"ミニオン：マメット・ハルオーネ"
347,234894,1,1,306,6,494,0,True,True,True,"ミニオン：マメット・オシュオン"
348,234419,1,1,108,10,0,0,True,True,True,"ミニオン：グラベルゴーレム"
349,234509,1,1,134,10,0,0,True,True,True,"ミニオン：リトルマミー"
350,234582,1,1,152,10,0,0,True,True,True,"ミニオン：フェンリル・パップ"
351,234761,1,1,157,10,0,0,True,True,True,"ミニオン：プチリャナンシー"
352,234609,1,1,406,10,0,0,True,True,True,"ミニオン：ドワーフラビット"
353,234756,1,1,420,10,0,0,True,True,True,"ミニオン：ミーアキャット"
354,234510,1,1,500,10,0,0,True,True,True,"ミニオン：アサシンフライ"
355,234530,1,1,601,10,0,0,True,True,True,"ミニオン：オウレット"
356,234562,1,1,603,10,0,0,True,True,True,"ミニオン：ハンティング・ホーク"
357,234853,1,1,609,10,0,0,True,True,True,"ミニオン：青足のカツォ"
358,234596,1,1,1001,6,177,0,True,True,True,"ミニオン：ニュー・ヤ・シュトラ"
359,234617,1,1,1005,6,217,0,True,True,True,"ミニオン：ニュー・サンクレッド"
360,234512,1,1,1011,6,118,0,True,True,True,"ミニオン：マメット・ルイゾワ"
361,234618,1,1,1015,6,218,0,True,True,True,"ミニオン：ニュー・アリゼー"
362,234876,1,1,1023,6,476,0,True,True,True,"ミニオン：マメット・ゴッドベルト"
363,234538,1,1,1029,6,145,0,True,True,True,"ミニオン：マメット・イゼル"
364,234543,1,1,1030,6,150,0,True,True,True,"ミニオン：マメット・ユウギリ"
365,234619,1,1,1035,6,219,0,True,True,True,"ミニオン：マメット・エッダ"
366,234698,1,1,1041,6,298,0,True,True,True,"ミニオン：マメット・シロ"
367,234706,1,1,1048,6,306,0,True,True,True,"ミニオン：マメット・グ・ラハ"
368,234518,1,1,1073,6,119,0,True,True,True,"ミニオン：ミドガルズオルム"
369,234629,1,1,1074,6,229,0,True,True,True,"ミニオン：マメット・フレースヴェルグ"
370,230801,1,23,2,10,0,0,True,True,True,"マスキング：グリダニア風"
371,230802,1,23,1,10,0,0,True,True,True,"マスキング：リムサ・ロミンサ風"
372,230803,1,23,3,10,0,0,True,True,True,"マスキング：ウルダハ風"
373,230804,1,23,4,10,0,0,True,True,True,"マスキング：イシュガルド風"
374,230805,1,23,5,10,0,0,True,True,True,"マスキング：アラミゴ風"
375,230806,1,23,6,10,0,0,True,True,True,"マスキング：クガネ風"
376,230807,1,23,7,10,0,0,True,True,True,"マスキング：ドマ風"
377,230808,1,23,8,10,0,0,True,True,True,"マスキング：クリスタリウム風"
378,230809,1,23,9,10,0,0,True,True,True,"マスキング：ユールモア風"
379,230810,1,23,10,10,0,0,True,True,True,"マスキング：ボズヤ風"
380,230811,1,23,13,1,70000,0,True,True,True,"マスキング：ガレマール風"
381,230812,1,23,11,1,70000,0,True,True,True,"マスキング：シャーレアン風"
382,230813,1,23,12,1,70000,0,True,True,True,"マスキング：ラザハン風"
383,230814,1,23,14,1,70495,0,True,True,True,"マスキング：トライヨラ風"
384,230815,1,23,15,1,70495,0,True,True,True,"マスキング：アレクサンドリア風"
