key,0,1,2,3,4,5,6,7,8,9,10,11
14,27916,"",0,"",0,0,1,0,0,"魔土器:財宝感知","埋もれた財宝の在処を示す。この効果は、埋もれた財宝を発見するまで持続する。",6870
15,27914,"",0,"",0,0,1,0,0,"魔土器:リレイズ","最初に戦闘不能状態になったパーティメンバーを蘇生する。",6868
16,27915,"",0,"",0,0,1,0,0,"魔土器:クリブ化","自身がクリブに変化する。",6869
17,27919,"",0,"",0,0,1,0,0,"魔土器:敵弱体","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵を、攻防低下状態にする。",11275
18,27917,"",0,"",0,0,1,0,0,"魔土器:バニシュ","自身とパーティメンバーを、バニシュ状態にする。",11276
19,27918,"",0,"",0,0,1,0,0,"魔土器:敵石化","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵を、石化状態にする。",11277
20,27920,"",0,"",0,0,1,0,0,"魔科学器:スロウガ","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵を、スロウガ状態にする。 ",32144
21,27921,"",0,"",0,0,1,0,0,"魔科学器:ミールストーム","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵のＨＰを1桁にする。",32145
22,27922,"",0,"",0,0,1,0,0,"魔科学器:ドレッドノート化","自身がドレッドノートに変化する。",32146
23,27901,"",0,"",0,0,1,0,0,"魔科学器:呪印解除","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>のトラップを、すべて消去する。",6259
24,27902,"",0,"",0,0,1,0,0,"魔科学器:サイトロ","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>のマップをすべて開示し、トラップを可視化する。",6260
25,27903,"",0,"",0,0,1,0,0,"魔科学器:自己強化","自身の与ダメージと回復魔法の回復量を30%上昇する。",6262
26,27904,"",0,"",0,0,1,0,0,"魔科学器:防御強化","自身の被ダメージを40%軽減する。",6263
27,27905,"",0,"",0,0,1,0,0,"魔科学器:宝箱増加","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の宝箱配置数を増加する。",6264
28,27906,"",0,"",0,0,1,0,0,"魔科学器:敵排除","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の敵を減少させる。",6265
29,27907,"",0,"",0,0,1,0,0,"魔科学器:敵変化","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>のいずれかの部屋の敵を、ミミックかマンドラゴラに変化させる。",6266
30,27908,"",0,"",0,0,1,0,0,"魔科学器:解呪","ステータス「呪詛」を解除する。",6267
31,27909,"",0,"",0,0,1,0,0,"魔科学器:運気上昇","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>において、敵を倒した際の宝箱出現率を上昇する。",6268
32,27910,"",0,"",0,0,1,0,0,"魔科学器:形態変化","自身を中心にした範囲内に入った対象を、カエル、カッパ、ニワトリ状態にする。",6269
33,27911,"",0,"",0,0,1,0,0,"魔科学器:魔法効果解除","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の魔法効果を、すべて消去する。",6270
34,27916,"",0,"",0,0,1,0,0,"魔科学器:財宝感知","埋もれた財宝の在処を示す。この効果は、埋もれた財宝を発見するまで持続する。",6870
35,27914,"",0,"",0,0,1,0,0,"魔科学器:リレイズ","最初に戦闘不能状態になったパーティメンバーを蘇生する。",6868
36,27923,"",0,"",0,0,1,0,0,"魔土器:ヘイスト","自身とパーティメンバーを、ヘイスト状態にする。",44616
37,27924,"",0,"",0,0,1,0,0,"魔土器:浄化の守り","自身とパーティメンバーの解除可能な状態異常効果をすべて解除し、次に受ける1回の状態異常効果を防ぐバリアを張る。",44617
38,27925,"",0,"",0,0,1,0,0,"魔土器:巡礼の導き","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>に必ず「光耀の燭台」が出現する。",44618
