key,0,1,2,3,4,5,6,7,8,9
97,136,73,0,584,0,585,586,0,2405,"蜃気楼の島 クレセントアイル "
98,137,74,0,587,0,0,588,589,2343,"コスモエクスプローラー1"
99,138,75,0,622,621,623,624,625,3955,"Monster Hunter Wilds1"
100,139,76,0,626,0,627,628,629,3956,"Monster Hunter Wilds2"
101,140,77,77,0,0,0,0,630,2319,"友好部族クエスト：ヨカフイ族"
102,141,0,0,0,0,631,0,0,2400,"ディープダンジョン：ピルグリム・トラバース1"
103,142,0,0,0,0,632,0,0,2401,"ディープダンジョン：ピルグリム・トラバース2"
104,143,78,0,633,0,0,634,635,2344,"コスモエクスプローラー2"
105,144,79,79,0,0,636,637,638,2342,"無人島開拓3"
106,0,0,0,0,0,0,0,0,0,""
107,0,0,0,0,0,0,0,0,0,""
108,0,0,0,0,0,0,0,0,0,""
109,0,0,0,0,0,0,0,0,0,""
110,0,0,0,0,0,0,0,0,0,""
