key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
21,0,False,False,False,3,0,0,0,5,False,False,1,25,"インプめ、また現れたな！",0
22,0,False,False,False,3,0,0,0,5,False,False,1,25,"また花が食べられてる……",0
23,0,False,False,False,3,0,0,0,5,False,False,1,25,"イクサル族が来るぞ！　迎撃！",0
24,0,False,False,False,3,0,0,0,5,False,False,1,25,"だ、誰か！　手を貸してくれ！",0
25,0,False,False,False,3,0,0,0,5,False,False,1,25,"では、いきます！",0
26,0,False,False,False,2,0,0,0,5,False,False,1,25,"うおおー！",0
27,0,False,False,False,2,0,0,0,5,False,False,1,25,"このっ！",0
28,0,False,False,False,2,0,0,0,5,False,False,1,25,"倒れろっ！",0
29,0,False,False,False,2,0,0,0,5,False,False,1,25,"くらえっ！",0
30,0,False,False,False,2,0,0,0,5,False,False,1,25,"まだまだ！",0
31,0,False,False,False,2,0,0,0,5,False,False,1,25,"こしゃくな！",0
32,0,False,False,False,2,0,0,0,5,False,False,1,25,"どうだ！",0
33,0,False,False,False,2,0,0,0,5,False,False,1,25,"これくらいっ！",0
34,0,False,False,False,2,0,0,0,5,False,False,1,25,"ヒャッハーー！！",0
35,0,False,False,False,2,0,0,0,5,False,False,1,25,"おらおらおらー！！",0
36,0,False,False,False,2,0,0,0,5,False,False,1,25,"どけやコラァ！",0
37,0,False,False,False,2,0,0,0,5,False,False,1,25,"ブッ潰してやる！！",0
38,0,False,False,False,2,0,0,0,5,False,False,1,25,"遊んであげようか",0
39,0,False,False,False,2,0,0,0,5,False,False,1,25,"相手をしてほしいのかい？",0
40,0,False,False,False,2,0,0,0,3,False,False,1,25,"ひざまずけ",0
41,0,False,False,False,2,0,0,0,3,False,False,1,25,"もっといい声を聞かせておくれ",0
42,0,False,False,False,2,0,0,0,3,False,False,1,25,"遠慮するなよ",0
43,0,False,False,False,2,0,0,0,5,False,False,1,25,"調子に乗るな……！",0
44,0,False,False,False,2,0,0,0,5,False,False,1,25,"刺激的じゃないか！",0
45,0,False,False,False,2,0,0,0,3,False,False,1,25,"踊れ！",0
46,0,False,False,False,2,0,0,0,3,False,False,1,25,"これが欲しいのかい？",0
47,0,False,False,False,2,0,0,0,3,False,False,1,25,"ほらほら！",0
48,0,False,False,False,2,0,0,0,5,False,False,1,25,"仕返しでもしようってのか！",0
49,0,False,False,False,2,0,0,0,5,False,False,1,25,"クソッ、お、覚えてやがれ！",0
50,0,False,False,False,2,0,0,0,5,False,False,1,25,"ヒヒッ！　いい気味だぜぇ",0
51,0,False,False,False,2,0,0,0,5,False,False,1,25,"うぅ……か、勘弁してくれぇ",0
52,0,False,False,False,2,0,0,0,3,False,False,1,25,"文句あんのかぁ？",0
53,0,False,False,False,2,0,0,0,3,False,False,1,25,"ンだぁ、この野郎！",0
54,0,False,False,False,2,0,0,0,5,False,False,1,25,"やるでふっち",0
55,0,False,False,False,2,0,0,0,5,False,False,1,25,"いくでふっち",0
56,0,False,False,False,2,0,0,0,5,False,False,1,25,"こらしめてやるでふっち",0
57,0,False,False,False,2,0,0,0,5,False,False,1,25,"まけないでふっち",0
58,0,False,False,False,3,0,0,0,5,False,False,1,25,"腕に自信のある者はいないか！",0
59,0,False,False,False,3,0,0,0,5,False,False,1,25,"貴様ら……生きては帰さんぞ！",0
60,0,False,False,False,3,0,0,0,5,False,False,1,25,"さあ、全力で来い！",0
61,0,False,False,False,3,0,0,0,5,False,False,1,25,"うむ、よくやった……！",0
62,0,False,False,False,3,0,0,0,5,False,False,1,25,"くそっ、数が多すぎる！",0
63,0,False,False,False,3,0,0,0,5,False,False,1,25,"密猟者め！　許さんッ！",0
64,0,False,False,False,3,0,0,0,5,False,False,1,25,"冒険者風情がいきがるなよ？",0
65,0,False,False,False,3,0,0,0,5,False,False,1,25,"く、くそ、こんなはずじゃ……",0
66,0,False,False,False,3,0,0,0,5,False,False,1,25,"なんだ　おまいら　近づくな～",0
67,0,False,False,False,3,0,0,0,3,False,False,1,25,"爆弾　ほいほい　えっちらほい",0
68,0,False,False,False,3,0,0,0,3,False,False,1,25,"バクハツ　バクハツ　大爆発～",0
69,0,False,False,False,3,0,0,0,3,False,False,1,25,"ぼっかん　ぼっかん　大爆発～",0
70,0,False,False,False,3,0,0,0,5,False,False,1,25,"うちらの　お城が　壊された～",0
71,0,False,False,False,3,0,0,0,5,False,False,1,25,"ちかづく　奴は　ぶっとばす～",0
72,0,False,False,False,3,0,0,0,3,False,False,1,25,"爆弾　ぽいぽい　おっちらぽい",0
73,0,False,False,False,3,0,0,0,3,False,False,1,25,"爆弾　爆弾　大爆発～",0
74,0,False,False,False,3,0,0,0,3,False,False,1,25,"バクハツ　バクハツ　大爆発～",0
75,0,False,False,False,3,0,0,0,5,False,False,1,25,"なんと　お城が　壊された～",0
76,0,False,False,False,3,0,0,0,5,False,False,1,25,"またまた　お城が　壊された～",0
77,0,False,False,False,3,0,0,0,5,False,False,1,25,"ここは　わしらの　お城だど～",0
78,0,False,False,False,3,0,0,0,5,False,False,1,25,"おまいら　全員　ぶっとばす～",0
79,0,False,False,False,3,0,0,0,5,False,False,1,25,"イタタ　痛いよ　ちょっとまて",0
80,0,False,False,False,3,0,0,0,3,False,False,1,25,"爆弾　ぼんぼん　ぼっかんかん",0
81,0,False,False,False,3,0,0,0,3,False,False,1,25,"バクハツ　バクハツ　超爆発～",0
82,0,False,False,False,3,0,0,0,3,False,False,1,25,"どっかん　ずっかん　超爆発～",0
83,0,False,False,False,3,0,0,0,5,False,False,1,25,"みんなボクに従うのでふっち！",0
84,0,False,False,False,3,0,0,0,5,False,False,1,25,"そろそろ本気を出すでふっち！",0
85,0,False,False,False,3,0,0,0,5,False,False,1,25,"ここからが本気なのでふっち！",0
86,0,False,False,False,3,0,0,0,5,False,False,1,25,"ほ、本気の本気なのでふっち！",0
87,0,False,False,False,3,0,0,0,3,False,False,1,25,"クァールクロウ様ぁっ！",0
88,0,False,False,False,2,0,0,0,3,False,False,1,25,"すっこんでろ！",0
89,0,False,False,False,2,0,0,0,3,False,False,1,25,"ウッヒヒ、喰らえェ！",0
90,0,False,False,False,2,0,0,0,3,False,False,1,25,"おおっ！　ありがとう！",0
91,0,False,False,False,3,0,0,0,5,False,False,1,25,"ありがとうございました！",0
92,0,False,False,False,3,0,0,0,5,False,False,1,25,"ううぅ……",0
93,0,False,False,False,3,0,0,0,5,False,False,1,25,"未熟者め、出直してこい！",0
94,0,False,False,False,3,0,0,0,3,False,False,1,25,"ありがとう！　ほら、来たぞ！",0
95,0,False,False,False,3,0,0,0,5,False,False,1,25,"そろそろ見回りの時間か……",0
96,0,False,False,False,3,0,0,0,5,False,False,1,25,"うわぁ、レディバグだらけだ！",0
97,0,False,False,False,2,0,0,0,5,False,False,1,25,"誰かレディバグを追っ払ってー！",0
98,0,False,False,False,3,0,0,0,5,False,False,1,25,"よかった、これでひと安心だ！",0
99,0,False,False,False,3,0,0,0,5,False,False,1,25,"なんてこった……",0
100,0,False,False,False,3,0,0,0,5,False,False,1,25,"スラッグがいっぱいきたー（仮）",0
101,0,False,False,False,3,0,0,0,5,False,False,1,25,"よし！　みんなで乾杯だ！（仮）",0
102,0,False,False,False,3,0,0,0,5,False,False,1,25,"はぁ、今日の俺の酒が…（仮）",0
103,0,False,False,False,2,0,0,0,3,False,False,1,25,"だれかー（仮）",0
104,0,False,False,False,2,0,0,0,3,False,False,1,25,"俺の酒を守ってくれー（仮）",0
105,0,False,False,False,2,0,0,0,3,False,False,1,25,"せっかくつまみを買ってきたのに…（仮）",0
106,0,False,False,False,2,0,0,0,3,False,False,1,25,"やめてー（仮）",0
107,0,False,False,False,3,0,0,0,5,False,False,1,25,"イヤふっち！　助けてふっちー！",0
108,0,False,False,False,3,0,0,0,5,False,False,1,25,"ありがとでふっちー！",0
109,0,False,False,False,3,0,0,0,5,False,False,1,25,"むむ……妙な気配がするぞ……",0
110,0,False,False,False,3,0,0,0,5,False,False,1,25,"この、意地汚いヴァルチャーめ！",0
111,0,False,False,False,3,0,0,0,5,False,False,1,25,"なんだてめぇ！",0
112,0,False,False,False,3,0,0,0,5,False,False,1,25,"邪魔すんじゃねぇ！",0
113,0,False,False,False,3,0,0,0,5,False,False,1,25,"引っ込んでろ！",0
114,0,False,False,False,3,0,0,0,5,False,False,1,25,"なめんじゃねーぞ！",0
115,0,False,False,False,2,0,0,0,3,False,False,1,25,"なんだ貴様！",0
116,0,False,False,False,2,0,0,0,3,False,False,1,25,"追手かっ！",0
117,0,False,False,False,2,0,0,0,3,False,False,1,25,"体が重いよー",0
118,0,False,False,False,2,0,0,0,3,False,False,1,25,"本気だすと
いつもこうだよ！",0
119,0,False,False,False,3,0,0,0,5,False,False,1,25,"やはり冒険者に依頼すべきか",0
120,0,False,False,False,3,0,0,0,5,False,False,1,25,"追っ手は来ないな、よし",0
121,0,False,False,False,3,0,0,0,5,False,False,1,25,"協力に感謝する",0
122,0,False,False,False,2,0,0,0,3,False,False,1,25,"グゴゴゴゴゴゴ…",0
123,0,False,False,False,2,0,0,0,3,False,False,1,25,"グゴゴゴ…",0
124,0,False,False,False,3,0,0,0,5,False,False,1,25,"シ、シープの大群だぁっ！",0
125,0,False,False,False,3,0,0,0,5,False,False,1,25,"シープの群れを迎撃するんだ！",0
126,0,False,False,False,3,0,0,0,5,False,False,1,25,"今のところ異常はないな",0
127,0,False,False,False,3,0,0,0,5,False,False,1,25,"一本道か…要撃に備えろ",0
128,0,False,False,False,3,0,0,0,5,False,False,1,25,"間もなくだが、気を抜くな",0
129,0,False,False,False,3,0,0,0,10,False,False,1,25,"くっ、やはり来たか！",0
130,0,False,False,False,2,0,0,0,5,False,False,1,25,"なんだ、オマエら！
侵入者かッ！？",0
131,0,False,False,False,2,0,0,0,4,False,False,1,25,"オレの番犬をよくもッ！",0
132,0,False,False,False,2,0,0,0,4,False,False,1,25,"遂にこのオレを
怒らせちまったようだな！",0
133,0,False,False,False,2,0,0,0,4,False,False,1,25,"オ、オレの本気は
こんなモンじゃねぇぞッ！",0
134,0,False,False,False,2,0,0,0,6,False,False,1,25,"おっと、大事な用を
思い出しちまったぜッ！",0
135,0,False,False,False,2,0,0,0,4,False,False,1,25,"チッ、しつこい奴らだぜ！",0
136,0,False,False,False,2,0,0,0,2,False,False,1,25,"犬共、出てこいやッ！",0
137,0,False,False,False,2,0,0,0,4,False,False,1,25,"イタ、イタタタ……
ちょっと洒落にならんぞ！",0
138,0,False,False,False,2,0,0,0,6,False,False,1,25,"あ～、マズい……
ボスに何て報告しよ……",0
139,0,False,False,False,2,0,0,0,4,False,False,1,25,"これでも喰らいやがれぇ！",0
140,0,False,False,False,2,0,0,0,4,False,False,1,25,"殺っちまえ！",0
141,0,False,False,False,2,0,0,0,4,False,False,1,25,"おんどりゃぁ！",0
142,0,False,False,False,2,0,0,0,4,False,False,1,25,"ナメんじゃねぇぞ！",0
143,0,False,False,False,2,0,0,0,5,False,False,1,25,"シュコォ、シュコォ……
みんな タスケル タスケル",0
144,0,False,False,False,2,0,0,0,4,False,False,1,25,"……シュコォ、シュコォ、
もうダメ もうダメ……",0
145,0,False,False,False,2,0,0,0,4,False,False,1,25,"オタスケ オタスケ！",0
146,0,False,False,False,2,0,0,0,4,False,False,1,25,"もうダメ もうダメ……",0
147,0,False,False,False,2,0,0,0,6,False,False,1,25,"シュコォ、シュコォ……
たすかた～　たすかた～！",0
148,0,False,False,False,2,0,0,0,6,False,False,1,25,"シュコォ、シュコォ……
ありがと～　ありがと～！",0
149,0,False,False,False,2,0,0,0,6,False,False,1,25,"もってけ～ もってけ～！
お礼～ もってけ～！",0
150,0,False,False,False,3,0,0,0,6,False,False,1,25,"シュコォ、シュコォ……
オマエら 突撃ゴブ！",0
151,0,False,False,False,3,0,0,0,3,False,False,1,25,"シュコォ、シュコォ……
ここは 任せろゴブ！",0
152,0,False,False,False,3,0,0,0,4,False,False,1,25,"シュコォ、シュコォ……
オマエら 攻撃ゴブ！",0
153,0,False,False,False,2,0,0,0,4,False,False,1,25,"シュコォ、シュコォ……
窮地を 脱したゴブ！",0
154,0,False,False,False,2,0,0,0,6,False,False,1,25,"シュコォ、シュコォ……
当然の 勝負ゴブ！",0
155,0,False,False,False,2,0,0,0,3,False,False,1,25,"シュコォ、シュコォ……
喰らえ 超爆弾ゴブ！",0
156,0,False,False,False,3,0,0,0,2,False,False,1,25,"ゴブッ！？",0
157,0,False,False,False,2,0,0,0,5,False,False,1,25,"シュコォ、シュコォ……
ここは 任せたゴブ！",0
158,0,False,False,False,2,0,0,0,8,False,False,1,25,"シュコォ、シュコォ……
余裕の……勝利ゴブ……",0
159,0,False,False,False,2,0,0,0,6,False,False,1,25,"シュコォ、シュコォ……
タスケに 来たゴブ！",0
160,0,False,False,False,2,0,0,0,6,False,False,1,25,"ゴブの姿に
畏れをなしたゴブ？",0
161,0,False,False,False,2,0,0,0,6,False,False,1,25,"シュコォ、シュコォ……
また伝説が 増えたゴブ！",0
162,0,False,False,False,2,0,0,0,10,False,False,1,25,"ブレイフロクス さす～が！",0
163,0,False,False,False,2,0,0,0,10,False,False,1,25,"ブレイフロクス つよ～い！",0
164,0,False,False,False,2,0,0,0,30,False,False,1,25,"シュコォ、シュコォ……
それほど でもないゴブ！",0
165,0,False,False,False,3,0,0,0,5,False,False,1,25,"ジャッカルが出たぞ～！",0
166,0,False,False,False,3,0,0,0,5,False,False,1,25,"来るな、来ないで～！！",0
167,0,False,False,False,3,0,0,0,5,False,False,1,25,"ひぃぃ俺は美味くないぞ～",0
168,0,False,False,False,3,0,0,0,5,False,False,1,25,"助けてくれ～！！",0
169,0,False,False,False,3,0,0,0,5,False,False,1,25,"ふぅ、助かった……",0
170,0,False,False,False,2,0,0,0,3,False,False,1,25,"んん、なんだ、なんだ……？",0
171,0,False,False,False,2,0,0,0,3,False,False,1,25,"うぎゃ～プギルだらけだ～！！",0
172,0,False,False,False,3,0,0,0,5,False,False,1,25,"むむ、叫び声がするぞっ！？",0
173,0,False,False,False,3,0,0,0,5,False,False,1,25,"くっ、いったん退くぞ",0
174,0,False,False,False,2,0,0,0,5,False,False,1,25,"黒渦団の意地にかけてっ！",0
175,0,False,False,False,3,0,0,0,5,False,False,1,25,"これぐらい貴様らで対処せよ！",0
176,0,False,False,False,3,0,0,0,5,False,False,1,25,"ええぃ情けない！",0
177,0,False,False,False,2,0,0,0,5,False,False,1,25,"我こそはという者は加勢せよ！",0
178,0,False,False,False,2,0,0,0,5,False,False,1,25,"どうした押されているぞ！？",0
179,0,False,False,False,2,0,0,0,5,False,False,1,25,"黒渦団の力を見せてみろ！",0
180,0,False,False,False,3,0,0,0,5,False,False,1,25,"むむっ異様な殺気を感じる！",0
181,0,False,False,False,3,0,0,0,5,False,False,1,25,"黒渦団の力を見たか！？",0
182,0,False,False,False,3,0,0,0,5,False,False,1,25,"無念、鍛えなおさねば……",0
183,0,False,False,False,3,0,0,0,5,False,False,1,25,"さぁて、見回り、見回りっと",0
184,0,False,False,False,3,0,0,0,5,False,False,1,25,"ん……なんだ、この羽音は？",0
185,0,False,False,False,3,0,0,0,5,False,False,1,25,"ケ、ケーブバットだぁっ！？",0
186,0,False,False,False,3,0,0,0,5,False,False,1,25,"……疲れた、早く帰ろう……",0
187,0,False,False,False,3,0,0,0,5,False,False,1,25,"ああっ、農場に行くなぁっ！",0
188,0,False,False,False,3,0,0,0,5,False,False,1,25,"う、うちのドードーが……！",0
189,0,False,False,False,2,0,0,0,5,False,False,1,25,"こいつら、やっつけないと！",0
190,0,False,False,False,3,0,0,0,3,False,False,1,25,"ま、待ち合わせに遅れるっ！",0
191,0,False,False,False,3,0,0,0,3,False,False,1,25,"……遅いわね",0
192,0,False,False,False,3,0,0,0,3,False,False,1,25,"ハァッ、ハァッ……！",0
193,0,False,False,False,3,0,0,0,3,False,False,1,25,"今日こそプロポーズするんだ！",0
194,0,False,False,False,3,0,0,0,3,False,False,1,25,"お、遅くなってごめん！",0
195,0,False,False,False,3,0,0,0,1,False,False,1,25,"おっそーい！　遅刻よ？",0
196,0,False,False,False,3,0,0,0,2,False,False,1,25,"もう、こんなトコで何の話よ？",0
197,0,False,False,False,3,0,0,0,2,False,False,1,25,"じ、実は……",0
198,0,False,False,False,3,0,0,0,1,False,False,1,25,"はい？",0
199,0,False,False,False,3,0,0,0,2,False,False,1,25,"ぼ、ぼぼぼ僕とけけけ……！",0
200,0,False,False,False,3,0,0,0,1,False,False,1,25,"きゃあっ、風がっ！？",0
201,0,False,False,False,3,0,0,0,3,False,False,1,25,"な、なによあのでっかいの！？",0
202,0,False,False,False,3,0,0,0,3,False,False,1,25,"おわ～っ！？",0
203,0,False,False,False,2,0,0,0,5,False,False,1,25,"ああもう、頼りにならない！",0
204,0,False,False,False,2,0,0,0,5,False,False,1,25,"アレ、なんとかしてよっ！",0
205,0,False,False,False,3,0,0,0,2,False,False,1,25,"……私、帰る",0
206,0,False,False,False,3,0,0,0,2,False,False,1,25,"ま、待ってよっ！",0
207,0,False,False,False,3,0,0,0,2,False,False,1,25,"意気地なしなんだからっ！",0
208,0,False,False,False,3,0,0,0,2,False,False,1,25,"そ、そう言われても……",0
209,0,False,False,False,3,0,0,0,3,False,False,1,25,"もう、知らないっ！",0
210,0,False,False,False,3,0,0,0,3,False,False,1,25,"な、なんでこんなことに……",0
211,0,False,False,False,3,0,0,0,3,False,False,1,25,"ん、なんだ？",0
212,0,False,False,False,3,0,0,0,3,False,False,1,25,"ヒャッハー！　獲物がいたぜ！",0
213,0,False,False,False,3,0,0,0,3,False,False,1,25,"ひいいっ、お助けぇ～！",0
214,0,False,False,False,3,0,0,0,3,False,False,1,25,"くそっ、言わんこっちゃない！",0
215,0,False,False,False,3,0,0,0,3,False,False,1,25,"お前ら、やっちまいなー！！",0
216,0,False,False,False,3,0,0,0,5,False,False,1,25,"あーあ、まだ暴れてるよ……",0
217,0,False,False,False,2,0,0,0,5,False,False,1,25,"こいつ、大人しくしろっ！",0
218,0,False,False,False,2,0,0,0,5,False,False,1,25,"暴れるなって言ってるだろ！",0
219,0,False,False,False,2,0,0,0,5,False,False,1,25,"いい加減にしろ、この野郎！",0
220,0,False,False,False,2,0,0,0,5,False,False,1,25,"うるせぇよ、そこをどけ！",0
221,0,False,False,False,2,0,0,0,5,False,False,1,25,"証拠でもあんのかよっ！？",0
222,0,False,False,False,2,0,0,0,5,False,False,1,25,"知らねぇって言ってんだろ！",0
223,0,False,False,False,3,0,0,0,5,False,False,1,25,"いい加減にしろ、バカ野郎が！",0
224,0,False,False,False,3,0,0,0,5,False,False,1,25,"先輩、お願いします！",0
225,0,False,False,False,3,0,0,0,5,False,False,1,25,"なんだぁ、やる気かぁ！？",0
226,0,False,False,False,3,0,0,0,5,False,False,1,25,"やっと大人しくなったか……",0
227,0,False,False,False,3,0,0,0,5,False,False,1,25,"こ、この野郎っ……！",0
228,0,False,False,False,3,0,0,0,5,False,False,1,25,"さ、ゆっくり話をしようや？",0
229,0,False,False,False,3,0,0,0,5,False,False,1,25,"くそったれがっ！",0
230,0,False,False,False,3,0,0,0,5,False,False,1,25,"うるせえ、黙ってろッ！",0
231,0,False,False,False,3,0,0,0,5,False,False,1,25,"ちきしょう、ちきしょうっ！",0
232,0,False,False,False,3,0,0,0,5,False,False,1,25,"なんてこった……！",0
233,0,False,False,False,3,0,0,0,5,False,False,1,25,"へへ、捕まってたまるかよ！",0
234,0,False,False,False,3,0,0,0,5,False,False,1,25,"逃げられたか……！",0
235,0,False,False,False,3,0,0,0,5,False,False,1,25,"あ～ばよ～うっ！",0
236,0,False,False,False,2,0,0,0,3,False,False,1,25,"テメェ、オレの酒を
飲みやがったな！",0
237,0,False,False,False,2,0,0,0,3,False,False,1,25,"なんだ、やんのか！？",0
238,0,False,False,False,2,0,0,0,3,False,False,1,25,"ざけんなよ、コラ！",0
239,0,False,False,False,2,0,0,0,3,False,False,1,25,"吠え面かくなよ？",0
240,0,False,False,False,2,0,0,0,5,False,False,1,25,"ナメんじゃねぇぞ、コラァ！",0
241,0,False,False,False,3,0,0,0,3,False,False,1,25,"ペイストの群れだ、食い止めろ！",0
242,0,False,False,False,3,0,0,0,3,False,False,1,25,"ぎゃー！　オロボンがー！？",0
243,0,False,False,False,3,0,0,0,3,False,False,1,25,"前方にコブラン発見、排除せよ",0
244,0,False,False,False,3,0,0,0,3,False,False,1,25,"人食いアリを進ませるなぁッ！",0
245,0,False,False,False,3,0,0,0,3,False,False,1,25,"総員、輸送ルートを確保せよ！",0
246,0,False,False,False,3,0,0,0,3,False,False,1,25,"また大山羊か！　追っ払うぞ！",0
247,0,False,False,False,3,0,0,0,3,False,False,1,25,"アマルジャの進軍！？　迎撃！",0
248,0,False,False,False,3,0,0,0,3,False,False,1,25,"アマルジャだ、総員戦闘配備！",0
249,0,False,False,False,3,0,0,0,3,False,False,1,25,"インプめ、また悪戯か！",0
250,0,False,False,False,3,0,0,0,3,False,False,1,25,"怪しい動きだ、先手必勝っ！",0
251,0,False,False,False,3,0,0,0,3,False,False,1,25,"なっ、あれは黒衣森の……！？",0
252,0,False,False,False,3,0,0,0,3,False,False,1,25,"くっ、辺境警備はこれだから！",0
253,0,False,False,False,3,0,0,0,3,False,False,1,25,"この浜、夜に出るらしいぜ……",0
254,0,False,False,False,3,0,0,0,3,False,False,1,25,"なっ、なら、帰ろうぜ……",0
255,0,False,False,False,3,0,0,0,3,False,False,1,25,"なに、お前、びびってんの？",0
256,0,False,False,False,3,0,0,0,3,False,False,1,25,"び、びびってねぇよ……",0
257,0,False,False,False,3,0,0,0,3,False,False,1,25,"だっらしねぇ～",0
258,0,False,False,False,3,0,0,0,3,False,False,1,25,"いるわけねーじゃん",0
259,0,False,False,False,3,0,0,0,3,False,False,1,25,"……なっ、なんだ、あれ！？",0
260,0,False,False,False,3,0,0,0,3,False,False,1,25,"おどかそうとしてもムダだぞ",0
261,0,False,False,False,3,0,0,0,3,False,False,1,25,"なんか、ぼんやり光ってる……",0
262,0,False,False,False,3,0,0,0,3,False,False,1,25,"船かなんかの灯だろ……？",0
263,0,False,False,False,3,0,0,0,3,False,False,1,25,"うわっ、出たー！！",0
264,0,False,False,False,3,0,0,0,5,False,False,1,25,"ぎゃーーー！",0
265,0,False,False,False,3,0,0,0,5,False,False,1,25,"ま、待て、おいてかないでっ！",0
266,0,False,False,False,2,0,0,0,5,False,False,1,25,"あわわ、腰が……",0
267,0,False,False,False,2,0,0,0,5,False,False,1,25,"こっち、来ないでくれ……",0
268,0,False,False,False,3,0,0,0,5,False,False,1,25,"ん……すっかりいなくなった？",0
269,0,False,False,False,3,0,0,0,5,False,False,1,25,"まっ、まだ、いたー！！",0
270,0,False,False,False,3,0,0,0,3,False,False,1,25,"またラットが襲ってきそうだ",0
271,0,False,False,False,3,0,0,0,3,False,False,1,25,"訓練の参加希望者よ、集え！",0
272,0,False,False,False,3,0,0,0,3,False,False,1,25,"誰か、手伝ってほしいなぁ",0
273,0,False,False,False,3,0,0,0,3,False,False,1,25,"ちっ、またヤーゾンか！",0
274,0,False,False,False,3,0,0,0,3,False,False,1,25,"まずいぞ、きっとゴブリンが来る",0
275,0,False,False,False,3,0,0,0,3,False,False,1,25,"資材の調達といくか……",0
276,0,False,False,False,3,0,0,0,3,False,False,1,25,"オロボンめ、許さないぞ……！",0
277,0,False,False,False,3,0,0,0,3,False,False,1,25,"あっしの荷物があの中に……！",0
278,0,False,False,False,3,0,0,0,3,False,False,1,25,"これは責任重大ですね…",0
279,0,False,False,False,3,0,0,0,3,False,False,1,25,"誰か、新兵の相手をしてくれ！",0
280,0,False,False,False,3,0,0,0,3,False,False,1,25,"はぁ、ララフェル族いいなぁ",0
281,0,False,False,False,3,0,0,0,3,False,False,1,25,"ふぅ、やっぱミコッテ族だな",0
282,0,False,False,False,3,0,0,0,3,False,False,1,25,"んっ！？",0
283,0,False,False,False,3,0,0,0,3,False,False,1,25,"ミコッテ族好きだと！？",0
284,0,False,False,False,3,0,0,0,3,False,False,1,25,"ララフェル族派だな！？",0
285,0,False,False,False,3,0,0,0,3,False,False,1,25,"ララフェル族こそ最高っ！",0
286,0,False,False,False,3,0,0,0,3,False,False,1,25,"ミコッテ族こそ正義！",0
287,0,False,False,False,3,0,0,0,3,False,False,1,25,"おい、喧嘩はやめないか！",0
288,0,False,False,False,3,0,0,0,3,False,False,1,25,"ああん、邪魔をするなっ！",0
289,0,False,False,False,3,0,0,0,3,False,False,1,25,"てめぇは引っ込んでろっ！",0
290,0,False,False,False,2,0,0,0,5,False,False,1,25,"はぁはぁ……",0
291,0,False,False,False,3,0,0,0,3,False,False,1,25,"見事！　この関門も安泰だ",0
292,0,False,False,False,3,0,0,0,3,False,False,1,25,"ばかもーん鍛練が足りん！",0
293,0,False,False,False,2,0,0,0,3,False,False,1,25,"よしっ守りぬいたぞ！！",0
294,0,False,False,False,2,0,0,0,3,False,False,1,25,"ふがいない奴らよ……",0
295,0,False,False,False,3,0,0,0,3,False,False,1,25,"これで新兵も焦るだろう",0
296,0,False,False,False,3,0,0,0,3,False,False,1,25,"冒険者では力不足だったか",0
297,0,False,False,False,2,0,0,0,3,False,False,1,25,"ひぃぃ、強すぎるぜ！",0
298,0,False,False,False,3,0,0,0,3,False,False,1,25,"助かったよ、ありがとう！",0
299,0,False,False,False,2,0,0,0,3,False,False,1,25,"オレンジが食い尽くされた……",0
300,0,False,False,False,2,0,0,0,3,False,False,1,25,"食い物の恨み、思い知ったか",0
301,0,False,False,False,2,0,0,0,3,False,False,1,25,"賊などに橋は渡さんぞ！！",0
