key,0,1,2,3,4,5
34,"月面にて、彫金師のDクラス・ミッションを3種類達成する",2,3,15,50,37
35,"月面にて、彫金師のCクラス・ミッションを4種類達成する",2,4,15,100,38
36,"月面にて、彫金師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,15,200,39
37,"月面にて、革細工師のDクラス・ミッションを3種類達成する",2,3,19,50,40
38,"月面にて、革細工師のCクラス・ミッションを4種類達成する",2,4,19,100,41
39,"月面にて、革細工師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,19,200,42
40,"月面にて、裁縫師のDクラス・ミッションを3種類達成する",2,3,23,50,43
41,"月面にて、裁縫師のCクラス・ミッションを4種類達成する",2,4,23,100,44
42,"月面にて、裁縫師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,23,200,45
43,"月面にて、錬金術師のDクラス・ミッションを3種類達成する",2,3,27,50,46
44,"月面にて、錬金術師のCクラス・ミッションを4種類達成する",2,4,27,100,47
45,"月面にて、錬金術師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,27,200,48
46,"月面にて、調理師のDクラス・ミッションを3種類達成する",2,3,31,50,49
47,"月面にて、調理師のCクラス・ミッションを4種類達成する",2,4,31,100,50
48,"月面にて、調理師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,31,200,51
49,"月面にて、園芸師のDクラス・ミッションを3種類達成する",2,3,39,50,55
50,"月面にて、園芸師のCクラス・ミッションを4種類達成する",2,4,39,100,56
51,"月面にて、園芸師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,39,200,57
52,"月面にて、採掘師のDクラス・ミッションを3種類達成する",2,3,35,50,52
53,"月面にて、採掘師のCクラス・ミッションを4種類達成する",2,4,35,100,53
54,"月面にて、採掘師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,35,200,54
55,"月面にて、漁師のDクラス・ミッションを3種類達成する",2,3,43,50,58
56,"月面にて、漁師のCクラス・ミッションを4種類達成する",2,4,43,100,59
57,"月面にて、漁師の3種類のBクラス・ミッションで
ゴールドグレードを獲得する",2,3,43,200,60
58,"月面のコスモフォーチュンに5回挑戦する",2,5,1,300,61
59,"月面のコスモフォーチュンに30回挑戦する",2,30,1,600,62
60,"月面のコスモフォーチュンに100回挑戦する",2,100,1,900,63
61,"月面の緊急ミッションを5種類達成する",2,5,2,1000,19
62,"月面の緊急ミッションを15種類達成する",2,15,2,2000,20
63,"月面の緊急ミッションを33種類達成する",2,33,2,3000,21
64,"惑星パエンナのコスモミッションを10回達成する",2,10,1,500,6
65,"惑星パエンナのコスモミッションを50回達成する",2,50,1,800,7
66,"惑星パエンナのコスモミッションを100回達成する",2,100,1,1600,8
67,"惑星パエンナのコスモミッションを500回達成する",2,500,1,2500,9
68,"惑星パエンナのコスモミッションを10種類達成する",2,10,1,500,10
69,"惑星パエンナのコスモミッションを50種類達成する",2,50,1,1500,11
70,"惑星パエンナのコスモミッションを100種類達成する",2,100,1,4000,12
71,"惑星パエンナの10種類のコスモミッションで
ゴールドグレードを獲得する",2,10,1,500,13
72,"惑星パエンナの50種類のコスモミッションで
ゴールドグレードを獲得する",2,50,1,1500,14
73,"惑星パエンナの100種類のコスモミッションで
ゴールドグレードを獲得する",2,100,1,4000,15
74,"惑星パエンナの緊急ミッションを1回達成する",2,1,47,500,16
75,"惑星パエンナの緊急ミッションを10回達成する",2,10,47,1000,17
76,"惑星パエンナの緊急ミッションを30回達成する",2,30,47,3000,18
77,"パイロットとして惑星パエンナのメカオペレーションに参加し
1回達成する",2,1,1,1500,22
78,"パイロットとして惑星パエンナのメカオペレーションに参加し
5回達成する",2,5,1,3000,23
79,"パイロットとして惑星パエンナのメカオペレーションに参加し
10回達成する",2,10,1,4500,24
80,"サポーターとして惑星パエンナのメカオペレーションに参加し
5回達成する",2,5,1,300,25
81,"サポーターとして惑星パエンナのメカオペレーションに参加し
20回達成する",2,20,1,900,26
82,"サポーターとして惑星パエンナのメカオペレーションに参加し
50回達成する",2,50,1,2100,27
83,"惑星パエンナにて、木工師のミッションを5種類達成する",2,5,3,75,28
84,"惑星パエンナにて、木工師のミッションを10種類達成する",2,10,3,150,29
85,"惑星パエンナにて、木工師のミッションを15種類達成する",2,15,3,300,30
86,"惑星パエンナにて、鍛冶師のミッションを5種類達成する",2,5,7,75,31
87,"惑星パエンナにて、鍛冶師のミッションを10種類達成する",2,10,7,150,32
88,"惑星パエンナにて、鍛冶師のミッションを15種類達成する",2,15,7,300,33
89,"惑星パエンナにて、甲冑師のミッションを5種類達成する",2,5,11,75,34
90,"惑星パエンナにて、甲冑師のミッションを10種類達成する",2,10,11,150,35
91,"惑星パエンナにて、甲冑師のミッションを15種類達成する",2,15,11,300,36
92,"惑星パエンナにて、彫金師のミッションを5種類達成する",2,5,15,75,37
93,"惑星パエンナにて、彫金師のミッションを10種類達成する",2,10,15,150,38
94,"惑星パエンナにて、彫金師のミッションを15種類達成する",2,15,15,300,39
95,"惑星パエンナにて、革細工師のミッションを5種類達成する",2,5,19,75,40
96,"惑星パエンナにて、革細工師のミッションを10種類達成する",2,10,19,150,41
97,"惑星パエンナにて、革細工師のミッションを15種類達成する",2,15,19,300,42
98,"惑星パエンナにて、裁縫師のミッションを5種類達成する",2,5,23,75,43
99,"惑星パエンナにて、裁縫師のミッションを10種類達成する",2,10,23,150,44
100,"惑星パエンナにて、裁縫師のミッションを15種類達成する",2,15,23,300,45
101,"惑星パエンナにて、錬金術師のミッションを5種類達成する",2,5,27,75,46
102,"惑星パエンナにて、錬金術師のミッションを10種類達成する",2,10,27,150,47
103,"惑星パエンナにて、錬金術師のミッションを15種類達成する",2,15,27,300,48
104,"惑星パエンナにて、調理師のミッションを5種類達成する",2,5,31,75,49
105,"惑星パエンナにて、調理師のミッションを10種類達成する",2,10,31,150,50
106,"惑星パエンナにて、調理師のミッションを15種類達成する",2,15,31,300,51
107,"惑星パエンナにて、園芸師のミッションを5種類達成する",2,5,39,75,55
108,"惑星パエンナにて、園芸師のミッションを10種類達成する",2,10,39,150,56
109,"惑星パエンナにて、園芸師のミッションを15種類達成する",2,15,39,300,57
110,"惑星パエンナにて、採掘師のミッションを5種類達成する",2,5,35,75,52
111,"惑星パエンナにて、採掘師のミッションを10種類達成する",2,10,35,150,53
112,"惑星パエンナにて、採掘師のミッションを15種類達成する",2,15,35,300,54
113,"惑星パエンナにて、漁師のミッションを5種類達成する",2,5,43,75,58
114,"惑星パエンナにて、漁師のミッションを10種類達成する",2,10,43,150,59
115,"惑星パエンナにて、漁師のミッションを15種類達成する",2,15,43,300,60
116,"惑星パエンナのコスモフォーチュンに5回挑戦する",2,5,1,500,61
117,"惑星パエンナのコスモフォーチュンに30回挑戦する",2,30,1,1000,62
118,"惑星パエンナのコスモフォーチュンに100回挑戦する",2,100,1,1500,63
119,"惑星パエンナの緊急ミッションを5種類達成する",2,5,47,1000,19
120,"惑星パエンナの緊急ミッションを15種類達成する",2,15,47,2000,20
121,"惑星パエンナの緊急ミッションを33種類達成する",2,33,47,3000,21
122,"",0,0,0,0,0
123,"",0,0,0,0,0
124,"",0,0,0,0,0
125,"",0,0,0,0,0
126,"",0,0,0,0,0
127,"",0,0,0,0,0
128,"",0,0,0,0,0
129,"",0,0,0,0,0
130,"",0,0,0,0,0
131,"",0,0,0,0,0
132,"",0,0,0,0,0
133,"",0,0,0,0,0
134,"",0,0,0,0,0
135,"",0,0,0,0,0
136,"",0,0,0,0,0
137,"",0,0,0,0,0
138,"",0,0,0,0,0
139,"",0,0,0,0,0
140,"",0,0,0,0,0
141,"",0,0,0,0,0
142,"",0,0,0,0,0
143,"",0,0,0,0,0
144,"",0,0,0,0,0
145,"",0,0,0,0,0
146,"",0,0,0,0,0
147,"",0,0,0,0,0
148,"",0,0,0,0,0
149,"",0,0,0,0,0
150,"",0,0,0,0,0
151,"",0,0,0,0,0
152,"",0,0,0,0,0
153,"",0,0,0,0,0
154,"",0,0,0,0,0
155,"",0,0,0,0,0
156,"",0,0,0,0,0
157,"",0,0,0,0,0
158,"",0,0,0,0,0
159,"",0,0,0,0,0
160,"",0,0,0,0,0
161,"",0,0,0,0,0
162,"",0,0,0,0,0
163,"",0,0,0,0,0
164,"",0,0,0,0,0
165,"",0,0,0,0,0
166,"",0,0,0,0,0
167,"",0,0,0,0,0
168,"",0,0,0,0,0
169,"",0,0,0,0,0
170,"",0,0,0,0,0
171,"",0,0,0,0,0
172,"",0,0,0,0,0
173,"",0,0,0,0,0
174,"",0,0,0,0,0
175,"",0,0,0,0,0
176,"",0,0,0,0,0
177,"",0,0,0,0,0
178,"",0,0,0,0,0
179,"",0,0,0,0,0
180,"",0,0,0,0,0
181,"",0,0,0,0,0
182,"",0,0,0,0,0
