key,0
126,""
127,""
128,"双鋭牙【連撃】"
129,"双鋭牙【乱撃】"
130,"双鋭牙【連閃】"
131,"双鋭牙【乱閃】"
132,""
133,""
134,""
135,""
136,"飛鋭尾【連尾】"
137,"飛鋭尾【乱尾】"
138,"色魔法2実行可"
139,"色魔法3実行可"
140,""
141,""
142,"ハンマーコンボ実行可"
143,"スタープリズム実行可"
144,"レインボードリップ効果アップ"
145,"テンペラコート"
146,""
147,"プレシジョンドッジ"
148,""
149,"ゲベート実行可"
150,"グラブカッマー実行可"
151,"ブレード・オブ・オナー実行可"
152,"原初の激震実行可"
153,"ルイネーター実行可"
154,"ブラッドデリリアム"
155,"ディセスティーム実行可"
156,"フェイテッドブランド実行可"
157,"ハートコンボ実行可"
158,"金剛周天実行可"
159,"絶空拳実行可"
160,"乾坤闘気弾実行可"
161,"ドラゴンライズ実行可"
162,"スタークロッサー実行可"
163,"忍隠"
164,"秘技実行可"
165,"天理人道実行可"
166,"残心実行可"
167,"サクリフィキウム実行可"
168,"処刑人"
169,"ペルフェクティオ実行可"
170,"レゾナンスアロー実行可"
171,"光神のアンコール実行可"
172,"エクスカベーター実行可"
173,"フルメタルバースト実行可"
174,"ラストダンス実行可"
175,"フィニシングムーブ実行可"
176,"暁の舞い実行可"
177,"サンダー系魔法実行可"
178,"シアリングスパーク実行可"
179,"ブライヤー・クロゼ実行可"
180,"ノーブルインパクト実行可"
181,"グレアジャ実行可"
182,"ディヴァインカレス実行可"
183,"埋伏の毒実行可"
184,"オラクル実行可"
185,"サンサイン実行可"
186,"サブトラクティブパレット"
187,"ナーストレンド実行可"
188,"プリフルジェンス実行可"
189,"原初の混沌"
190,"ホークアイ"
191,"ルクス・ソラリス実行可"
192,"色調反転"
193,"サブトラクティブパレット実行可"
194,""
195,""
196,""
197,""
198,""
199,""
200,""
201,""
202,""
203,""
204,""
205,""
206,""
207,"モーグリシンボル"
208,"マディーンシンボル"
209,"ゴアブレード実行可"
210,"ソニックブレイク実行可"
211,"スタープリズム実行可"
212,"テンペラコート"
213,"ピクトポンポン"
214,"ピクトウィング"
215,"ピクトクロ―"
216,"ピクトファング"
217,"蛇鱗"
218,"祖霊降ろし実行可"
219,""
220,""
221,""
222,"燕返し実行可"
223,"燕返し実行可"
224,"燕返し実行可"
225,"燕返し実行可"
