key,0,1,2
6.3,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークサイドシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました！ダークサイドシンボルには暗黒の波動やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が表示されます。
暗黒の効果中は自身の与ダメージが上昇します。"
6.4,1,False,"ブラッドゲージ"
6.5,3,False,
6.6,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「グリットスタンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その発動状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはグリットスタンスを実行しましょう！"
6.7,2,False,
6.8,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
7.1,1,True,"ブラッドゲージ"
7.2,3,True,
7.3,4,False,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックブラッド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドスピラー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル64で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クワイタス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックブラッド”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を消費して実行することができます。
ブラックブラッドは特定のアクションを実行することで蓄積されていきます。"
7.4,2,False,
7.5,3,False,
7.6,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「グリットスタンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その発動状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはグリットスタンスを実行しましょう！"
7.7,1,False,"ダークサイドシンボル"
7.8,3,False,
7.9,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークサイドシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました！ダークサイドシンボルには暗黒の波動やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が表示されます。
暗黒の効果中は自身の与ダメージが上昇します。"
7.10,2,False,
7.11,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
8.1,1,True,"ダークサイドシンボル"
8.2,3,True,
8.3,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックナイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークアーツ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！ダークアーツは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックナイト”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>による
バリア効果が消費されることで付与されます。
ダークアーツが付与されていると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をＭＰの代わりにダークアーツを消費して実行することができます。"
8.4,0,False,
8.5,2,False,
8.6,3,False,
8.7,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークサイドシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました！ダークサイドシンボルには暗黒の波動やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が表示されます。
暗黒の効果中は自身の与ダメージが上昇します。"
8.8,1,False,"ブラッドゲージ"
8.9,3,False,
8.10,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「グリットスタンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その発動状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはグリットスタンスを実行しましょう！"
8.11,2,False,
8.12,3,False,
8.13,4,False,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックブラッド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドスピラー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル64で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クワイタス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックブラッド”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を消費して実行することができます。
ブラックブラッドは特定のアクションを実行することで蓄積されていきます。"
8.14,2,False,
8.15,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
9.1,1,True,"ダークサイドシンボル"
9.2,3,True,
9.3,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「影身具現」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、共に戦ってくれる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「英雄の影身」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が具現化できるようになりました！ダークサイドシンボルでは「英雄の影身」の残り具現時間が表示されます。"
9.4,2,False,
9.5,3,False,
9.6,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークサイドシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました！ダークサイドシンボルには暗黒の波動やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が表示されます。
暗黒の効果中は自身の与ダメージが上昇します。"
9.7,2,False,
9.8,3,False,
9.9,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックナイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークアーツ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！ダークアーツは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックナイト”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>による
バリア効果が消費されることで付与されます。
ダークアーツが付与されていると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をＭＰの代わりにダークアーツを消費して実行することができます。"
9.10,1,False,"ブラッドゲージ"
9.11,3,False,
9.12,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「グリットスタンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その発動状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはグリットスタンスを実行しましょう！"
9.13,2,False,
9.14,3,False,
9.15,4,False,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックブラッド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドスピラー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル64で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クワイタス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックブラッド”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を消費して実行することができます。
ブラックブラッドは特定のアクションを実行することで蓄積されていきます。"
9.16,2,False,
9.17,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
10.1,1,True,"ヒーリングケーン"
10.2,3,True,
10.3,5,False,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シークレットリリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得して自身に付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ヒーリングリリー”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の
スタック数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヒーリングケーン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ヒーリングリリーは自身が戦闘状態で一定時間が経過するたびに付与され、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ソラス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル76で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ラプチャー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで消費されます。"
10.4,2,False,
10.5,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
11.1,1,True,"ヒーリングケーン"
11.2,3,True,
11.3,5,False,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ソラス効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、ヒーリングリリーを消費するアクションの実行で蓄積される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドリリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ブラッドリリーを3段階まで蓄積することによって
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ミゼリ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できます。"
11.4,2,False,
11.5,4,False,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シークレットリリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得して自身に付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ヒーリングリリー”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の
スタック数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヒーリングケーン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ヒーリングリリーは自身が戦闘状態で一定時間が経過するたびに付与され、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ソラス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル76で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ラプチャー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで消費されます。"
11.6,2,False,
11.7,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
12.1,1,True,"エーテルフローシンボル"
12.2,3,True,
12.3,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>実行時に、その付与数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフローシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！"
12.4,2,False,
12.5,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
13.1,1,True,"エーテルゲージ"
13.2,3,True,
13.3,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルパクト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、フェアリーのエーテルである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“フェイエーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！フェイエーテルは、自身が戦闘状態かつフェアリーを召喚しているときに、エーテルフローを消費する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「生命活性法」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「深謀遠慮の策」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを戦闘中に実行することで蓄積され、エーテルパクトを実行することで消費されます。"
13.4,1,False,"エーテルフローシンボル"
13.5,3,False,
13.6,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>実行時に、その付与数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフローシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！"
13.7,2,False,
13.8,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
14.1,1,True,"エーテルゲージ"
14.2,3,True,
14.3,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・セラフィム」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得しました。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“サモン・セラフィム”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで、一時的にフェアリー・エオスの代わりに、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“セラフィム”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使役することができます。
エーテルゲージにはセラフィムの残り滞在時間が表示されます。"
14.4,2,False,
14.5,3,False,
14.6,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルパクト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、フェアリーのエーテルである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“フェイエーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！フェイエーテルは、自身が戦闘状態かつフェアリーを召喚しているときに、エーテルフローを消費する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「生命活性法」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「深謀遠慮の策」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを戦闘中に実行することで蓄積され、エーテルパクトを実行することで消費されます。"
14.7,1,False,"エーテルフローシンボル"
14.8,3,False,
14.9,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>実行時に、その付与数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフローシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！"
14.10,2,False,
14.11,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
15.1,1,True,"アルカナシンボル"
15.2,3,True,
15.3,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルドロー」「アンブラルドロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>実行時にドローしたカードを示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アルカナシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
カードをドローすると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「プレイI」「プレイII」「プレイIII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>がそれぞれ固有のカードに置き換わり、これらを実行することでカードに対応した様々な効果が発動します。"
15.4,2,False,
15.5,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
16.1,1,True,"アルカナシンボル"
16.2,3,True,
16.3,4,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「マイナーアルカナ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、「アルカナシンボル」に
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“マイナーアルカナ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のカードが表示されるようになりました！
「アストラルドロー」「アンブラルドロー」を実行すると、「マイナーアルカナ」がそれぞれ<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クラウンロード」「クラウンレディ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わります。"
16.4,2,False,
16.5,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルドロー」「アンブラルドロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>実行時にドローしたカードを示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アルカナシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
カードをドローすると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「プレイI」「プレイII」「プレイIII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>がそれぞれ固有のカードに置き換わり、これらを実行することでカードに対応した様々な効果が発動します。"
16.6,2,False,
16.7,4,False,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
17.1,0,False,
17.2,0,False,
17.3,0,False,
17.4,0,False,
17.5,0,False,
18.1,1,True,"闘気シンボル"
18.2,3,True,
18.3,5,False,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「鉄山闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得すると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状態を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「闘気シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになります。
闘気は最大まで蓄積することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「鉄山靠」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「空鳴拳」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
18.4,1,False,"象形拳シンボル"
18.5,3,False,
