key,0
1063,"トンネル開通工事が半分ほど進行したッス！
ご協力、ありがとうッスよー！<Unknown17/>次はトンネル開通工事のための、第二期共同施工を行うッスよー！
開始時刻は、探索の軌跡から確認してほしいッス！"
1064,"ピアッシングウェイ・トンネルが開通したッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1065,"トンネル奥のエリアへ、コスモライナーが敷設されたッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1066,"ムーンゲート基地がさらに拡充されたッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1067,"発雷所「エネルギゼーション・ステーション」が建設されたッス！
ご協力、ありがとうッスよー！<Unknown17/>次は給水所建設のための、共同施工を行うッスよー！
開始時刻は、探索の軌跡から確認してほしいッス！"
1068,"いろんなインフラ施設が完成したッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1069,"ローダーハンガーが拡充されたッス！
ご協力、ありがとうッスよー！<Unknown17/>次はコスモポート改築のための、共同施工を行うッスよー！
開始時刻は、探索の軌跡から確認してほしいッス！"
1070,"ローダーハンガー、コスモポートが拡充されたッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1071,"地底リフト開通工事が、半分ほど進行したッス！
ご協力、ありがとうッスよー！<Unknown17/>次は地底リフト開通工事のための、第二回共同施工を行うッスよー！
開始時刻は、探索の軌跡から確認してほしいッス！"
1072,"ネイディア・リフトが開通したッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1073,"ルナ・ネイディアに、コスモライナーが敷設されたッス！
ご協力、ありがとうッスよー！<Unknown17/>探索の軌跡に、
レポーティングウェイの新しい記事も掲載されたッス！"
1074,"ムーンゲート基地「ルナホップ・ポリス」が完成したッス！
みんなのおかげで、月面の全施設が拡充完了したッスー！<Unknown17/>ここまでのご協力、ほんとにありがとうッスよー！！
探索の軌跡に、レポーティングウェイの記事も掲載されたッス！"
1075,"小隕石群の接近が観測された！
焦がれの入江周辺に落下の可能性あり、警戒を怠るな！"
1076,"胞子霧発生の予兆が観測された。
視界不良が懸念されるため、作業の中断を検討するように。"
1077,"磁気嵐により、焦がれの入江の複数地点にて異常が発生！
緊急状況を宣言、現地で復旧任務にあたるべし！"
1078,"小隕石群がムーンゲート基地近辺へ落下。
緊急状況を宣言、迅速な被害の確認と復旧を求む！"
1079,"隕石の落着による衝撃で、地盤からガスが噴出したと報告あり！
緊急状況を宣言、被害を確認せよ！"
1080,"焦がれの入江東部にて胞子霧が発生した！
緊急状況を宣言、異常菌床の有無を調査せよ！"
1081,"焦がれの入江東部を覆う胞子霧が発生した！
緊急状況を宣言、異常菌床を徹底的に駆除せよ！"
1082,"破砕した偏属性クリスタルは、フィールドサーチャーに納品してくれ！
パワーローダーへの活動支援になるぞ！"
1083,"焼却した菌床の灰は、フィールドサーチャーに納品してくれ！
ホイールローダーへの活動支援になるぞ！"
1084,"各員の貢献により、復旧に十分な物資が集まった！
協力可能な人員は、引き続き予備物資の調達に従事してくれ。"
1085,"トンネル照明の復旧に向け、十分な物資の確保ができたようだ。
ムーンゲート基地西の、喪失物資補填に注力してくれたまえ。"
1086,"喪失した物資は、十分な量の補填を完了したようだ。
余力ある者は、トンネル復旧への物資確保に協力してくれたまえ。"
1087,"各員の協力で、エーテル回収作業用の必要物資は十分量確保した。
余力ある者は、北部のドローン捜索に協力してくれたまえ。"
1088,"ドローン捜索は、順調に運んだようだ。
基地南部で発生中の、エーテル回収用物資の調達に協力してくれ。"
1089,"隕石の撤去や採集は順調のようだな。
手の空いた者は、北部のローバー復旧物資の調達に協力してくれ！"
1090,"ローバーの復旧物資は十分量集まった！
続けて、ムーンゲート基地南西の隕石撤去に協力してくれたまえ。"
1091,"ガス溜まり除去作業用の物資は、十分集まったようだ。
続いて、体調不良者への救援物資の調達を優先してくれたまえ。"
1092,"作業員退避所より連絡、救援物資は十分集まったようだ。
ガス溜まり除去用の作業物資がまだ不足している、協力を求む。"
1093,"異常菌床焼却用の物資は、十分集まりつつあるようだ。
続けて、胞子霧の調査サンプルの採集を集中的に進めてくれ。"
1094,"胞子霧の調査サンプルは、十分に集まっているようだ。
ウェディングウェイの式園南にて、異常菌床除去に協力してくれ。"
1095,"サボテン変異種駆除用の物資は、十分量確保ができたようだ。
余力ある者は、東部の有用菌類の加工を手伝ってくれ。"
1096,"各員の協力があり、有用菌類は十分量集められているようだ。
あとはサボテン変異種の駆除に協力してやってくれ。"
1097,"焦がれの入江南部・ムーンゲート基地西部にて緊急状況発生中。
必要物資の調達が急務である、現場に向かってくれたまえ！"
1098,"ムーンゲート基地北部と、南の岩滑りの穴付近で緊急状況発生中！
必要物資の調達が急務である、現場に向かってくれたまえ。"
1099,"ムーンゲート基地の南西部と北部にて、緊急状況発生中！
必要物資の調達が急務である、現場に向かってくれたまえ。"
1100,"ルナ・ネイディアの地下現場にて、緊急状況発生中！
必要物資の調達が急務である、現場に向かってくれたまえ。"
1101,"ムーンゲート基地北部と、焦がれの入江南東部で緊急状況発生中！
必要物資の調達が急務である、現場に向かってくれたまえ。"
1102,"焦がれの入江東部にて、緊急状況発生中！
必要物資の調達が急務である、現場に向かってくれたまえ。"
1103,""
1104,""
1105,"採集可能な場所の数"
1106,"コスモミッションをやってみよう"
1107,""
1108,""
1109,""
1110,""
1111,""
1112,""
1113,""
1114,""
1115,""
1116,""
1117,""
1118,""
1119,""
1120,""
1121,""
1122,""
1123,""
1124,""
1125,""
1126,""
1127,""
1128,""
1129,""
1130,""
1131,""
1132,""
1133,""
1134,""
1135,""
1136,""
1137,""
1138,""
1139,""
1140,""
1141,""
1142,""
1143,""
1144,""
1145,""
1146,""
1147,""
1148,""
1149,""
