key,0
27,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルパクト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、フェアリーのエーテルである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“フェイエーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！フェイエーテルは、自身が戦闘状態かつフェアリーを召喚しているときに、エーテルフローを消費する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「生命活性法」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「深謀遠慮の策」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを戦闘中に実行することで蓄積され、エーテルパクトを実行することで消費されます。"
28,"エーテルゲージ"
29,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・セラフィム」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得しました。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“サモン・セラフィム”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで、一時的にフェアリー・エオスの代わりに、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“セラフィム”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使役することができます。
エーテルゲージにはセラフィムの残り滞在時間が表示されます。"
30,"アルカナシンボル"
31,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルドロー」「アンブラルドロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>実行時にドローしたカードを示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アルカナシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
カードをドローすると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「プレイI」「プレイII」「プレイIII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>がそれぞれ固有のカードに置き換わり、これらを実行することでカードに対応した様々な効果が発動します。"
32,"アルカナシンボル/アストロサイン"
33,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「マイナーアルカナ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、「アルカナシンボル」に
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“マイナーアルカナ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のカードが表示されるようになりました！
「アストラルドロー」「アンブラルドロー」を実行すると、「マイナーアルカナ」がそれぞれ<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クラウンロード」「クラウンレディ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わります。"
34,"闘気シンボル"
35,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「鉄山闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得すると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状態を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「闘気シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになります。
闘気は最大まで蓄積することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「鉄山靠」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「空鳴拳」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
36,"象形拳シンボル"
37,"「象形拳シンボル」に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“チャクラ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“陰陽の闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
チャクラは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“魔猿のチャクラ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“走竜のチャクラ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“猛虎のチャクラ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の3種類があり、特定のウェポンスキルを実行することで付与されます。

付与されたチャクラの組み合わせにより異なる3つのアクションが実行可能です。
同じチャクラを3つ付与することでアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「蒼気砲」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
3種類のチャクラをすべて付与するとアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「爆裂脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
種類を問わず3つのチャクラを付与するとアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「天宙脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。

また、「蒼気砲」を実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“陰の闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、「爆裂脚」を実行すると
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“陽の闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
さらに陰の闘気と陽の闘気が付与された状態で、チャクラが種類を問わず3つ付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「闘魂旋風脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
38,"疾風迅雷シンボル"
39,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「桃園結義」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得しました！
「桃園結義」を実行すると、自身と周囲のパーティメンバーに対して
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「桃園結義：闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、「桃園結義：闘気」効果中に限り、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を最大10個まで蓄積させることができます。"
40,"竜血ゲージ"
41,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ゲイルスコグル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“蒼の竜血”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が確認できる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「竜血ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ゲイルスコグル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行し、蒼の竜血状態に移行することで、自身の与ダメージを上昇させることができます。"
42,"竜血ゲージ"
43,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ランスマスタリーIV」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得すると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「竜眼雷電」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>および<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「竜眼蒼穹」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の
実行時に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“天竜眼”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されるようになります。
天竜眼を最大値まで付与することで、アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「天竜点睛」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
44,""
45,"風纏シンボル"
46,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「強甲破点突」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“風纏”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状態を確認できる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「風纏シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
風纏は「強甲破点突」をコンボで実行すると最大5つまで蓄積され、これを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「旋風刃」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の威力を上昇させることができます。
風纏の状態を意識しつつ、強力なコンボを叩きこみましょう！"
47,"忍気ゲージ"
48,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「集気法」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“忍気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積量を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「忍気ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！忍気はウェポンスキルによって蓄積し、忍気を消費することで
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「口寄せの術・大蝦蟇」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル68で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「六道輪廻」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
49,"雪月花シンボル"
50,"侍の<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「雪の閃」「月の閃」「花の閃」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の付与状態がわかる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「雪月花シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されました！
これらの<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“閃”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>は、特定のウェポンスキルコンボを実行すると付与され、その段階ごとに<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「居合術」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「彼岸花」「天下五剣」「乱れ雪月花」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に変化し、それぞれを実行できるようになります。"
51,"剣気ゲージ"
52,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「剣気マスタリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“剣気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況がわかる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「剣気ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
剣気はウェポンスキルや「心眼」が成功した際に蓄積され、剣気を消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「必殺剣・震天」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル54で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「必殺剣・暁天」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、レベル70で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「必殺剣・紅蓮」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などの必殺剣関連のアクションを実行することができます。"
53,"戦歌ゲージ"
54,"対象に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「賢人のバラード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行すると、専用の<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「戦歌ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになり、戦歌の残り効果時間が確認できます。
戦歌の効果中は一定確率で<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“詩心”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が発動し
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドレッター」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル45で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レイン・オブ・デス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のリキャストタイムが
短縮されます。"
55,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“詩心”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>は<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ベノムバイト/コースティックバイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ウィンドバイト/ストームバイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>による継続ダメージの命中時に一定確率で発動します。戦歌を使い、詩心を付与させていくことで吟遊詩人の攻撃力を高めることができます。"
56,"対象に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「軍神のパイオン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行すると、専用の<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「戦歌ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになり、戦歌の残り効果時間が確認できます。
戦歌の効果中は一定確率で戦歌ゲージ下部に音符のシンボルで表された<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“詩心”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が４段階まで蓄積し、蓄積量に応じて攻撃速度が上昇します。"
57,"対象に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「旅神のメヌエット」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行すると、専用の<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「戦歌ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになり、戦歌の残り効果時間が確認できます。
戦歌の効果中は一定確率で戦歌ゲージ下部に矢じりのシンボルで表された<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“詩心”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が3段階まで蓄積し、詩心を消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピッチパーフェクト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できるようになります。"
58,"ソウルボイスゲージ"
59,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソウルボイス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ソウルボイス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況がわかる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソウルボイスゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
“ソウルボイス”は詩心が付与されると同時に蓄積され<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エイペックスアロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで消費されます。"
60,"エンジニアゲージ"
61,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヒートゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示され、特定のウェポンスキルを実行することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ヒート”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が蓄積されるようになりました！
ヒートの値が一定以上で<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハイパーチャージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行し、オーバーヒート状態に移行することで
レベル35で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヒートブラスト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、
レベル52で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「オートボウガン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を
実行できるようになります。"
62,"エンジニアゲージ"
63,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「オートタレット・ルーク」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「バッテリーゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が追加されました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“バッテリー”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>は特定のアクションを実行すると蓄積され、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「オートタレット・ルーク」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで、自身の攻撃に連動して敵を攻撃する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“タレット”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を設置することができます。さらに、レベル80で修得するアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「オートマトン・クイーン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで、共に戦ってくれる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“オートマトン・クイーン”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を呼び出すことができます。"
64,"エレメンタルゲージ"
65,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>アストラルファイア／アンブラルブリザード<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の状態を示す、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エレメンタルゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>火属性魔法<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行するとアストラルファイア状態、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>氷属性魔法<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行するとアンブラルブリザード状態となり、それぞれで以下の効果が発生します。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>《アストラルファイア効果中》<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
火属性魔法の消費ＭＰが増加する代わりに威力が上昇します。
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>《アンブラルブリザード効果中》<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
氷属性魔法の消費ＭＰが0になり、実行に成功するとＭＰが回復します。
※アストラルファイア／アンブラルブリザードが付与されると、反対属性魔法の威力が減少しますが、実行時の消費ＭＰが0になります。

2つの属性をうまく使い分けて戦いましょう！"
