key,0,1,2,3,4,5,6,7,8,9,10
8,"トレジャーハント","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","いずれかの古ぼけた地図を解読し、宝箱を開ける。","","ui/icon/111000/111042.tex",0,,66747,0,0
9,"モブハント","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","<Sheet(EventItem,<Sheet(MobHuntOrderType,IntegerParameter(5),2)/>,0)/>をコンプリートする。","","ui/icon/111000/111041.tex",0,,0,99,0
10,"釣り","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","<Sheet(Item,<Sheet(FishParameter,IntegerParameter(5),4)/>,0)/>を釣り上げる。","","ui/icon/111000/111043.tex",0,,66643,0,0
11,"G.A.T.E.","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","いずれかの<Sheet(ContentType,IntegerParameter(2),0)/>でMGPを入手する。","G.A.T.E.の種類により、報酬の量が異なります。
「報酬詳細確認」から確認できます。","ui/icon/111000/111046.tex",0,,65970,0,0
12,"F.A.T.E.","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","<If(Equal(IntegerParameter(4),2))><Sheet(PlaceName,<Sheet(TerritoryType,IntegerParameter(5),5)/>,0)/>または<Sheet(PlaceName,<Sheet(TerritoryType,IntegerParameter(6),5)/>,0)/>の<Sheet(ContentType,IntegerParameter(2),0)/>を<Value>IntegerParameter(8)</Value>回コンプリートする。<Else/><Sheet(PlaceName,<Sheet(TerritoryType,IntegerParameter(5),5)/>,0)/>の<Sheet(ContentType,IntegerParameter(2),0)/>を<Value>IntegerParameter(8)</Value>回コンプリートする。</If>","","ui/icon/111000/111045.tex",0,,0,0,0
13,"","","","","",,0,,0,0,0
14,"トレジャーハント","トレジャーハント：宝物庫","トレジャーハント：宝物庫
Lv<Value>IntegerParameter(7)</Value>","トレジャーハントの転送魔紋から突入できる宝物庫に<Value>IntegerParameter(8)</Value>回挑戦する
※コンテンツを途中退出した場合はカウント対象になりません","","ui/icon/111000/111047.tex",0,,0,0,179
15,"禁断の地エウレカ","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","<Sheet(PublicContent,IntegerParameter(5),3)/>のノートリアスモンスターを<Value>IntegerParameter(8)</Value>体討伐する。","",,0,,0,0,283
16,"セイブ・ザ・クイーン","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","<Sheet(PublicContent,IntegerParameter(5),3)/>のクリティカルエンゲージメントを<Value>IntegerParameter(8)</Value>回達成する。","",,0,,0,0,735
17,"マスクカーニバル","<If(GreaterThan(IntegerParameter(1),0))>マスクカーニバル<Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))>マスクカーニバル<Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","いずれかのマスクカーニバルを攻略する。","","ui/icon/112000/112332.tex",7735774,,68734,0,610
18,"無人島開拓","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>？？？？</If>
Lv<Value>IntegerParameter(7)</Value>","<Sheet(ContentType,IntegerParameter(2),0)/>で開拓素材の採集を<Value>IntegerParameter(8)</Value>回行う。","","ui/icon/101000/101184.tex",9323110,,70179,0,0
