key,0,1,2
95,"リーヴテスト01","指定採集：塩漬け用のアンチョビ",3
96,"指定採集：塩漬け用のアンチョビ","製作依頼：双蛇党の訓練用長槍",3
97,"製作依頼：双蛇党の訓練用長槍","製作依頼：輸出用のハチェット",3
98,"製作依頼：輸出用のハチェット","製作依頼：在庫用の銅塊（甲冑師）",3
99,"製作依頼：在庫用の銅塊（甲冑師）","製作依頼：不足分の粗銅塊",3
100,"製作依頼：不足分の粗銅塊","製作依頼：職人向け革頭巾",3
101,"製作依頼：職人向け革頭巾","製作依頼：安価な下着",3
102,"製作依頼：安価な下着","製作依頼：毒薬の材料",3
103,"製作依頼：毒薬の材料","製作依頼：保存食用の食塩",3
104,"製作依頼：保存食用の食塩","防衛指令：獣に狙われた補給物資",3
105,"","",3
106,"","",3
107,"","",3
108,"","",3
109,"","",3
110,"","",3
111,"","",3
112,"","",3
113,"","",3
114,"","",3
115,"","",3
116,"","",3
117,"","",2
118,"防衛指令：獣に狙われた補給物資","天然要害 サスタシャ浸食洞",2
119,"天然要害 サスタシャ浸食洞","クリスタルタワー：古代の民の迷宮",2
120,"クリスタルタワー：古代の民の迷宮","イフリート討伐戦",2
121,"イフリート討伐戦","死者の宮殿 B1～B10",2
122,"死者の宮殿 B1～B10",,2
123,"","",2
