key,0,1,2,3
79,"Level#5581204","",4,0
80,"Level#1140490","",5,0
81,"Level#2360548","",6,0
82,"Level#3146810","",7,0
83,"Level#2465084","",8,0
84,"Level#5581206","",9,0
85,"Level#4261609","",10,0
86,"Level#5581196","",11,0
87,"Level#4249634","",12,0
88,"Level#4259850","",13,0
89,"Level#3766212","",14,0
90,"Level#1673081","",15,0
91,"Level#3629823","",16,0
92,"Level#4250584","",17,0
93,"Level#4263517","",18,0
94,"Level#5581197","",19,0
95,"Level#4257902","",20,0
96,"Level#1146551","",21,0
97,"Level#4753811","",22,0
98,"Level#4256140","",23,0
99,"Level#5581186","",24,0
100,"Level#1141151","",25,0
101,"Level#4101490","",26,0
102,"Level#4127303","",27,0
103,"Level#5663701","",28,0
104,"Level#4374262","",29,0
105,"Level#4258385","",30,0
106,"Level#4101423","",31,0
107,"Level#5581915","剣術士",50,59
108,"Level#1143516","",32,0
109,"Level#2682191","",33,0
110,"Level#1673577","",34,0
111,"Level#3642535","",35,0
112,"Level#5581899","",36,0
113,"Level#5796581","",37,0
114,"Level#5814139","",38,0
115,"Level#5864096","",39,0
116,"Level#5927813","",40,0
117,"Level#5814720","",41,0
118,"Level#5840614","",42,0
119,"Level#5900081","",43,0
120,"Level#5811436","",44,0
121,"Level#5802670","",45,0
122,"Level#5937783","",46,0
123,"Level#6085420","",47,0
124,"Level#6209460","",48,0
125,"Level#4272594","",49,0
126,"Level#5873405","",50,0
127,"Level#5874750","",51,0
128,"Level#6323298","",52,0
129,"Level#1904988","",53,0
130,"Level#4097322","",54,0
131,"Level#6955049","",55,0
132,"Level#6654205","",56,0
133,"Level#6861929","",57,0
134,"Level#6848289","",58,0
135,"Level#6844084","",59,0
136,"Level#6826254","",60,0
137,"Level#6940301","",61,0
138,"Level#6841559","",62,0
139,"Level#6841981","",63,0
140,"Level#6794369","",64,0
141,"Level#6955577","",65,0
142,"Level#6782550","",66,0
143,"Level#6846334","",67,0
144,"Level#6904392","",68,0
145,"Level#6829259","",69,0
146,"Level#7261358","",70,0
147,"Level#6782523","",71,0
148,"Level#7668953","",72,0
149,"Level#7668951","",73,0
150,"Level#7785472","",74,0
151,"Level#7852555","",75,0
152,"Level#6862867","",76,0
153,"Level#7785699","",77,0
154,"Level#7785754","",78,0
155,"Level#7828240","",79,0
156,"Level#8017105","",80,0
157,"Level#8018200","",81,0
158,"Level#7810904","",82,0
159,"Level#8017134","",83,0
160,"Level#7790159","",84,0
161,"Level#7823477","",85,0
162,"Level#8017280","",86,0
163,"Level#8153080","",87,0
164,"Level#7821202","",88,0
165,"Level#8278857","",89,0
166,"Level#8426091","",90,0
167,"Level#8378786","",91,0
168,"Level#8426144","",92,0
169,"Level#8612500","",93,0
170,"Level#8610547","",94,0
171,"Level#8766864","",95,0
172,"Level#8994014","",96,0
173,"Level#8994064","",97,0
174,"Level#8994088","",98,0
175,"Level#8862069","",99,0
176,"Level#8994119","",100,0
177,"Level#8994122","",101,0
178,"Level#9173588","",102,0
179,"Level#9230548","",103,0
180,"Level#9405323","",104,0
181,"Level#9675073","",105,0
182,"Level#8980103","",106,0
183,"Level#9728781","",107,0
184,"Level#10189405","",108,0
185,"Level#10189407","",109,0
186,"Level#10806908","",110,0
187,"Level#10806913","",111,0
188,"Level#10806431","",112,0
189,"Level#10806914","",113,0
190,"Level#10806917","",114,0
191,"Level#10806452","",115,0
192,"Level#10806915","",116,0
193,"Level#10806911","",117,0
194,"Level#10968710","",118,0
195,"Level#10967716","",119,0
196,"Level#11738323","",120,0
197,"Level#11704272","",121,0
