key,0,1,2,3,4
28,"クロニクルクエスト：ミソロジー・オブ・エオルゼア",1,1,"クロニクルクエスト",0
29,"クロニクルクエスト：アルカディア",1,1,"クロニクルクエスト",0
30,"クロニクルクエスト：エコーズ オブ ヴァナ・ディール",1,1,"クロニクルクエスト",0
31,"友好部族クエスト：マムージャ族",2,1,"友好部族クエスト2（黄金のレガシー）",0
32,"友好部族クエスト：ペルペル族",2,1,"友好部族クエスト2（黄金のレガシー）",0
33,"友好部族クエスト：エクストラストーリー",2,1,"友好部族クエスト2（黄金のレガシー）",0
34,"友好部族クエスト：アマルジャ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
35,"友好部族クエスト：シルフ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
36,"友好部族クエスト：コボルド族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
37,"友好部族クエスト：サハギン族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
38,"友好部族クエスト：イクサル族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
39,"友好部族クエスト：バヌバヌ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
40,"友好部族クエスト：グナース族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
41,"友好部族クエスト：モーグリ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
42,"友好部族クエスト：コウジン族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
43,"友好部族クエスト：アナンタ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
44,"友好部族クエスト：ナマズオ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
45,"友好部族クエスト：ピクシー族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
46,"友好部族クエスト：キタリ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
47,"友好部族クエスト：ドワーフ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
48,"友好部族クエスト：アルカソーダラ族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
49,"友好部族クエスト：オミクロン族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
50,"友好部族クエスト：レポリット族",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
51,"友好部族クエスト：エクストラストーリー",2,1,"友好部族クエスト1（新生・蒼天・紅蓮・漆黒・暁月）",0
52,"サブクエスト：メインクエスト番外編",2,1,"サブクエスト",0
53,"サブクエスト：事件屋ヒルディブランド",2,1,"サブクエスト",0
54,"サブクエスト：武器強化",2,1,"サブクエスト",0
55,"サブクエスト：特殊コンテンツ",2,1,"サブクエスト",0
56,"サブクエスト：サブストーリー",2,1,"サブクエスト",0
57,"サブクエスト：ラノシア",3,1,"サブクエスト",0
58,"サブクエスト：黒衣森",3,1,"サブクエスト",0
59,"サブクエスト：ザナラーン",3,1,"サブクエスト",0
60,"サブクエスト：クルザス",3,1,"サブクエスト",0
61,"サブクエスト：モードゥナ",3,1,"サブクエスト",0
62,"サブクエスト：イシュガルド",3,1,"サブクエスト",0
63,"サブクエスト：アバラシア",3,1,"サブクエスト",0
64,"サブクエスト：ドラヴァニア",3,1,"サブクエスト",0
65,"サブクエスト：アジス・ラー",3,1,"サブクエスト",0
66,"サブクエスト：ギラバニア",3,1,"サブクエスト",0
67,"サブクエスト：オサード",3,1,"サブクエスト",0
68,"サブクエスト：ひんがしの国",3,1,"サブクエスト",0
69,"サブクエスト：レイクランド",3,1,"サブクエスト",0
70,"サブクエスト：コルシア島",3,1,"サブクエスト",0
71,"サブクエスト：アム・アレーン",3,1,"サブクエスト",0
72,"サブクエスト：イル・メグ",3,1,"サブクエスト",0
73,"サブクエスト：ラケティカ大森林",3,1,"サブクエスト",0
74,"サブクエスト：テンペスト",3,1,"サブクエスト",4
75,"サブクエスト：シャーレアン",3,1,"サブクエスト",0
76,"サブクエスト：サベネア島",3,1,"サブクエスト",0
77,"サブクエスト：ガレマルド",3,1,"サブクエスト",0
78,"サブクエスト：嘆きの海",3,1,"サブクエスト",7
79,"サブクエスト：エルピス",3,1,"サブクエスト",9
80,"サブクエスト：ウルティマ・トゥーレ",3,1,"サブクエスト",8
81,"サブクエスト：ヨカ・トラル",3,1,"サブクエスト",0
82,"サブクエスト：サカ・トラル",3,1,"サブクエスト",0
83,"サブクエスト：アンロスト・ワールド",3,1,"サブクエスト",27
84,"クラスクエスト：ファイター",2,1,"クラス・ジョブ",0
85,"クラスクエスト：ソーサラー",2,1,"クラス・ジョブ",0
86,"クラスクエスト：クラフター",2,1,"クラス・ジョブ",0
87,"クラスクエスト：ギャザラー",2,1,"クラス・ジョブ",0
88,"クラスクエスト：ミーン工芸館取引",2,1,"クラス・ジョブ",0
89,"クラスクエスト：魔法大学取引",2,1,"クラス・ジョブ",0
90,"クラスクエスト：ワチュメキメキ万貨街取引",2,1,"クラス・ジョブ",0
91,"ジョブクエスト：ファイター",2,1,"クラス・ジョブ",0
92,"ジョブクエスト：ソーサラー",2,1,"クラス・ジョブ",0
93,"ロールクエスト",2,1,"クラス・ジョブ",0
94,"グランドカンパニークエスト",2,1,"その他",0
95,"シーズナルイベント",2,1,"その他",0
96,"エトセトラクエスト",2,1,"その他",0
97,"リーヴ：傭兵稼業",3,2,"リーヴ",0
98,"リーヴ：採掘師",3,2,"リーヴ",0
99,"リーヴ：園芸師",3,2,"リーヴ",0
100,"リーヴ：漁師",3,2,"リーヴ",0
101,"リーヴ：木工師",3,2,"リーヴ",0
102,"リーヴ：鍛冶師",3,2,"リーヴ",0
103,"リーヴ：甲冑師",3,2,"リーヴ",0
104,"リーヴ：彫金師",3,2,"リーヴ",0
105,"リーヴ：革細工師",3,2,"リーヴ",0
106,"リーヴ：裁縫師",3,2,"リーヴ",0
107,"リーヴ：錬金術師",3,2,"リーヴ",0
108,"リーヴ：調理師",3,2,"リーヴ",0
109,"神殿騎士団リーヴ：傭兵稼業",3,2,"リーヴ",0
110,"神殿騎士団リーヴ：採掘師",3,2,"リーヴ",0
111,"神殿騎士団リーヴ：園芸師",3,2,"リーヴ",0
112,"神殿騎士団リーヴ：漁師",3,2,"リーヴ",0
113,"神殿騎士団リーヴ：木工師",3,2,"リーヴ",0
114,"神殿騎士団リーヴ：鍛冶師",3,2,"リーヴ",0
115,"神殿騎士団リーヴ：甲冑師",3,2,"リーヴ",0
116,"神殿騎士団リーヴ：彫金師",3,2,"リーヴ",0
117,"神殿騎士団リーヴ：革細工師",3,2,"リーヴ",0
118,"神殿騎士団リーヴ：裁縫師",3,2,"リーヴ",0
119,"神殿騎士団リーヴ：錬金術師",3,2,"リーヴ",0
120,"神殿騎士団リーヴ：調理師",3,2,"リーヴ",0
121,"ギルドリーヴ：ファクション",2,2,"リーヴ",0
122,"グランドカンパニーリーヴ",2,2,"リーヴ",0
123,"コンテンツ：新生エオルゼア",2,3,"コンテンツ関連",0
124,"コンテンツ：蒼天のイシュガルド",2,3,"コンテンツ関連",0
125,"コンテンツ：紅蓮のリベレーター",2,3,"コンテンツ関連",0
126,"コンテンツ：漆黒のヴィランズ",2,3,"コンテンツ関連",0
127,"コンテンツ：暁月のフィナーレ",2,3,"コンテンツ関連",0
128,"コンテンツ：黄金のレガシー",2,3,"コンテンツ関連",0
129,"レガシークエスト",2,4,"その他",0
