key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
16,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
17,"麻痺","身体が痺れ、時々行動できなくなる状態。",215006,0,0,1,2,5,0,False,False,False,False,False,False,True,False,False,100,0,False,False,33,0,False,0,False,0,False,0,0,0,False,False,False,0
18,"毒","毒に冒された状態。ＨＰが徐々に失われる。",215007,0,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,5,False,0,0,0,False,False,False,0
19,"猛毒","毒に冒された状態。ＨＰが徐々に失われる。",215517,0,0,1,2,1,0,False,False,False,False,False,False,False,True,True,10,0,False,True,100,0,False,0,False,5,False,0,0,0,False,False,False,0
20,"ＴＰ継続ダメージ","連続してＴＰが減少している状態。",215025,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
21,"最大ＨＰアップ","最大ＨＰが増加した状態。",215075,6,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
22,"最大ＨＰダウン","最大ＨＰが減少した状態。",215076,6,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
23,"最大ＭＰアップ","最大ＭＰが増加した状態。",215077,7,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
24,"最大ＭＰダウン","最大ＭＰが減少した状態。",215078,7,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
25,"物理攻撃力アップ","物理攻撃力が向上した状態。",215050,8,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
26,"物理攻撃力ダウン","物理攻撃力が低下した状態。",215051,8,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
27,"命中率アップ","命中率が向上した状態。",215060,9,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
28,"命中率ダウン","命中率が低下した状態。",215061,9,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
29,"物理防御力アップ","物理防御力が向上した状態。",215052,10,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
30,"物理防御力ダウン","物理防御力が低下した状態。",215053,10,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
31,"回避力アップ","回避力が向上した状態。",215062,11,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
32,"回避力ダウン","回避力が低下した状態。",215063,11,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
33,"魔法攻撃力アップ","魔法攻撃力が向上した状態。",215054,12,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
34,"魔法攻撃力ダウン","魔法攻撃力が低下した状態。",215055,12,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
35,"魔法回復力アップ","魔法回復力が向上した状態。",215058,13,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
36,"魔法回復力ダウン","魔法回復力が低下した状態。",215059,13,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
37,"魔法防御力アップ","魔法防御力が向上した状態。",215056,14,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
38,"魔法防御力ダウン","魔法防御力が低下した状態。",215057,14,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
39,"スタン無効","スタンを無効化する状態。",215566,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
40,"沈黙無効","沈黙を無効化する状態。",215567,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
41,"製作設備","製作設備の助けを借りた状態。レベル90以下のクラフターの最大ＣＰが増加する。",216107,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
42,"超える力","己の限界を超えた状態。最大ＨＰが増加し、かつ与ダメージと自身からのＨＰ回復効果が上昇する。",216207,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,15,0,False,0,False,0,False,0,0,0,False,False,False,0
43,"衰弱","身体が弱り、ＳＴＲ・ＤＥＸ・ＩＮＴ・ＭＮＤが25％低下した状態。",215010,16,0,1,2,0,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
44,"衰弱［強］","身体が弱り、ＳＴＲ・ＤＥＸ・ＩＮＴ・ＭＮＤが50％低下した状態。",215011,16,0,1,2,0,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
45,"経験値アップ（クラフター専用）","クラフターの経験値が上がりやすくなっている状態。",216106,15,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
46,"経験値アップ（ギャザラー専用）","ギャザラーの経験値が上がりやすくなっている状態。",216006,15,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
47,"スニーク","静かに行動し、敵に発見されにくくなった状態。
レベルが「自分のレベル＋4」以下の敵に襲われなくなる。",216015,0,0,1,1,16,138,False,False,False,False,False,False,False,True,True,2,0,False,False,0,0,False,0,False,0,False,0,36,0,False,False,False,0
48,"食事","食事の効果を受けている状態。",216202,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,1,False,False,1,0,False,0,False,0,False,0,0,0,False,False,False,0
49,"強化薬","強化薬の効果を受けている状態。",216203,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,False,0
50,"スプリント","移動速度が上昇した状態。",210101,41,0,1,1,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,18,False,0,False,0,False,0,6,0,False,False,False,0
51,"ＳＴＲダウン","ＳＴＲが低下した状態。",215080,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
52,"ＶＩＴダウン","ＶＩＴが低下した状態。",215082,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
53,"物理ダメージ上昇","物理ダメージが上昇した状態。",215050,35,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
54,"物理ダメージ低下","物理ダメージが低下した状態。",215051,35,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
55,"被物理ダメージ軽減","受ける物理ダメージが軽減される状態。",215052,36,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
56,"被物理ダメージ増加","受ける物理ダメージが増加する状態。",215053,36,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
57,"魔法ダメージ上昇","魔法ダメージが上昇した状態。",215054,37,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
58,"魔法ダメージ低下","魔法ダメージが低下した状態。",215055,37,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
59,"被魔法ダメージ軽減","受ける魔法ダメージが軽減される状態。",215056,38,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
60,"被魔法ダメージ増加","受ける魔法ダメージが増加する状態。",215057,38,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
61,"ダメージ上昇","与ダメージが上昇した状態。",215519,39,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
62,"ダメージ低下","与ダメージが低下した状態。",215520,39,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
63,"被ダメージ低下","受けるダメージが軽減される状態。",215021,40,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
64,"被ダメージ上昇","受けるダメージが増加する状態。",215020,40,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
65,"ウェポンスキル強化：クリティカル","ウェポンスキルが必ずクリティカルする状態。",215016,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
66,"恐怖","恐怖で行動できなくなった状態。",215516,0,0,1,2,18,0,True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
67,"ヘヴィ［強］","移動速度が低下した状態。",215518,0,0,1,2,4,6,False,False,False,False,False,False,False,True,True,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
68,"オートアタック強化：ＨＰ吸収","オートアタックにＨＰ吸収効果を得た状態。",215504,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
69,"オートアタック強化：ＴＰ吸収","オートアタックにＴＰ吸収効果を得た状態。",215505,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
70,"オートアタック強化：スタン","オートアタック時に一定確率でスタンが発動する状態。",215506,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,176,0,False,0,False,0,False,0,0,0,False,False,False,0
71,"ランパート","受けるダメージの一部が軽減される状態。",210152,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
72,"コンバレセンス","回復魔法による自身に対するＨＰ回復効果を向上させる状態。",210157,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
73,"アウェアネス","クリティカルヒット攻撃を受けなくなった状態。",213916,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
74,"センチネル","受けるダメージの一部が軽減される状態。",210151,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,False,0
75,"鋼の意志","一部を除くすべてのノックバックと引きよせを無効化する状態。",210153,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
76,"ファイト・オア・フライト","与ダメージが上昇した状態。",210155,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
77,"ブルワーク","攻撃を確実にブロックする状態。",210156,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
78,"忠義の剣","オートアタックに追加ダメージが付与された状態。",212505,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,True,0,False,0,False,0,0,0,False,False,False,0
79,"アイアンウィル","自身に向けられる敵視が上昇する状態。",212506,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,False,0
80,"かばう","特定のパーティメンバーを護っている状態。",212501,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
81,"かばう［被］","特定のパーティメンバーによって護られている状態。",212502,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,35,0,False,False,False,0
82,"インビンシブル","一部を除くすべてのダメージを無効化する状態。",212504,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,70,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
83,"フォーサイト","物理防御力が向上した状態。",210252,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
84,"ブラッドバス","物理攻撃にＨＰ吸収効果が付与された状態。",213913,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,25,0,False,0,False,0,False,0,0,0,False,False,False,0
85,"メイム","与ダメージが上昇した状態。",210262,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
86,"バーサク","自身のウェポンスキルによる攻撃が必ずクリティカルヒットかつダイレクトヒットする状態。
クリティカルヒットやダイレクトヒットの発動率を上昇させる効果を受けている場合は与ダメージが上昇する。",217217,0,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,False,0
87,"スリル・オブ・バトル","最大ＨＰが増加した状態。
スリル・オブ・バトル効果アップ修得後追加効果：自身に対するＨＰ回復効果を向上させる。",210254,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
88,"ホルムギャング","移動できなくなった状態。この効果はダメージで解除されない。",210255,0,0,1,2,17,0,True,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
89,"ヴェンジェンス","受けるダメージが軽減され、かつ物理攻撃を受けた場合に、反撃ダメージを与える状態。",210256,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-30,0,False,0,False,0,False,0,0,0,False,False,False,0
90,"シュトルムブレハ","与ダメージが上昇した状態。",210263,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
91,"ディフェンダー","自身に向けられる敵視が上昇する状態。",212551,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,False,0
92,"アンチェインド","「ディフェンダー」による与ダメージ低下ペナルティを無効化した状態。",212552,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
93,"ラース","受け流し発動率が向上した状態。",210257,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,False,0
94,"ラースII","受け流し発動率が向上した状態。",210258,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,4,0,False,0,False,0,False,0,0,0,False,False,False,0
95,"ラースIII","受け流し発動率が向上した状態。",210259,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,6,0,False,0,False,0,False,0,0,0,False,False,False,0
96,"ラースIV","受け流し発動率が向上した状態。",210260,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,8,0,False,0,False,0,False,0,0,0,False,False,False,0
97,"ラースV","受け流し発動率が向上した状態。",210261,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
98,"双竜脚","打耐性が低下した状態。",210215,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
99,"フェザーステップ","回避率が向上した状態。",210201,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
100,"発勁","クリティカル発動率が向上した状態。",210204,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
101,"双掌打","与ダメージが上昇した状態。",210216,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
102,"マントラ","自身に対するＨＰ回復効果を向上させる状態。",210206,0,0,41,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
103,"紅蓮の構え","与ダメージが向上した状態。",210202,29,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,5,0,True,528,False,0,False,0,0,0,False,False,False,0
104,"金剛の構え","受けるダメージの一部が軽減される状態。",210203,29,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,-10,0,True,528,False,0,False,0,0,0,False,False,False,0
105,"疾風の構え","移動速度が上昇した状態。",212526,29,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
106,"秘孔拳","ＨＰが徐々に失われる状態。",210211,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,3,False,0,0,0,False,False,False,0
107,"壱の型：魔猿","壱の型：魔猿の態勢をとっている状態。",210212,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
108,"弐の型：走竜","弐の型：走竜の態勢をとっている状態。",210213,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
109,"参の型：猛虎","参の型：猛虎の態勢をとっている状態。",210214,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
110,"踏鳴","壱の型、弐の型、参の型のすべてに対応できる態勢をとっている状態。",217564,31,3,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,True,528,False,0,False,0,0,0,False,False,False,0
111,"疾風迅雷","与ダメージが上昇し、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮された状態。",210207,32,0,1,1,16,8,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
112,"疾風迅雷II","与ダメージが上昇し、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮された状態。",210208,32,0,1,1,16,9,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
113,"疾風迅雷III","与ダメージが上昇し、オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムが短縮された状態。",210209,32,0,1,1,16,10,False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,True,0,False,0,False,0,0,0,False,False,False,0
114,"キーンフラーリ","受け流し発動率が向上した状態。",210301,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
115,"ヘヴィスラスト","与ダメージが上昇した状態。",210306,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
116,"ライフサージ","次に実行するウェポンスキルが必ずクリティカルヒットし、かつＨＰを吸収する状態。
クリティカルヒットの発動率を上昇させる効果を受けている場合は与ダメージが上昇する。",210302,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
117,"捨身","与ダメージが上昇する代わりに被ダメージも上昇している状態。",210304,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
118,"桜華狂咲","ＨＰが徐々に失われる状態。",210307,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
119,"二段突き","ＨＰが徐々に失われる状態。",210305,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
120,"竜槍","次の「ジャンプ」もしくは「スパインダイブ」のダメージが向上する状態。",210303,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
121,"ディセムボウル","突耐性が低下した状態。",212576,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
122,"ストレートショット実行可","ストレートショットを実行できる状態。",210365,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
123,"ホークアイ","ＤＥＸが向上し、かつ攻撃が必ず命中する状態。",210351,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
124,"ベノムバイト","毒に冒され、ＨＰが徐々に失われる状態。",210352,0,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
125,"猛者の撃","与ダメージが向上した状態。",210354,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
126,"被物理ダメージ増加","受ける物理ダメージが増加する状態。",218001,36,8,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
127,"ディヴァージョン","敵視上昇が抑えられた状態。",213914,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
