key,0,1
13,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_009","さすが真龍と言うべきか、その竜は、
剣が刺さったままモノともせず活動を続けているそうです。
この話が本当なら、恐るべき生命力と言わざるを得ない……。"
14,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_010","そうした戦利品を手に入れたい冒険者たちが、
龍のねぐらへと足を運び、返り討ちに遭っていましたね。"
15,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_011","青白い肌と赤き眼を持つ5人の戦士……？
聞き覚えがありますね、たしか「アークエンジェル」でしたか。"
16,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_012","その正体は、ある古代文明の人々が、
クリスタルを用いて生みだした人工生命体なのだとか。"
17,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_013","ヒューム、エルヴァーン、タルタル、ミスラ、ガルカ……
女神アルタナより生まれし5種族の姿をしたアークエンジェルは、
それぞれの種族が持つ「心の闇」を色濃く反映しているのです。"
18,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_014","たとえば、ヒュームなら「無知」……
道理を理解できず、弱者をいたぶり強者に従う性質のこと。
私にも、思い当たるフシがありますよ……。"
19,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_015","アークエンジェルが作られた理由はわかりませんが、
あるいは、美しき庭園と、かつてそこで暮らした人々を護るため、
戦っていたのかもしれません……<RubyCharaters>FF0AE5AE88E8ADB7E88085FF13E382ACE383BCE38387E382A3E382A2E383B3</RubyCharaters>として。"
20,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_016","闇のような漆黒の身体と、人間への憎悪を抱えた異形……
それは間違いなく「闇の王」のことですね。"
21,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_017","かつて闇の王は獣人血盟軍を率いて、
「水晶大戦」を引き起こしたのです。
人類の殲滅を、目的に掲げて。"
22,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_018","獣人血盟軍の圧倒的な物量を前に、人類は敗退の一途を辿る……
そんなとき、ジュノの大公「カムラナート」による呼びかけで、
4つの大国家による「アルタナ連合軍」が結成されました。"
23,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_019","連合軍によって結束した力は、獣人たちを押し返し……
ついに、敵の本拠地である「ズヴァール城」にて、
闇の王を討ち取ることに成功したのです！"
24,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_020","そして、ヴァナ・ディールは平和を取り戻しました。
その後、20年の時を経て、闇の王は復活を果たしますが、
冒険者を中心とした討伐隊の手で、再び打ち倒されることとなる。"
25,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_021","そんな闇の王の正体については、諸説ありましてね。
奴はもともと、人間のガルカ族だった……
なんて噂する者もいるのですよ。"
26,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_022","あるとき、ひとりのガルカ族が、
浅薄な仲間の裏切りによって命を奪われそうになった挙げ句、
心から信頼する大切な女性を失ってしまった。"
27,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_023","以来、彼は人間の愚かしさに深く絶望し、
激しい憎悪を募らせていった……。
そしていつしか「闇の王」となった、とね……。"
28,"TEXT_CTSETCEOVBOSSEXPLANATION_00912_VANAADV05234C_000_024","あなたの話が本当ならば、闇の王は再び復活したことになる。
もしや奴は、人間への復讐を果たすまで、
何度でも現れるのでしょうか……？"
